,400X4,400X14,400X15,400X37,400X97,400X138,400X211,400X213,400X216,null_count,TOOL
42,11709.0,31.1,29.7,112.0,8.6,-0.1,39.0,4.34,4.0,0,D
43,17406.0,30.8,29.7,111.0,6.7,0.1,39.1,4.19,3.86,0,D
44,11762.0,31.5,29.5,112.0,8.7,-0.1,39.3,4.34,4.02,0,D
45,22747.0,31.5,30.0,112.0,8.7,-0.1,40.5,4.23,3.87,0,D
46,19232.0,31.5,30.2,110.0,8.4,0.0,39.2,4.25,3.93,0,D
47,22851.0,31.3,30.1,111.0,8.7,-0.1,40.5,4.23,3.84,0,D
48,19336.0,31.5,30.1,111.0,8.3,0.0,39.2,4.25,3.84,0,D
49,11867.0,31.5,29.8,112.0,8.8,-0.1,39.3,4.34,4.03,0,D
50,19340.0,31.5,30.0,111.0,8.5,0.0,39.2,4.25,3.85,0,D
51,18664.0,30.8,29.7,111.0,6.7,0.1,39.1,4.18,3.88,0,D
52,22118.0,31.3,30.1,111.0,8.2,-0.1,40.5,4.2,3.83,0,B
53,18559.0,31.3,30.2,111.0,8.5,0.0,39.2,4.25,3.94,0,B
54,17966.0,31.1,29.6,111.0,6.7,0.1,39.1,4.19,3.92,0,B
55,18184.0,30.6,29.6,111.0,6.5,0.1,39.2,4.2,3.9,0,B
56,18190.0,31.0,29.7,111.0,6.3,0.1,39.3,4.21,3.92,0,B
57,18127.0,31.0,29.5,111.0,7.0,0.1,39.1,4.18,3.9,0,B
58,18647.0,31.2,30.2,111.0,8.7,0.0,39.3,4.25,3.77,0,B
59,21960.0,31.3,30.2,111.0,8.2,-0.1,40.5,4.23,3.77,0,D
60,21541.0,31.6,30.1,111.0,8.7,-0.1,40.6,4.23,3.88,0,D
61,19652.0,31.5,30.3,111.0,8.4,-0.1,41.7,4.15,3.73,0,D
62,18040.0,31.3,30.1,111.0,8.5,0.0,39.3,4.25,3.79,0,D
63,20170.0,31.3,30.2,111.0,9.2,-0.1,42.1,4.14,3.73,0,D
64,11603.0,31.4,29.5,112.0,9.6,-0.1,39.4,4.33,4.0,0,D
65,22548.0,31.3,30.0,111.0,9.8,-0.1,40.5,4.21,3.81,0,D
66,22233.0,31.4,30.1,112.0,9.2,-0.1,40.5,4.21,3.82,0,D
67,19924.0,31.6,30.2,111.0,8.6,-0.1,42.2,4.16,3.74,0,D
68,22774.0,31.4,30.1,111.0,8.6,-0.1,40.5,4.22,3.87,0,D
69,17762.0,31.0,29.4,111.0,6.5,0.1,38.8,4.2,3.85,0,B
70,19931.0,31.4,30.3,111.0,8.3,-0.1,42.1,4.17,3.74,0,B
71,17768.0,30.9,29.7,111.0,6.5,0.1,38.8,4.19,3.82,0,B
72,19206.0,31.4,30.1,110.0,8.4,0.0,39.2,4.25,3.85,0,D
73,19937.0,31.2,30.3,111.0,8.1,-0.1,42.1,4.16,3.8,0,B
74,18530.0,30.9,29.6,111.0,6.6,0.1,39.2,4.19,3.92,0,D
75,11735.0,31.4,29.8,112.0,8.2,-0.1,39.2,4.34,4.0,0,D
76,16490.0,30.7,29.6,111.0,6.4,0.1,39.1,4.2,3.76,0,D
77,22124.0,31.3,30.1,111.0,7.7,-0.1,40.7,4.26,3.95,0,B
78,19809.0,31.3,30.2,111.0,7.5,-0.1,42.2,4.17,3.74,0,B
79,22189.0,31.5,30.1,111.0,8.8,-0.1,40.6,4.25,3.86,0,B
80,11781.0,31.7,29.8,111.0,8.7,-0.1,39.3,4.34,3.99,0,D
81,19880.0,31.3,30.3,111.0,8.3,-0.1,42.0,4.16,3.75,0,B
82,11786.0,31.3,29.5,112.0,8.6,-0.1,39.2,4.34,4.01,0,D
83,18690.0,30.9,29.3,111.0,6.5,0.1,39.1,4.16,3.91,0,C
84,22882.0,31.2,30.0,111.0,8.7,-0.1,40.6,4.21,3.84,0,C
85,18083.0,30.9,29.5,111.0,6.5,0.1,39.1,4.2,3.88,0,B
86,19367.0,31.3,29.9,111.0,8.5,0.0,39.2,4.25,3.84,0,C
87,22259.0,31.4,30.1,111.0,8.5,-0.1,40.6,4.25,3.95,0,B
88,22887.0,31.5,30.2,111.0,8.6,-0.1,40.6,4.22,3.92,0,C
89,22265.0,31.3,30.1,111.0,8.5,-0.1,40.6,4.23,3.85,0,B
90,19372.0,31.4,30.2,111.0,8.3,0.0,39.2,4.25,3.85,0,C
91,17904.0,31.0,29.7,111.0,6.7,0.1,39.2,4.19,3.91,0,D
92,18696.0,30.8,29.5,111.0,6.3,0.1,39.3,4.18,3.86,0,C
93,17910.0,31.1,29.6,111.0,6.7,0.1,39.2,4.19,3.89,0,D
94,18795.0,31.3,30.0,111.0,8.4,-0.1,39.1,4.25,3.81,0,B
95,18801.0,31.3,30.1,111.0,8.3,0.0,39.1,4.25,3.86,0,B
96,18096.0,30.9,29.6,111.0,6.3,0.1,39.2,4.2,3.85,0,B
97,22278.0,31.3,30.1,111.0,8.3,-0.1,40.6,4.25,3.84,0,B
98,19971.0,31.6,30.3,111.0,8.5,-0.1,41.9,4.16,3.7,0,B
99,21160.0,31.3,30.2,111.0,8.6,-0.1,40.5,4.25,3.87,0,C
100,17660.0,31.3,30.1,111.0,8.6,0.0,39.2,4.25,3.87,0,C
101,22240.0,31.2,30.1,111.0,8.0,-0.1,40.6,4.25,3.81,0,D
102,22420.0,31.2,30.1,111.0,8.2,-0.1,40.6,4.25,3.89,0,D
103,22426.0,31.3,30.2,111.0,8.3,-0.1,40.6,4.25,3.85,0,D
104,18610.0,31.3,30.2,111.0,8.5,-0.1,39.2,4.26,3.93,0,B
105,17948.0,30.6,29.7,111.0,6.3,0.1,39.2,4.2,3.91,0,B
106,19841.0,31.2,30.2,111.0,8.6,-0.1,42.1,4.16,3.72,0,B
107,21864.0,31.5,30.2,111.0,8.6,-0.1,40.4,4.23,3.95,0,B
108,18352.0,31.3,30.0,111.0,8.0,0.0,38.8,4.25,3.94,0,B
109,18363.0,31.5,30.2,111.0,8.4,0.0,38.8,4.25,3.93,0,D
110,19984.0,31.3,30.3,111.0,8.4,-0.1,41.9,4.15,3.69,0,B
111,19118.0,31.3,30.2,111.0,8.5,-0.1,39.2,4.25,3.87,0,D
112,22634.0,31.5,30.1,111.0,8.7,-0.1,40.5,4.23,3.88,0,D
113,18447.0,31.0,29.6,111.0,6.7,0.1,39.3,4.18,3.9,0,D
114,19120.0,31.3,30.0,111.0,8.5,0.0,39.2,4.25,3.84,0,D
115,22636.0,31.4,30.2,111.0,8.8,-0.1,40.5,4.23,3.85,0,D
116,20220.0,31.4,30.3,111.0,8.1,-0.1,42.0,4.15,3.65,0,C
117,12002.0,31.6,29.6,112.0,8.8,-0.1,39.3,4.34,4.01,0,C
118,18848.0,31.3,30.2,110.0,8.6,0.0,39.2,4.25,3.78,0,D
119,22996.0,31.4,30.2,111.0,8.5,-0.1,40.6,4.25,3.88,0,C
120,,,,,,,,,,14,B
