,340X1,340X2,340X4,340X5,340X7,340X8,340X10,340X17,340X18,340X27,340X31,340X49,340X53,340X61,340X73,340X75,340X77,340X97,340X99,340X105,340X107,340X108,340X124,340X125,340X126,340X132,340X133,340X138,340X147,340X151,340X161,340X173,340X181,340X182,340X188,340X196,TOOL
257,86,92.9,106.0,96.1,92.9,106,106,0.62,4.35,109.3,3085,-1,-2,0,1199,1204,1197,0,0,1,53746,30381,26,27,20,42,42,302,76,70,81,3490,3012.3,3045,106.4,103.7,4147
258,86,92.9,106.0,96.1,92.9,106,106,0.63,4.35,110.5,3083,-1,-2,0,1199,1204,1197,0,0,0,55627,31438,27,28,20,42,42,301,75,69,80,3487,3011.3,3042,108.9,104.0,4147
259,86,98.0,103.0,98.0,95.0,100,106,0.84,4.03,109.1,3084,0,-2,0,1199,1204,1197,0,1,1,54948,30994,24,26,18,46,46,298,76,70,93,3399,3013.6,3042,106.5,104.4,4106
260,98,95.0,105.0,98.0,88.0,100,105,0.85,4.68,108.7,3085,1,0,0,1198,1204,1193,0,3,1,55628,31438,26,27,16,43,45,292,70,66,91,3424,3007.9,3037,107.3,102.0,3009
261,86,98.0,103.0,98.0,95.0,100,106,0.85,4.1,108.3,3084,0,-2,0,1199,1204,1197,0,1,1,54009,30481,24,25,18,46,46,297,76,70,93,3397,3012.8,3040,104.8,103.5,4106
262,98,95.0,105.0,98.0,88.0,100,105,1.29,5.18,108.8,3085,0,0,-2,1197,1200,1193,0,3,0,54009,30485,26,27,17,44,45,298,70,66,87,3439,3008.4,3040,106.3,102.3,3009
263,86,92.9,106.0,96.1,92.9,106,106,0.63,4.35,110.4,3083,-1,-2,0,1199,1204,1197,0,0,0,55628,31439,27,28,20,42,42,301,75,69,80,3487,3012.5,3045,108.3,104.1,4147
264,98,95.0,105.0,98.0,88.0,100,105,0.83,4.78,108.9,3085,1,0,0,1198,1200,1193,1,3,1,55826,31870,26,27,16,43,45,295,71,66,90,3417,3007.2,3040,105.4,103.0,3009
265,86,92.9,106.0,96.1,92.9,106,106,0.63,4.33,109.5,3083,-1,-2,0,1199,1204,1197,0,0,0,55826,31871,27,28,20,42,42,302,75,69,81,3489,3011.1,3042,108.4,104.0,4147
266,98,95.0,105.0,98.0,88.0,100,105,0.84,4.8,108.7,3085,1,0,0,1198,1204,1193,1,3,1,55833,31877,25,27,16,43,45,294,71,66,90,3418,3008.5,3040,106.0,102.8,3009
267,86,92.9,106.0,96.1,92.9,106,106,0.63,4.33,110.0,3083,0,-2,0,1199,1204,1197,0,0,0,55833,31878,27,28,20,42,42,301,74,68,80,3492,3013.1,3042,108.7,103.9,4147
268,98,95.0,105.0,98.0,88.0,100,105,0.84,4.8,108.9,3085,1,0,0,1198,1204,1193,0,3,1,55838,31882,26,27,17,43,45,295,71,66,90,3419,3007.1,3040,105.9,103.1,3009
269,86,92.9,106.0,96.1,92.9,106,106,0.62,4.33,110.3,3083,-1,-2,0,1199,1204,1197,0,0,0,55838,31882,27,28,20,42,42,301,74,69,80,3491,3010.9,3042,108.3,104.1,4147
270,86,92.9,106.0,96.1,92.9,106,106,0.66,4.35,109.4,3085,-1,-2,0,1199,1204,1197,0,0,1,53550,30189,27,28,20,42,42,302,75,71,83,3493,3012.5,3045,107.1,103.3,4147
271,86,98.0,103.0,98.0,95.0,100,106,0.82,3.98,108.7,3086,0,-2,0,1199,1204,1197,0,1,1,53705,30340,25,26,18,46,46,300,76,70,93,3397,3013.5,3042,104.9,102.9,4106
272,86,92.9,106.0,96.1,92.9,106,106,0.65,4.33,109.0,3085,-1,-2,-2,1199,1204,1197,0,0,0,53713,30348,26,27,20,42,42,301,75,70,83,3494,3011.8,3042,108.4,103.1,4147
273,86,98.0,103.0,98.0,95.0,100,106,0.84,4.08,108.6,3086,0,-2,0,1199,1204,1197,0,1,1,53263,29511,25,26,17,46,46,297,76,69,93,3395,3012.3,3042,105.2,104.1,4106
274,86,98.0,103.0,98.0,95.0,100,106,0.86,4.1,109.3,3086,0,-2,0,1199,1204,1197,0,1,1,53263,29513,24,26,17,46,46,298,76,70,93,3395,3013.2,3040,106.4,104.1,4106
275,98,95.0,105.0,98.0,88.0,100,105,0.83,4.73,109.3,3085,1,0,0,1198,1204,1193,1,3,0,55755,31770,25,26,16,43,45,293,71,66,91,3423,3007.4,3040,106.1,103.0,3009
276,98,95.0,105.0,98.0,88.0,100,105,0.83,4.75,109.3,3085,1,0,0,1198,1204,1193,1,3,1,55755,31771,25,26,16,43,45,293,71,66,91,3423,3008.3,3040,107.0,103.0,3009
277,98,95.0,105.0,98.0,88.0,100,105,0.83,4.68,109.3,3085,1,0,0,1198,1204,1193,1,3,0,55755,31772,25,26,16,43,45,292,71,66,91,3423,3006.9,3040,107.3,103.0,3009
278,86,98.0,103.0,98.0,95.0,100,106,0.88,3.98,109.4,3086,0,-2,0,1199,1204,1197,0,1,1,53348,29813,25,26,18,46,46,300,77,70,94,3392,3012.7,3040,106.4,104.3,4106
279,98,95.0,105.0,98.0,88.0,100,105,1.23,5.05,108.8,3085,1,0,0,1198,1200,1193,0,3,0,53348,29825,26,27,17,44,45,299,70,65,87,3437,3008.5,3040,105.9,102.9,3009
280,98,95.0,105.0,98.0,88.0,100,105,0.79,4.08,107.6,3085,1,0,0,1197,1200,1193,0,3,1,55115,31136,25,26,17,43,45,292,72,66,91,3423,3007.1,3040,106.2,102.7,3009
281,86,92.9,106.0,96.1,92.9,106,106,0.64,4.3,109.2,3083,-1,-2,-2,1199,1204,1197,0,0,1,55349,31288,27,28,20,42,42,300,75,70,81,3488,3012.6,3047,106.8,103.5,4147
282,86,98.0,103.0,98.0,95.0,100,106,0.83,4.0,109.0,3084,0,-2,0,1199,1204,1197,0,1,0,55115,31137,24,25,18,46,46,296,76,70,92,3402,3013.3,3045,104.7,104.0,4106
283,98,95.0,105.0,98.0,88.0,100,105,0.83,4.53,108.4,3085,1,0,0,1198,1200,1193,0,3,0,55350,31288,25,27,16,43,45,292,71,66,91,3425,3006.8,3040,105.3,102.6,3009
284,98,95.0,105.0,98.0,88.0,100,105,0.85,4.58,109.3,3085,1,0,0,1198,1200,1193,0,3,0,55118,31139,25,26,17,43,45,291,71,66,91,3424,3007.0,3040,105.0,102.7,3009
285,86,98.0,103.0,98.0,95.0,100,106,0.83,3.95,109.4,3084,0,-2,0,1199,1204,1197,0,1,1,55350,31289,24,25,18,46,46,298,76,70,93,3400,3012.7,3042,105.0,103.9,4106
286,86,98.0,103.0,98.0,95.0,100,106,0.82,3.93,109.8,3084,0,-2,0,1199,1204,1197,0,1,1,55118,31140,24,25,18,46,46,296,76,69,93,3402,3012.5,3040,107.5,104.1,4106
287,98,95.0,105.0,98.0,88.0,100,105,0.85,4.7,109.1,3085,1,0,-2,1198,1200,1193,0,3,1,55353,31291,25,26,17,43,45,291,71,66,91,3426,3007.7,3037,106.7,102.6,3009
288,98,95.0,105.0,98.0,88.0,100,105,0.86,4.68,108.7,3085,1,0,0,1198,1204,1193,0,3,1,55122,31144,25,26,16,43,45,291,71,66,91,3425,3007.6,3042,105.9,102.8,3009
289,86,98.0,103.0,98.0,95.0,100,106,0.83,4.03,109.2,3084,0,-2,0,1199,1204,1197,0,1,0,55353,31292,24,25,18,46,46,298,76,70,93,3401,3013.5,3040,107.4,104.0,4106
290,86,98.0,103.0,98.0,95.0,100,106,0.83,4.05,108.5,3084,0,-2,0,1199,1204,1197,0,1,0,55122,31144,24,25,18,46,46,295,75,70,93,3402,3012.9,3040,105.6,104.2,4106
291,86,92.9,106.0,96.1,92.9,106,106,0.64,4.28,109.2,3083,-1,-2,0,1199,1204,1197,0,0,1,55353,31292,27,28,19,42,42,300,75,70,81,3489,3012.1,3045,108.0,103.5,4147
292,86,98.0,103.0,98.0,95.0,100,106,0.82,3.9,109.9,3084,0,-2,0,1199,1204,1197,0,1,0,55357,31296,24,25,17,46,46,297,76,70,93,3400,3013.0,3042,105.1,104.1,4106
293,98,95.0,105.0,98.0,88.0,100,105,1.06,4.03,107.8,3085,1,0,0,1198,1204,1193,0,3,1,54817,30862,25,26,16,43,45,291,71,66,91,3426,3007.0,3042,106.6,102.6,3009
294,86,92.9,106.0,96.1,92.9,106,106,0.64,4.3,109.3,3083,-1,-2,0,1199,1204,1193,0,0,1,55357,31296,27,28,20,42,42,300,75,70,81,3493,3012.3,3045,108.3,103.7,4147
295,98,95.0,105.0,98.0,88.0,100,105,0.85,4.68,108.6,3085,0,0,0,1198,1204,1193,0,3,0,55357,31296,25,26,16,43,45,291,71,66,91,3426,3007.6,3040,107.0,102.8,3009
296,98,95.0,105.0,98.0,88.0,100,105,1.22,4.9,108.4,3085,1,0,0,1198,1200,1193,0,3,0,53719,30353,26,28,17,45,45,303,70,65,86,3437,3008.9,3040,106.0,102.1,3009
297,86,98.0,103.0,98.0,95.0,100,106,0.84,3.95,110.2,3086,0,-2,0,1199,1204,1197,0,1,1,53727,30362,24,26,17,46,46,297,76,70,94,3397,3013.5,3042,107.2,103.9,4106
298,98,95.0,105.0,98.0,88.0,100,105,0.87,4.95,107.5,3085,1,0,0,1198,1204,1193,0,3,0,55711,31571,26,28,16,44,45,298,71,66,90,3419,3007.1,3042,105.4,102.1,3009
299,98,95.0,105.0,98.0,88.0,100,105,0.8,4.05,107.9,3085,1,0,0,1197,1200,1193,1,3,0,55711,31572,26,28,17,43,45,298,72,67,90,3416,3007.4,3037,105.0,102.1,3009
300,98,95.0,105.0,98.0,88.0,100,105,0.85,4.73,108.6,3085,1,0,0,1198,1200,1193,1,3,1,55711,31573,26,27,17,43,45,297,72,66,91,3416,3008.9,3040,105.6,102.2,3009
301,98,95.0,105.0,98.0,88.0,100,105,1.21,4.43,108.2,3085,0,0,-2,1197,1200,1193,0,3,1,53675,30309,26,27,17,44,45,304,72,66,89,3430,3007.9,3040,104.5,101.6,3009
302,86,92.9,106.0,96.1,92.9,106,106,0.61,4.08,109.3,3085,-1,-2,0,1199,1204,1197,0,0,0,53676,30311,26,27,20,42,42,301,75,70,83,3496,3012.3,3045,106.8,102.8,4147
303,86,92.9,106.0,96.1,92.9,106,106,0.61,4.08,109.3,3085,-1,-2,0,1199,1204,1197,0,0,0,53676,30311,26,27,20,42,42,301,75,70,83,3496,3012.3,3045,106.8,102.8,4147
304,86,92.9,106.0,96.1,92.9,106,106,0.65,4.18,110.0,3085,-1,-2,-2,1199,1204,1197,0,0,1,53677,30312,26,27,20,42,42,301,75,70,83,3496,3012.2,3045,107.4,102.8,4147
305,98,95.0,105.0,98.0,88.0,100,105,1.26,5.05,108.0,3085,0,0,0,1198,1200,1193,0,3,0,53678,30312,26,27,17,44,45,304,71,66,89,3432,3008.1,3040,106.0,101.8,3009
306,86,98.0,103.0,98.0,95.0,100,106,0.83,4.05,108.6,3086,0,-2,0,1199,1204,1197,0,1,1,53678,30313,24,25,18,46,46,301,76,70,94,3395,3012.6,3045,106.9,103.4,4106
307,86,92.9,106.0,96.1,92.9,106,106,0.62,4.25,108.9,3085,-1,-2,0,1199,1204,1193,0,0,0,53749,30384,27,28,20,42,42,304,75,69,82,3490,3012.2,3045,108.0,103.5,4147
308,86,92.9,106.0,96.1,92.9,106,106,0.64,4.35,110.0,3085,-1,-2,0,1199,1204,1197,0,0,0,53678,30313,26,27,20,42,42,301,75,70,83,3497,3012.3,3045,108.0,102.9,4147
309,98,95.0,105.0,98.0,88.0,100,105,1.28,5.1,108.4,3085,1,0,0,1198,1200,1193,0,1,0,53753,30387,26,27,17,44,45,299,70,65,87,3440,3007.4,3040,105.2,102.5,3009
310,86,98.0,103.0,98.0,95.0,100,106,0.86,4.13,108.6,3086,0,-2,0,1199,1204,1197,0,1,1,53589,30228,24,25,18,46,46,298,75,68,90,3405,3012.8,3042,106.7,102.8,4106
311,98,95.0,105.0,98.0,88.0,100,105,0.84,4.68,109.4,3085,1,0,0,1198,1200,1193,0,3,1,55089,31110,25,26,17,43,45,291,71,66,91,3425,3007.5,3037,106.3,102.6,3009
312,86,92.9,106.0,96.1,92.9,106,106,0.64,4.35,109.6,3085,-1,-2,0,1199,1204,1197,0,0,0,53589,30228,27,28,19,42,42,305,75,70,82,3501,3011.7,3042,107.6,102.3,4147
313,86,98.0,103.0,98.0,95.0,100,106,0.83,3.98,109.7,3084,0,-2,0,1199,1204,1197,0,1,0,55089,31111,24,25,18,46,46,297,76,69,93,3401,3013.9,3042,107.4,103.9,4106
314,98,95.0,105.0,98.0,88.0,100,105,1.25,4.9,109.0,3085,1,0,0,1198,1200,1193,0,3,1,53590,30228,26,27,17,45,45,304,70,65,87,3436,3006.6,3040,105.7,101.3,3009
315,98,95.0,105.0,98.0,88.0,100,105,0.89,4.78,108.5,3085,1,0,0,1198,1204,1193,0,3,1,55097,31118,25,26,16,43,45,291,71,66,91,3426,3007.7,3040,107.0,102.8,3009
316,86,98.0,103.0,98.0,95.0,100,106,0.85,4.13,108.0,3086,0,-2,0,1199,1204,1197,0,1,0,53590,30229,25,26,17,46,46,300,75,69,93,3398,3012.5,3042,107.2,102.9,4106
317,86,98.0,103.0,98.0,95.0,100,106,0.85,4.05,109.3,3084,0,-2,0,1199,1204,1197,0,1,0,55097,31119,24,25,17,46,46,296,76,70,93,3401,3013.4,3045,107.4,104.1,4106
318,86,92.9,106.0,96.1,92.9,106,106,0.62,4.28,109.3,3085,-1,-2,0,1199,1204,1197,0,0,1,53590,30229,27,28,20,42,42,306,74,70,83,3502,3012.1,3042,108.1,102.4,4147
319,98,95.0,105.0,98.0,88.0,100,105,1.26,5.08,108.9,3085,0,0,-2,1198,1200,1193,0,3,0,53408,29981,26,28,16,44,45,303,70,66,88,3427,3008.4,3037,106.4,101.5,3009
320,98,95.0,105.0,98.0,88.0,100,105,1.25,4.95,108.8,3085,0,0,0,1198,1200,1193,0,3,0,53591,30229,26,27,17,44,45,305,70,65,87,3433,3007.6,3037,105.0,101.4,3009
321,86,98.0,103.0,98.0,95.0,100,106,0.82,3.98,108.4,3086,0,-2,0,1199,1204,1197,0,1,1,53591,30230,25,26,18,46,46,301,75,70,94,3395,3013.5,3042,106.6,103.0,4106
322,98,95.0,105.0,98.0,88.0,100,105,1.25,5.0,108.2,3085,0,0,-2,1198,1204,1193,0,3,0,53430,30004,26,27,17,44,45,301,70,65,88,3433,3007.0,3037,107.0,102.2,3009
323,86,92.9,106.0,96.1,92.9,106,106,0.62,4.2,109.0,3085,-1,-2,0,1199,1204,1197,0,0,0,53591,30230,27,28,20,42,42,306,75,71,83,3502,3011.3,3045,108.3,102.5,4147
324,98,95.0,105.0,98.0,88.0,100,105,1.24,4.9,108.6,3085,0,-2,0,1197,1200,1193,0,3,1,53592,30230,26,27,17,44,45,305,70,65,88,3431,3008.6,3040,105.2,101.5,3009
325,86,92.9,106.0,96.1,92.9,106,106,0.63,4.35,109.2,3083,0,-2,0,1199,1204,1197,0,0,1,54274,30670,27,28,20,42,42,303,74,69,80,3490,3011.7,3045,108.2,102.6,4147
326,86,98.0,103.0,98.0,95.0,100,106,0.82,3.93,109.4,3086,0,-2,0,1199,1204,1197,0,1,0,53592,30231,25,26,17,46,46,301,76,70,94,3395,3013.0,3042,105.7,103.2,4106
327,86,92.9,106.0,96.1,92.9,106,106,0.63,4.35,109.0,3083,0,-2,0,1199,1204,1197,0,0,1,54286,30670,26,27,20,42,42,299,74,69,78,3496,3012.6,3045,106.4,103.4,4147
328,86,92.9,106.0,96.1,92.9,106,106,0.62,4.25,108.9,3085,-1,-2,0,1199,1204,1197,0,0,1,53592,30231,27,28,19,42,42,305,75,70,83,3500,3011.7,3045,107.8,102.7,4147
329,98,95.0,105.0,98.0,88.0,100,105,1.24,4.93,108.4,3085,0,-2,0,1198,1200,1193,0,3,0,53593,30231,26,27,16,44,45,306,70,65,88,3430,3007.6,3040,106.1,101.6,3009
330,86,98.0,103.0,98.0,95.0,100,106,0.83,4.0,109.8,3086,0,-2,0,1199,1204,1197,0,1,1,53593,30231,25,26,18,46,46,301,76,70,94,3394,3012.7,3042,104.9,103.3,4106
331,98,95.0,105.0,98.0,88.0,100,105,1.23,4.98,108.4,3085,1,0,0,1198,1200,1193,0,3,1,53720,30354,26,28,17,44,45,303,70,66,87,3434,3007.2,3040,105.2,102.1,3009
332,98,95.0,105.0,98.0,88.0,100,105,1.28,5.05,108.3,3085,0,0,0,1198,1200,1193,0,3,0,53497,30111,26,27,16,44,45,300,70,65,88,3433,3006.5,3040,105.3,102.6,3009
333,86,98.0,103.0,98.0,95.0,100,106,0.84,4.0,109.2,3086,0,-2,0,1199,1204,1197,0,1,1,53497,30124,24,25,18,46,46,297,76,69,93,3397,3013.4,3042,105.1,104.2,4106
334,86,98.0,103.0,98.0,95.0,100,106,0.84,4.0,110.1,3084,0,-2,0,1199,1204,1197,0,1,0,54627,30762,25,26,18,46,46,302,76,70,94,3395,3012.5,3042,105.5,103.7,4106
335,86,92.9,106.0,96.1,92.9,106,106,0.63,4.33,109.9,3083,0,-2,0,1199,1204,1197,0,0,0,54398,30670,26,27,20,42,42,301,75,70,81,3489,3011.1,3042,108.4,104.1,4147
336,98,95.0,105.0,98.0,88.0,100,105,0.86,4.78,108.1,3085,1,0,0,1198,1200,1193,0,3,1,54913,30958,25,26,16,43,45,293,71,66,92,3426,3007.7,3037,107.0,102.7,3009
337,86,98.0,103.0,98.0,95.0,100,106,0.8,3.98,109.2,3084,0,-2,0,1199,1204,1197,0,1,0,54920,30966,24,25,18,46,46,296,76,69,92,3404,3013.1,3042,106.3,104.2,4106
338,86,92.9,106.0,96.1,92.9,106,106,0.62,4.25,109.3,3083,-1,-2,0,1199,1204,1197,0,0,1,54731,30789,27,28,20,42,42,303,75,69,82,3486,3011.5,3042,108.3,103.7,4147
339,86,98.0,103.0,98.0,95.0,100,106,0.82,4.0,108.8,3084,0,-2,0,1199,1204,1197,0,1,1,54826,30871,24,25,18,46,46,297,76,69,93,3400,3014.2,3045,105.9,104.3,4106
340,86,92.9,106.0,96.1,92.9,106,106,0.61,4.23,109.4,3083,-1,-2,0,1199,1204,1197,0,0,0,54799,30845,26,27,20,42,42,300,75,69,81,3488,3012.4,3045,106.9,103.9,4147
341,86,98.0,103.0,98.0,95.0,100,106,0.83,4.05,109.3,3084,0,-2,0,1199,1204,1197,0,1,1,54834,30879,24,25,18,46,46,297,76,69,93,3401,3013.5,3045,107.2,104.2,4106
342,86,98.0,103.0,98.0,95.0,100,106,0.85,4.0,108.9,3084,0,-2,0,1199,1204,1197,0,1,1,54031,30501,25,26,18,46,46,301,77,70,93,3392,3012.0,3042,104.3,103.1,4106
343,86,98.0,103.0,98.0,95.0,100,106,0.86,4.05,108.4,3084,0,-2,0,1199,1204,1193,0,1,0,54056,30527,24,25,18,46,46,299,76,70,94,3394,3012.4,3042,105.5,103.9,4106
344,86,92.9,106.0,96.1,92.9,106,106,0.61,4.25,109.4,3085,-1,-2,0,1199,1204,1197,0,0,1,53687,30321,26,28,20,42,42,303,75,70,82,3493,3011.2,3042,106.9,103.4,4147
345,98,95.0,105.0,98.0,88.0,100,105,1.24,5.03,108.3,3085,1,0,-2,1198,1200,1193,0,3,1,53695,30329,26,27,17,44,45,303,70,66,88,3432,3008.4,3040,106.9,102.4,3009
346,98,95.0,105.0,98.0,88.0,100,105,1.25,5.0,108.3,3085,1,0,0,1198,1204,1193,0,3,0,53695,30330,26,27,17,44,45,304,71,65,88,3432,3006.1,3037,106.1,102.4,3009
347,86,98.0,103.0,98.0,95.0,100,106,0.84,4.05,108.7,3086,0,-2,0,1199,1204,1197,0,1,1,53398,29959,24,25,18,46,46,297,76,69,93,3397,3013.8,3040,106.2,104.4,4106
348,86,92.9,106.0,96.1,92.9,106,106,0.65,4.35,109.7,3083,0,-2,0,1199,1204,1193,0,0,1,53863,30430,27,28,20,42,42,303,75,70,82,3492,3010.4,3042,108.9,104.2,4147
349,98,95.0,105.0,98.0,88.0,100,105,1.25,5.03,108.9,3085,0,0,0,1198,1200,1193,0,3,0,53398,29971,26,27,17,44,45,298,70,65,87,3437,3007.9,3040,106.4,102.9,3009
350,86,98.0,103.0,98.0,95.0,100,106,0.84,3.85,110.0,3084,0,-2,0,1199,1204,1197,0,1,0,53876,30430,24,25,18,46,46,297,75,70,93,3398,3012.7,3042,107.7,104.3,4106
351,86,92.9,106.0,96.1,92.9,106,106,0.65,4.3,109.5,3083,0,-2,0,1199,1204,1197,0,0,1,53876,30430,27,28,20,42,42,303,75,70,82,3490,3012.1,3045,107.1,104.1,4147
352,86,98.0,103.0,98.0,95.0,100,106,0.85,4.1,109.4,3084,0,-2,0,1199,1204,1197,0,1,0,53889,30430,24,25,18,46,46,297,75,69,93,3399,3013.1,3042,107.3,104.2,4106
353,98,95.0,105.0,98.0,88.0,100,105,1.26,5.05,108.7,3085,0,0,0,1198,1204,1193,0,3,0,53497,30124,26,27,17,44,45,299,70,65,87,3437,3006.7,3040,105.8,102.6,3009
354,86,98.0,103.0,98.0,95.0,100,106,0.82,4.0,108.8,3086,0,-2,0,1199,1204,1197,0,1,1,53497,30136,24,25,18,46,46,297,75,69,93,3399,3012.5,3042,105.7,104.2,4106
355,86,98.0,103.0,98.0,95.0,100,106,0.85,4.1,108.6,3086,0,-2,0,1199,1204,1197,0,1,1,53348,29816,24,26,18,46,46,299,76,70,94,3393,3014.7,3042,105.6,104.2,4106
356,86,98.0,103.0,98.0,95.0,100,106,0.83,4.05,108.4,3086,0,-2,0,1199,1204,1197,0,1,1,53348,29817,24,25,18,46,46,299,76,70,94,3393,3013.3,3040,106.9,104.3,4106
357,98,95.0,105.0,98.0,88.0,100,105,0.86,4.8,109.1,3085,1,0,0,1198,1204,1193,1,3,1,55822,31866,26,27,16,43,45,293,71,66,91,3420,3006.8,3040,107.1,102.7,3009
358,86,92.9,106.0,96.1,92.9,106,106,0.64,4.35,109.5,3083,-1,-2,0,1199,1204,1197,0,0,0,55824,31869,27,28,19,42,42,301,75,69,81,3489,3011.9,3047,107.4,104.0,4147
359,86,98.0,103.0,98.0,95.0,100,106,0.86,4.1,109.5,3084,0,-2,0,1199,1200,1197,0,1,1,55923,31970,23,24,17,46,46,296,79,72,97,3369,3013.7,3042,105.2,103.7,4106
360,86,98.0,103.0,98.0,95.0,100,106,0.81,3.93,108.3,3084,0,-2,0,1199,1204,1197,0,1,1,54746,30804,24,26,18,46,46,301,76,70,93,3394,3013.4,3040,105.9,104.0,4106
361,98,95.0,105.0,98.0,88.0,100,105,0.85,4.83,108.1,3085,1,0,0,1198,1204,1193,0,3,0,55923,31970,25,26,16,43,45,295,71,66,91,3418,3006.4,3040,106.0,102.9,3009
362,86,92.9,106.0,96.1,92.9,106,106,0.64,4.3,109.4,3083,-1,-2,-2,1199,1204,1197,0,0,1,55923,31971,26,27,20,42,42,300,75,69,81,3491,3011.5,3042,107.5,103.8,4147
363,86,98.0,103.0,98.0,95.0,100,106,0.83,4.05,108.6,3084,0,-2,0,1199,1204,1197,0,1,0,55242,31181,24,25,18,46,46,299,76,70,94,3397,3013.0,3045,106.7,104.1,4106
364,98,95.0,105.0,98.0,88.0,100,105,0.82,4.58,108.9,3085,1,0,0,1198,1200,1193,1,3,1,55063,31084,26,27,16,43,45,294,72,66,91,3417,3007.7,3040,104.9,101.7,3009
365,86,98.0,103.0,98.0,95.0,100,106,0.82,3.93,110.0,3084,0,-2,0,1199,1204,1197,0,1,0,55070,31092,24,25,18,46,46,299,76,70,94,3396,3013.8,3042,105.2,103.6,4106
366,98,95.0,105.0,98.0,88.0,100,105,0.87,4.6,108.3,3085,1,0,0,1198,1204,1193,0,1,1,54939,30984,25,26,16,43,45,292,71,66,91,3425,3007.3,3040,105.3,102.8,3009
367,86,98.0,103.0,98.0,95.0,100,106,0.83,4.05,109.2,3084,0,-2,0,1199,1204,1197,0,1,0,54825,30870,24,25,18,46,46,297,75,69,94,3400,3013.3,3040,106.8,104.2,4106
368,98,95.0,105.0,98.0,88.0,100,105,0.86,4.68,108.2,3085,0,0,-2,1198,1204,1193,0,3,1,54947,30992,25,26,17,43,45,292,71,66,91,3425,3007.2,3040,106.7,103.0,3009
369,86,98.0,103.0,98.0,95.0,100,106,0.83,3.98,110.1,3084,0,-2,0,1199,1204,1197,0,1,0,54791,30836,24,25,17,46,46,299,76,70,94,3395,3012.8,3042,106.1,104.2,4106
370,86,92.9,106.0,96.1,92.9,106,106,0.62,4.2,109.5,3083,-1,-2,0,1199,1204,1197,0,0,0,54695,30771,27,28,20,42,42,301,75,70,81,3487,3013.0,3045,107.9,103.9,4147
371,86,98.0,103.0,98.0,95.0,100,106,0.83,3.98,110.2,3084,0,-2,0,1199,1204,1197,0,1,1,54708,30771,24,25,18,46,46,298,76,70,94,3396,3013.2,3042,105.6,104.5,4106
372,86,92.9,106.0,96.1,92.9,106,106,0.64,4.3,109.3,3083,-1,-2,-2,1199,1204,1197,0,0,1,55335,31274,27,28,20,42,42,301,75,70,81,3489,3012.8,3045,106.8,103.7,4147
373,86,98.0,103.0,98.0,95.0,100,106,0.82,4.0,108.5,3084,0,-2,0,1199,1204,1193,0,1,1,55005,31051,24,25,18,46,46,297,76,70,94,3399,3013.5,3042,106.8,103.6,4106
374,98,95.0,105.0,98.0,88.0,100,105,0.83,4.63,107.8,3085,0,0,0,1197,1200,1193,0,3,0,55013,31059,25,26,16,43,45,292,71,66,91,3425,3006.8,3040,106.4,102.5,3009
375,86,98.0,103.0,98.0,95.0,100,106,0.84,4.05,110.1,3084,0,-2,0,1199,1204,1197,0,1,1,55106,31128,24,25,18,46,46,296,75,69,94,3402,3012.6,3042,106.1,104.1,4106
376,86,92.9,106.0,96.1,92.9,106,106,0.64,4.33,108.6,3083,-1,-2,0,1199,1204,1193,0,0,0,55114,31136,27,28,20,42,42,301,76,70,80,3489,3010.5,3045,107.9,103.7,4147
377,98,95.0,105.0,98.0,88.0,100,105,0.84,4.75,108.1,3085,1,0,0,1198,1204,1193,1,3,1,55940,31987,25,26,16,43,45,295,71,66,90,3420,3007.5,3037,106.9,102.9,3009
378,86,92.9,106.0,96.1,92.9,106,106,0.63,4.38,109.4,3083,-1,-2,0,1199,1204,1197,0,0,0,55940,31987,26,27,20,42,42,300,75,69,81,3489,3012.0,3047,106.9,103.9,4147
379,98,95.0,105.0,98.0,88.0,100,105,0.87,4.7,108.3,3085,0,0,0,1198,1204,1193,0,1,0,55250,31189,26,27,16,43,45,293,71,66,91,3424,3008.0,3042,107.0,102.8,3009
380,86,98.0,103.0,98.0,95.0,100,106,0.84,4.03,110.2,3084,0,-2,0,1199,1204,1197,0,1,1,55940,31987,23,25,17,46,46,296,78,72,97,3369,3013.5,3042,106.3,104.3,4106
381,86,98.0,103.0,98.0,95.0,100,106,0.83,4.03,109.4,3084,0,-2,0,1199,1204,1197,0,1,0,54557,30734,24,25,18,46,46,301,76,70,95,3397,3012.7,3040,107.1,103.3,4106
382,98,95.0,105.0,98.0,88.0,100,105,0.84,4.78,108.4,3085,1,0,0,1198,1204,1193,0,3,1,56021,32066,25,26,17,43,45,295,71,66,90,3418,3006.9,3040,106.9,103.0,3009
383,86,92.9,106.0,96.1,92.9,106,106,0.61,4.35,109.5,3083,0,-2,0,1199,1204,1197,0,0,0,54406,30670,26,28,20,42,42,298,75,69,79,3495,3012.0,3045,107.8,104.0,4147
384,86,92.9,106.0,96.1,92.9,106,106,0.61,4.25,109.6,3083,-1,-2,0,1199,1204,1197,0,0,1,55554,31364,27,28,20,42,42,305,75,69,81,3487,3011.7,3045,108.0,103.7,4147
385,86,92.9,106.0,96.1,92.9,106,106,0.64,4.3,110.0,3083,-1,-2,0,1199,1204,1197,0,0,0,55638,31451,27,28,20,42,42,301,75,69,81,3487,3011.6,3042,108.1,103.5,4147
