,210X1,210X2,210X3,210X4,210X5,210X6,210X8,210X10,210X12,210X20,210X23,210X33,210X36,210X39,210X65,210X86,210X87,210X89,210X90,210X91,210X152,210X154,210X155,210X158,210X159,210X160,210X161,210X164,210X165,210X171,210X174,210X175,210X181,210X186,210X187,210X188,210X189,210X191,210X192,210X193,210X195,210X206,210X207,210X210,210X219,210X229,210X230,TOOL
376,99.94,0.506,0.24,0.999,56.61,3.583,1.74,28.2,0.494,14.8,14.7,0.075,420,51.18,0.005,722.94,121.145,0.44,0.28,0.24,-37.93,0.797,0.711,0.326,0.268,0.075,0.058,0.676,0.718,1.45,0.792,0.706,0.0,79892.2,8123.19,13174.2,775.75,0.05,1.9,0.01,4.24,2559898420,2570329520,1.249,44.2,0.3,0.8,L
377,100.9,0.514,0.13,1.117,57.8,3.109,0.78,24.6,0.565,13.2,12.9,0.063,435,50.27,0.006,674.49,193.68,0.2,0.15,0.13,-38.415,0.633,0.686,0.263,0.194,0.083,0.049,0.625,0.585,1.26,0.667,0.654,0.27,95747.0,8740.64,19186.1,1268.89,0.05,0.8,0.01,2.72,2815008535,4456081512,1.211,44.7,0.3,0.2,O
378,102.5,0.451,0.26,1.685,61.7,3.425,-0.96,26.4,0.543,14.4,14.3,0.079,450,59.08,0.004,649.165,131.12,0.22,0.27,0.17,-22.195,0.74,0.536,0.294,0.309,0.04,0.056,0.703,0.555,1.4,0.714,0.556,0.01,85813.9,9484.05,3809.7,12.56,0.06,1.1,0.02,2.45,933782206,933783592,1.361,46.6,0.2,0.3,N
379,100.1,0.516,0.24,1.061,56.58,3.641,1.65,28.0,0.49,14.7,14.5,0.076,420,51.78,0.004,647.03,119.58,0.42,0.26,0.23,-38.73,0.809,0.693,0.33,0.22,0.074,0.053,0.813,0.737,1.285,0.795,0.699,0.0,88794.1,6177.15,20681.4,519.25,0.05,2.1,0.02,5.77,2552815668,2563246816,1.267,42.7,0.3,0.8,L
380,100.9,0.51,0.13,1.078,57.81,3.1,1.4,24.7,0.56,13.4,13.3,0.063,435,50.14,0.005,665.3,195.8,0.21,0.16,0.13,-30.005,0.73,0.685,0.268,0.188,0.087,0.047,0.693,0.659,1.48,0.653,0.653,0.235,94581.0,10254.73,19862.3,1368.71,0.05,0.8,0.0,2.55,2815224849,4456297760,1.21,47.2,0.3,0.3,O
381,85.71,0.506,0.12,1.978,48.73,4.549,1.25,22.5,0.699,13.3,13.7,0.064,430,29.13,0.005,799.2,224.575,0.32,0.21,0.18,-2.125,0.675,0.608,0.322,0.283,0.057,0.076,0.719,0.662,1.435,0.713,0.692,0.315,96252.3,8853.63,21095.6,1503.05,0.04,0.8,0.01,2.62,2586480302,4227553237,1.583,39.9,0.0,0.0,O
382,102.2,0.906,0.21,3.752,63.43,3.708,1.19,27.2,2.769,14.1,14.2,0.069,430,67.75,0.006,756.175,155.985,0.22,0.2,0.14,-12.79,0.722,0.757,0.15,0.305,0.029,0.081,0.713,0.675,1.495,0.716,0.708,0.175,73115.0,9199.18,1940.0,376.96,0.05,0.5,0.0,0.97,1177822800,1177829511,2.153,37.2,0.5,3.8,M
383,101.25,0.796,0.22,3.309,62.22,3.125,0.73,27.7,2.563,14.2,14.0,0.068,430,64.72,0.006,856.475,179.88,0.24,0.18,0.13,-21.195,0.697,0.605,0.157,0.313,0.024,0.073,0.715,0.669,1.555,0.716,0.682,0.18,89899.4,10104.11,2666.1,286.57,0.06,0.7,0.02,1.63,1107281132,1107287861,1.956,42.7,0.4,8.9,M
384,101.6,0.887,0.21,3.434,62.61,3.297,1.83,25.2,2.563,14.0,14.0,0.067,430,67.06,0.007,836.885,188.855,0.22,0.19,0.13,-26.94,0.77,0.776,0.145,0.303,0.03,0.092,0.742,0.702,1.545,0.724,0.739,0.195,82673.5,9126.08,5754.3,290.02,0.05,0.8,0.03,2.03,1383743467,1383750213,2.095,49.1,0.1,0.2,M
385,102.4,0.527,0.25,1.549,61.47,3.053,-0.73,25.8,0.636,14.3,14.0,0.079,440,59.27,0.004,638.975,159.11,0.22,0.26,0.17,-0.065,0.723,0.531,0.272,0.326,0.044,0.065,0.708,0.534,1.33,0.712,0.563,0.01,72007.0,12893.66,4504.0,13.78,0.06,1.1,0.01,2.27,955335591,955336957,1.315,38.5,0.1,0.2,N
386,84.97,0.519,0.12,2.066,48.55,4.998,1.19,24.3,0.542,13.9,13.6,0.063,425,29.0,0.004,795.585,208.8,0.27,0.18,0.15,-54.875,0.713,0.654,0.244,0.313,0.079,0.063,0.718,0.567,85.395,0.651,0.637,0.29,67223.7,10765.96,13944.1,1806.33,0.05,0.7,0.01,1.74,2687840210,4328913224,1.634,49.8,0.0,0.0,O
387,84.92,0.524,0.12,1.873,48.33,4.858,1.89,24.4,0.568,14.2,13.6,0.064,425,28.9,0.005,608.915,194.64,0.28,0.18,0.15,-41.07,0.525,0.64,0.236,0.325,0.087,0.05,0.609,0.634,1.5,0.58,0.637,0.29,88402.8,10214.43,19369.2,1387.1,0.05,0.7,0.0,2.38,2690107658,4331180651,1.547,39.6,0.0,0.0,O
388,86.13,0.499,0.12,1.821,48.95,4.514,1.42,23.2,0.633,13.2,13.4,0.063,430,29.17,0.005,963.965,205.265,0.3,0.17,0.16,-16.91,0.744,0.776,0.269,0.285,0.044,0.065,0.689,0.623,1.91,0.709,0.675,0.275,65136.5,8131.51,13161.0,1535.5,0.04,0.6,0.01,1.52,2550729551,4191802588,1.535,46.8,0.0,0.0,O
389,85.12,0.508,0.12,2.284,48.45,5.005,1.16,25.8,0.564,13.4,13.5,0.063,425,29.01,0.005,771.545,178.78,0.27,0.19,0.15,-59.81,0.629,0.664,0.236,0.302,0.086,0.054,0.626,0.593,1.67,0.617,0.64,0.27,89024.2,7591.42,15820.7,1555.83,0.04,0.7,0.0,1.96,2681898016,4322970982,1.756,35.8,0.0,0.0,O
390,101.6,0.946,0.21,3.602,63.19,3.519,1.94,27.7,2.686,14.4,14.0,0.068,430,67.25,0.006,911.7,201.665,0.23,0.21,0.14,-20.21,0.734,0.809,0.165,0.273,0.03,0.095,0.695,0.802,1.91,0.724,0.772,0.215,81190.4,9487.25,6322.0,292.16,0.07,0.9,0.04,2.4,1410874836,1410881622,2.208,36.3,0.1,0.2,M
391,101.55,0.523,0.23,1.694,55.14,3.681,0.47,28.3,0.457,14.6,14.5,0.074,420,62.25,0.005,663.245,137.62,0.33,0.25,0.2,-41.745,0.837,0.836,0.319,0.272,0.077,0.056,0.877,0.683,1.3,0.821,0.708,0.0,85431.6,7862.38,10880.8,628.4,0.06,1.9,0.02,3.81,2340420345,2350851511,1.365,49.0,0.6,1.3,L
392,100.75,0.57,0.23,1.488,55.82,3.845,1.54,26.4,0.515,14.8,14.4,0.074,425,56.45,0.005,671.765,136.3,0.36,0.27,0.21,-34.295,0.867,0.677,0.327,0.252,0.059,0.05,0.826,0.699,1.525,0.821,0.702,0.005,51235.5,8157.02,16555.7,1109.37,0.05,1.8,0.03,2.66,2619129879,2629561041,1.327,48.4,0.3,0.9,L
393,101.75,0.885,0.21,3.657,63.95,3.48,0.67,25.3,2.663,14.1,14.0,0.067,430,67.94,0.005,975.9,208.58,0.26,0.21,0.15,-27.12,0.746,0.71,0.178,0.255,0.033,0.08,0.708,0.762,1.92,0.72,0.72,0.17,95905.2,8288.6,4075.0,282.75,0.06,0.9,0.04,2.51,1236458114,1236464942,2.269,45.8,0.6,6.2,M
394,99.31,0.498,0.24,0.964,56.39,3.434,1.48,26.7,0.5,14.6,14.7,0.077,420,50.08,0.004,595.305,131.995,0.47,0.28,0.25,-45.03,0.824,0.666,0.331,0.217,0.089,0.048,0.698,0.698,1.33,0.762,0.689,0.0,75109.1,9758.56,30814.6,720.67,0.04,2.1,0.02,3.81,2597377439,2607808568,1.29,35.6,0.3,0.8,L
395,100.75,0.559,0.23,1.458,55.5,3.871,1.66,28.3,0.486,14.6,14.6,0.074,425,55.82,0.004,677.7,129.125,0.36,0.27,0.22,-43.3,0.637,0.702,0.329,0.24,0.071,0.056,0.745,0.665,1.25,0.809,0.706,0.01,76878.0,10280.0,21390.5,617.55,0.04,2.0,0.01,3.92,2620209423,2630640569,1.333,45.5,0.3,0.8,L
396,100.85,0.52,0.13,1.055,57.81,3.064,1.22,23.5,0.556,13.6,14.1,0.063,435,49.95,0.007,783.37,189.685,0.2,0.16,0.12,-46.24,0.588,0.727,0.266,0.24,0.074,0.052,0.646,0.642,1.605,0.671,0.655,0.275,97464.3,8971.88,22651.7,1384.48,0.05,0.8,0.01,2.75,2821958428,4463031414,1.208,45.9,0.2,0.3,O
397,102.45,0.446,0.25,1.551,61.35,3.111,-0.76,27.1,0.543,14.4,14.4,0.079,440,58.63,0.004,668.315,1854.55,0.22,0.26,0.17,-9.21,0.691,0.585,0.279,0.316,0.042,0.06,0.729,0.654,1.28,0.715,0.556,0.015,85222.0,9356.66,5156.9,5.89,0.04,1.1,0.01,2.23,940750445,940751787,1.284,39.0,0.2,0.2,N
398,100.85,0.531,0.13,1.276,57.84,3.122,1.45,23.9,0.566,13.5,13.5,0.063,435,50.25,0.006,675.25,183.935,0.2,0.16,0.13,-49.605,0.688,0.645,0.276,0.237,0.071,0.051,0.629,0.649,1.47,0.686,0.652,0.295,96695.6,8726.32,22902.8,1461.03,0.05,0.8,0.01,2.44,2822201111,4463274109,1.219,41.5,0.2,0.2,O
399,101.45,0.345,0.4,1.07,71.91,3.676,-0.53,24.2,0.338,14.1,14.3,0.079,435,59.2,0.007,319.55,75.115,0.19,0.27,0.16,-1.84,0.589,0.603,0.148,0.082,0.022,0.015,0.581,0.641,0.68,0.583,0.603,0.065,58584.1,3758.76,19525.6,76.18,0.17,1.8,0.41,5.13,1939507260,2764933908,1.179,35.8,0.1,0.2,J
400,101.25,0.791,0.22,3.265,62.5,3.182,1.83,28.1,2.464,14.1,14.1,0.068,430,65.02,0.006,779.42,175.09,0.26,0.19,0.15,-31.895,0.684,0.661,0.146,0.31,0.027,0.074,0.7,0.691,1.49,0.718,0.685,0.195,76382.6,10970.82,2346.9,110.75,0.07,0.8,0.04,1.88,1132511104,1132517844,1.993,47.1,0.6,5.4,M
401,100.9,0.548,0.23,1.377,55.08,3.973,1.74,28.8,0.47,14.7,14.6,0.075,420,58.86,0.005,837.035,151.24,0.35,0.23,0.2,-40.365,0.832,0.748,0.324,0.24,0.083,0.053,0.744,0.673,1.69,0.782,0.698,0.005,82702.7,7277.08,17754.4,655.27,0.04,2.1,0.01,4.43,2365259811,2375690956,1.285,46.6,0.6,1.4,L
402,101.5,0.858,0.22,3.719,63.55,3.641,0.82,28.0,2.595,14.3,14.1,0.069,430,65.56,0.005,776.24,164.23,0.24,0.17,0.14,-42.705,0.716,0.685,0.142,0.325,0.024,0.085,0.691,0.667,1.52,0.712,0.694,0.215,65599.1,10200.51,1568.7,182.27,0.07,0.6,0.02,1.14,1109609101,1109615815,2.168,47.0,0.4,8.9,M
403,86.13,0.509,0.12,1.943,48.86,4.589,0.7,23.8,0.64,13.2,14.0,0.064,430,29.16,0.005,811.14,198.845,0.29,0.18,0.16,-6.57,0.747,0.673,0.201,0.3,0.042,0.056,0.724,0.665,1.705,0.715,0.663,0.31,82476.1,8497.75,13932.1,1522.9,0.04,0.6,0.0,1.65,2550977666,4192050660,1.618,43.5,0.0,0.0,O
404,101.5,0.829,0.22,3.597,63.26,3.479,1.02,25.7,2.58,14.0,14.2,0.069,430,65.4,0.005,844.295,181.08,0.24,0.17,0.14,-37.635,0.698,0.665,0.17,0.32,0.025,0.087,0.718,0.7,1.49,0.71,0.708,0.22,82316.4,10124.74,2137.3,320.27,0.06,0.6,0.01,1.34,1109870736,1109877511,2.122,48.4,0.4,9.0,M
405,86.16,0.499,0.12,1.79,48.77,4.622,1.02,23.3,0.625,13.6,13.6,0.063,430,29.12,0.005,862.525,204.28,0.3,0.17,0.16,-49.655,0.68,0.631,0.276,0.297,0.045,0.056,0.679,0.599,1.82,0.71,0.661,0.3,89332.6,8237.9,14359.8,1388.96,0.05,0.6,0.0,1.87,2551225579,4192298557,1.518,45.4,0.0,0.0,O
406,101.3,0.818,0.22,3.42,62.53,3.243,0.58,26.8,2.556,13.9,14.2,0.069,430,64.86,0.004,747.935,172.945,0.25,0.17,0.14,-41.42,0.708,0.63,0.124,0.324,0.024,0.078,0.727,0.766,1.52,0.709,0.686,0.245,85624.0,8387.3,2373.1,307.85,0.06,0.7,0.01,1.54,1110117208,1110123915,2.022,35.6,0.6,9.0,M
407,86.13,0.501,0.12,1.904,48.77,4.651,1.69,22.4,0.626,13.9,13.3,0.063,430,29.13,0.005,881.48,193.39,0.29,0.17,0.16,12.945,0.709,0.712,0.277,0.292,0.043,0.056,0.597,0.685,1.77,0.711,0.669,0.305,88845.1,9549.47,15499.7,1396.15,0.06,0.7,0.0,1.95,2551442681,4192515658,1.567,43.1,0.0,0.0,O
408,101.55,0.501,0.23,1.711,55.64,3.771,0.36,28.6,0.464,14.8,14.7,0.075,420,62.66,0.004,667.975,155.69,0.33,0.24,0.2,-29.455,0.809,0.705,0.278,0.186,0.056,0.054,0.847,0.735,1.425,0.839,0.716,0.005,43048.4,10773.97,5510.3,1665.04,0.04,1.6,0.02,1.86,2338837984,2349269201,1.363,49.7,0.7,1.4,L
409,100.9,0.508,0.13,1.109,57.97,2.95,1.31,24.0,0.538,13.9,13.5,0.062,435,50.16,0.005,698.34,193.4,0.21,0.16,0.13,-25.18,0.706,0.777,0.266,0.233,0.052,0.047,0.659,0.633,1.4,0.691,0.645,0.3,60115.6,6971.3,10890.7,1793.98,0.04,0.6,0.01,1.62,2812026864,4453099842,1.209,45.1,0.3,0.3,O
410,101.75,0.864,0.21,3.721,63.69,3.614,0.9,28.1,2.538,14.2,14.2,0.069,430,66.33,0.005,748.805,183.735,0.24,0.17,0.13,-27.645,0.722,0.669,0.131,0.321,0.025,0.078,0.718,0.677,1.31,0.715,0.692,0.195,93810.0,9141.31,2711.7,357.1,0.06,0.7,0.02,1.92,1110378248,1110384962,2.235,47.7,0.6,8.9,M
411,102.65,0.418,0.26,1.503,61.88,3.384,-0.35,26.0,0.522,14.3,14.2,0.079,450,59.95,0.004,777.145,161.51,0.23,0.28,0.18,-8.825,0.692,0.55,0.283,0.321,0.036,0.109,0.719,0.562,1.485,0.714,0.599,0.015,46084.4,13941.18,1037.8,12.05,0.06,0.7,0.0,1.35,930801411,930802759,1.242,45.9,0.2,0.3,N
412,86.12,0.509,0.12,2.115,48.77,4.764,-0.23,22.8,0.648,13.5,13.5,0.063,430,29.17,0.007,798.995,219.205,0.29,0.17,0.16,-0.325,0.755,0.661,0.26,0.301,0.05,0.056,0.693,0.703,1.48,0.716,0.671,0.31,91136.2,7526.73,15477.6,1555.6,0.04,0.7,0.01,2.23,2551707776,4192780765,1.696,43.9,0.0,0.0,O
413,100.9,0.549,0.13,1.331,57.97,3.09,1.45,23.6,0.541,13.3,13.1,0.063,435,50.31,0.005,701.47,191.33,0.21,0.16,0.13,-52.645,0.597,0.677,0.268,0.232,0.058,0.053,0.746,0.666,1.355,0.686,0.655,0.285,86148.7,9437.84,12081.7,1400.68,0.06,0.7,0.0,1.9,2812508895,4453581910,1.227,37.7,0.2,0.2,O
414,102.6,0.51,0.26,1.527,61.75,3.373,-0.87,26.6,0.596,14.3,14.0,0.08,450,59.26,0.004,711.16,151.55,0.22,0.27,0.17,-15.53,0.744,0.531,0.216,0.321,0.043,0.067,0.706,0.659,1.4,0.712,0.566,0.015,76572.8,9868.03,1368.9,16.56,0.05,0.9,0.01,1.87,931284265,931285698,1.279,45.7,0.1,0.2,N
415,101.55,0.504,0.23,1.704,55.34,3.719,0.42,26.9,0.452,14.5,14.7,0.074,420,62.44,0.004,874.78,153.1,0.33,0.24,0.19,-24.855,0.846,0.702,0.324,0.188,0.069,0.052,0.837,0.758,1.745,0.831,0.71,0.005,65924.2,9657.97,5895.2,1262.8,0.03,1.6,0.01,2.44,2339100106,2349531256,1.371,45.9,0.6,1.6,L
416,101.4,0.803,0.22,3.356,62.56,3.215,0.93,27.8,2.492,14.4,14.2,0.069,430,65.22,0.006,892.12,181.335,0.24,0.17,0.13,-35.915,0.708,0.649,0.148,0.318,0.028,0.072,0.706,0.677,1.685,0.716,0.682,0.185,94664.1,8380.11,2930.0,359.46,0.05,0.8,0.02,2.0,1110639989,1110646768,2.027,36.1,0.6,8.9,M
417,86.17,0.581,0.12,2.355,24.48,2.388,1.74,23.8,0.705,13.0,13.5,0.063,430,29.22,0.005,819.97,215.545,0.28,0.18,0.15,-22.875,0.724,0.668,0.277,0.28,0.05,0.053,0.69,0.655,1.55,0.712,0.667,0.31,91447.4,8896.29,16839.0,1317.71,0.06,0.7,0.0,2.34,2551927296,4193000264,1.824,35.5,0.0,0.0,O
418,101.6,0.534,0.23,1.791,55.21,3.604,0.16,29.4,0.452,14.3,14.5,0.075,420,62.52,0.004,873.22,153.71,0.33,0.25,0.2,-31.385,0.734,0.719,0.322,0.299,0.071,0.06,0.796,0.726,1.68,0.841,0.716,0.0,70965.0,9768.07,6516.2,1002.59,0.05,1.7,0.0,2.76,2339365587,2349796745,1.401,35.8,0.6,1.2,L
419,86.13,0.507,0.12,1.895,48.74,4.744,1.63,25.0,0.656,13.4,13.6,0.063,430,29.13,0.005,1079.19,211.545,0.31,0.17,0.17,-20.02,0.744,0.636,0.292,0.283,0.05,0.06,0.709,0.591,1.99,0.716,0.673,0.315,91790.0,8746.84,17397.8,1364.43,0.05,0.7,0.0,2.33,2552147254,4193220242,1.573,49.5,0.0,0.0,O
420,101.4,0.782,0.22,3.326,62.36,3.164,0.56,25.2,2.482,14.2,14.2,0.068,430,65.22,0.007,752.77,180.86,0.24,0.17,0.14,-43.625,0.7,0.764,0.162,0.325,0.029,0.074,0.695,0.678,1.44,0.716,0.686,0.21,92556.0,9029.36,2667.0,280.09,0.06,0.8,0.02,2.23,1110956708,1110963488,2.011,37.7,0.7,8.8,M
421,101.6,0.524,0.23,1.858,55.18,3.621,0.5,26.8,0.456,14.8,14.5,0.075,420,62.7,0.004,829.255,145.38,0.33,0.25,0.2,-49.995,0.756,0.727,0.315,0.271,0.062,0.055,0.831,0.692,1.645,0.831,0.718,0.0,79387.8,8989.78,7540.5,813.79,0.03,1.8,0.02,3.4,2339627602,2350058790,1.412,37.3,0.6,1.2,L
422,86.13,0.504,0.12,1.901,48.73,4.726,1.71,24.1,0.64,13.7,13.6,0.063,430,29.15,0.007,842.755,231.37,0.29,0.17,0.16,-23.025,0.688,0.663,0.274,0.299,0.059,0.062,0.739,0.675,1.625,0.71,0.677,0.275,93234.9,9245.85,17747.4,1290.22,0.05,0.7,0.0,2.26,2552367068,4193440042,1.575,37.8,0.0,0.0,O
423,101.9,0.846,0.21,3.67,63.66,3.614,0.9,26.0,2.463,13.9,14.1,0.069,430,66.61,0.006,840.59,196.695,0.24,0.17,0.14,-41.355,0.741,0.666,0.168,0.311,0.029,0.073,0.712,0.575,1.825,0.716,0.692,0.2,93939.7,9167.32,2956.9,316.43,0.05,0.8,0.02,2.29,1111221583,1111228328,2.226,43.8,0.6,8.8,M
424,101.55,0.537,0.23,1.759,55.17,3.67,0.39,29.1,0.457,14.8,14.8,0.074,420,62.59,0.005,827.205,157.4,0.33,0.25,0.2,-41.815,0.829,0.667,0.32,0.205,0.07,0.053,0.893,0.681,1.765,0.821,0.708,0.0,79592.4,8390.62,8636.7,711.57,0.04,1.8,0.03,4.33,2339893129,2350324303,1.396,41.6,0.6,1.4,L
425,0.0,0.0,0.0,0.0,0.0,0.0,-1.77,24.6,0.0,14.3,14.1,0.072,445,0.0,0.006,590.65,97.2,0.25,0.17,0.14,-88.545,0.599,0.553,0.31,0.314,0.082,0.106,0.719,0.708,1.255,0.696,0.651,0.23,96502.8,7826.22,105.7,0.84,0.11,3.6,0.03,1.39,1450006969,1449956064,0.0,47.4,0.0,0.0,K
426,99.8,0.64,0.24,1.238,56.28,3.498,0.47,26.9,0.584,14.8,14.6,0.076,425,50.7,0.004,636.52,126.69,0.35,0.25,0.2,-22.11,0.736,0.677,0.314,0.212,0.068,0.05,0.816,0.685,1.195,0.792,0.698,0.005,85904.5,8295.76,20826.5,592.05,0.04,2.2,0.02,5.24,2674058484,2684489627,1.299,36.6,0.3,0.9,L
427,99.82,0.602,0.14,1.297,57.8,2.832,-0.03,24.6,0.575,13.6,13.8,0.062,440,49.09,0.005,805.215,185.765,0.24,0.17,0.14,-43.79,0.712,0.657,0.256,0.292,0.067,0.056,0.637,0.658,1.54,0.683,0.651,0.255,89514.4,10607.3,22297.5,1363.14,0.04,0.8,0.01,2.36,2899156741,4540229683,1.22,36.3,0.3,0.3,O
428,102.25,0.519,0.25,1.924,61.45,3.536,-0.76,26.7,0.552,14.4,14.4,0.08,445,55.09,0.004,727.64,157.03,0.25,0.24,0.17,-14.23,0.724,0.687,0.146,0.321,0.029,0.143,0.687,0.541,1.52,0.72,0.669,0.015,79531.2,10829.66,4429.4,13.27,0.05,1.1,0.01,2.86,1015559909,1015561227,1.509,40.0,0.2,0.2,N
429,102.25,0.429,0.26,1.137,66.81,4.611,-0.9,26.3,0.507,14.4,14.3,0.08,450,51.81,0.005,733.345,161.09,0.2,0.32,0.19,-13.06,0.732,0.575,0.262,0.325,0.042,0.094,0.714,0.534,1.485,0.713,0.578,0.02,85103.4,8828.71,4362.2,12.64,0.05,1.1,0.02,2.59,838141965,838143307,1.168,46.0,0.3,2.4,N
430,85.69,0.471,0.12,1.754,48.5,5.055,1.45,25.8,0.564,13.5,13.4,0.063,425,28.98,0.005,826.5,194.4,0.27,0.19,0.16,-63.07,0.667,0.671,0.256,0.302,0.081,0.056,0.714,0.647,1.58,0.644,0.641,0.225,73081.7,9795.49,15122.7,1649.51,0.04,0.7,0.02,1.95,2659792460,4300865455,1.48,43.4,0.0,0.0,O
431,101.55,0.832,0.21,3.415,62.97,3.284,1.11,26.6,2.745,14.1,14.2,0.068,430,66.95,0.005,798.545,164.46,0.24,0.21,0.15,-28.115,0.713,0.713,0.14,0.264,0.029,0.074,0.71,0.664,1.505,0.722,0.712,0.215,78509.7,9568.23,2406.2,166.98,0.06,0.8,0.03,1.95,1212247858,1212254559,2.079,50.0,0.6,7.9,M
432,100.9,0.528,0.24,1.294,56.18,3.862,0.62,28.0,0.506,14.7,14.7,0.075,420,57.06,0.005,643.67,127.375,0.4,0.25,0.22,-6.36,0.717,0.709,0.324,0.229,0.082,0.057,0.794,0.691,1.35,0.806,0.708,0.01,65492.9,8407.55,13068.0,1152.91,0.04,1.9,0.03,2.78,2421463174,2431894336,1.26,43.0,0.6,1.3,L
433,100.9,0.528,0.24,1.35,55.84,3.979,0.44,27.1,0.503,14.7,14.5,0.074,420,56.78,0.005,728.1,147.195,0.4,0.25,0.22,-49.435,0.821,0.749,0.328,0.241,0.074,0.056,0.857,0.651,1.345,0.814,0.706,0.0,88346.9,7969.88,18243.8,732.56,0.04,2.0,0.01,4.71,2423306986,2433738091,1.267,41.8,0.5,1.3,L
434,85.58,0.476,0.12,1.936,48.36,5.173,-0.12,23.9,0.591,14.0,13.6,0.063,425,28.98,0.004,879.865,184.505,0.28,0.18,0.16,-61.42,0.525,0.657,0.247,0.242,0.087,0.051,0.528,0.581,1.76,0.589,0.635,0.28,94503.9,8002.63,18202.4,1521.74,0.05,0.8,0.01,2.32,2661873839,4302946799,1.57,42.1,0.0,0.0,O
435,101.85,0.843,0.21,3.471,63.14,3.373,0.93,28.1,2.638,14.1,14.1,0.068,430,67.59,0.006,844.43,187.98,0.24,0.21,0.14,-25.4,0.76,0.641,0.143,0.305,0.028,0.073,0.702,0.772,1.685,0.72,0.702,0.245,95483.8,9063.46,3834.0,289.73,0.05,0.9,0.03,1.73,1214340244,1214346972,2.192,44.6,0.5,7.7,M
436,101.0,0.878,0.21,3.152,62.25,3.184,1.68,25.3,2.625,14.1,14.3,0.067,430,65.86,0.006,839.795,188.935,0.24,0.22,0.15,-16.63,0.716,0.667,0.16,0.298,0.033,0.095,0.738,0.685,1.595,0.725,0.77,0.195,77872.0,9516.7,6059.1,363.78,0.05,0.9,0.03,2.21,1438794750,1438801510,1.967,37.9,0.1,0.2,M
437,100.35,0.576,0.14,1.2,57.94,2.865,1.25,23.0,0.522,14.2,13.6,0.063,440,49.56,0.005,775.495,193.665,0.21,0.16,0.13,-34.0,0.67,0.655,0.263,0.308,0.068,0.051,0.69,0.662,1.575,0.675,0.643,0.295,95763.6,9821.77,23301.8,1443.68,0.05,0.8,0.01,2.84,2871024667,4512097691,1.215,36.8,0.3,0.3,O
438,101.35,0.939,0.21,3.479,63.22,3.452,1.94,25.5,2.638,14.1,14.0,0.068,430,66.79,0.006,803.845,198.825,0.24,0.21,0.15,-16.345,0.695,0.877,0.143,0.282,0.034,0.094,0.71,0.877,1.545,0.727,0.782,0.205,80351.1,8921.0,5635.1,279.35,0.06,0.9,0.03,2.2,1438154052,1438160824,2.123,43.7,0.1,0.2,M
439,99.61,0.568,0.24,1.051,56.45,3.422,0.27,27.0,0.525,14.4,14.6,0.077,425,50.45,0.004,745.305,142.72,0.36,0.24,0.21,-45.055,0.857,0.701,0.334,0.228,0.075,0.049,0.727,0.728,1.45,0.788,0.702,0.005,66778.3,9199.33,15592.5,1131.97,0.04,2.0,0.04,3.39,2681632086,2692063219,1.248,38.9,0.3,0.8,L
440,102.35,0.489,0.25,1.734,61.48,3.401,-0.73,26.6,0.565,14.4,14.2,0.08,445,56.03,0.005,687.625,149.35,0.25,0.25,0.18,-5.99,0.754,0.686,0.209,0.324,0.035,0.144,0.726,0.849,1.475,0.72,0.704,0.015,73451.4,10903.28,3574.8,7.96,0.05,0.9,0.01,1.84,1023097864,1023099230,1.382,36.8,0.2,0.3,N
441,99.63,0.581,0.24,1.084,56.38,3.447,0.39,27.3,0.513,14.6,14.5,0.075,425,50.43,0.004,718.78,141.315,0.36,0.24,0.21,-49.475,0.799,0.689,0.313,0.235,0.075,0.045,0.865,0.699,1.485,0.792,0.691,0.005,70964.5,8290.08,16530.3,938.52,0.04,2.0,0.02,4.13,2681873451,2692304576,1.257,38.9,0.3,0.8,L
442,101.5,0.332,0.4,0.85,71.81,3.681,-0.35,24.1,0.334,14.1,14.1,0.079,435,58.72,0.007,389.715,80.37,0.18,0.31,0.17,-1.855,0.579,0.599,0.157,0.074,0.024,0.014,0.641,0.609,0.78,0.587,0.607,0.07,59406.0,3909.75,19440.8,53.81,0.14,1.8,0.37,3.98,1929883012,2755309764,1.174,40.8,0.1,0.2,J
443,101.5,0.325,0.4,0.793,71.78,3.697,-0.56,24.1,0.333,14.1,14.3,0.079,435,58.88,0.007,358.35,73.07,0.18,0.3,0.16,-2.28,0.611,0.609,0.145,0.204,0.024,0.025,0.592,0.607,0.66,0.587,0.609,0.07,61827.1,3313.34,23909.0,65.78,0.27,1.8,0.29,4.37,1935704316,2761130994,1.166,45.0,0.1,0.2,J
444,102.25,0.489,0.26,1.759,61.3,3.41,-0.9,26.6,0.563,14.1,14.2,0.08,450,53.71,0.005,723.44,143.45,0.27,0.22,0.18,-6.235,0.704,0.541,0.205,0.318,0.038,0.133,0.752,0.536,1.35,0.72,0.64,0.02,82829.5,9768.08,5900.7,3.39,0.05,1.2,0.02,2.17,1001344600,1001345977,1.406,45.1,0.1,0.2,N
445,100.05,0.48,0.24,0.972,56.83,3.55,1.51,27.3,0.412,14.6,14.5,0.076,420,51.99,0.004,773.05,156.295,0.33,0.26,0.19,-46.35,0.766,0.706,0.323,0.23,0.091,0.054,0.807,0.699,1.565,0.784,0.699,0.0,77887.0,8601.2,21854.8,643.37,0.04,2.1,0.02,5.47,2233503564,2243934745,1.228,38.5,0.7,1.4,L
