,420X4,420X12,420X13,420X16,420X19,420X20,420X21,420X23,420X31,420X33,420X35,420X37,420X72,420X73,420X74,420X75,420X76,420X79,420X85,420X92,420X93,420X97,420X98,420X114,420X115,420X116,420X117,420X118,420X138,420X150,420X151,420X152,420X154,420X188,420X192,420X194,420X197,420X199,420X200,420X202,420X205,420X211,420X213,420X215,420X216,null_count,TOOL
141,21038.0,14.1,14.1,14.0,90.0,90.0,90.0,90.0,9202.0,21038.0,226.0,226.0,2.8,4.2,6.1,2.8,2.9,6.1,373.2,8.6,10.4,9.0,10.7,0.0,0.0,0.1,-0.1,0.0,16.0,-0.1,-0.1,-0.1,-0.1,110.2,37.5,44.8,14.77,14.78,13.37,14.79,1280.0,35.8,5.73,5.74,5.19,0,D
142,13041.0,13.8,14.0,14.0,90.0,90.0,90.1,90.0,4415.0,4415.0,226.0,226.0,2.5,4.2,6.7,2.4,2.4,5.8,370.2,8.7,10.0,9.0,10.5,0.1,0.1,0.2,0.1,0.1,15.9,0.1,0.0,0.1,0.1,113.6,40.5,49.0,14.74,14.78,13.68,14.74,1651.0,35.3,5.71,5.71,5.27,0,D
143,12940.0,14.0,14.1,14.1,90.0,89.9,90.0,90.0,4314.0,4314.0,226.0,226.0,3.0,4.6,7.0,3.0,3.1,6.7,370.1,8.9,10.1,9.2,10.7,0.1,0.1,0.2,0.1,0.1,15.9,0.1,0.0,0.1,0.1,117.8,40.7,48.0,14.74,14.74,13.64,14.74,1353.0,37.3,5.72,5.73,5.33,0,D
144,12886.0,13.9,13.9,13.9,90.1,89.9,90.1,90.1,755.0,755.0,226.0,226.0,3.2,4.6,6.4,3.2,3.1,6.5,373.1,8.3,10.0,8.9,10.3,0.0,0.0,0.0,-0.1,0.0,16.1,-0.1,-0.1,-0.1,-0.1,111.0,39.8,47.9,14.61,14.61,14.11,14.66,1460.0,36.0,5.73,5.74,5.41,0,D
145,18807.0,14.5,14.5,14.5,90.0,90.0,90.0,90.0,18807.0,18807.0,226.0,226.0,2.6,4.1,5.4,2.5,2.6,5.6,373.0,9.1,10.9,9.7,11.5,0.0,-0.1,0.0,-0.1,-0.1,15.9,0.0,0.0,0.0,0.0,107.8,40.0,47.9,14.56,14.61,14.2,14.62,1470.0,37.9,5.71,5.73,5.43,0,D
146,13577.0,14.0,14.0,14.0,90.0,90.0,90.1,90.0,4951.0,4951.0,226.0,226.0,2.5,4.0,7.0,2.0,2.7,6.4,370.2,8.7,10.1,9.0,10.6,0.1,0.1,0.2,0.1,0.1,15.9,0.1,0.0,0.1,0.1,113.6,40.5,48.2,14.74,14.74,14.09,14.74,1553.0,36.1,5.69,5.71,5.38,0,D
147,21196.0,14.3,14.1,14.0,90.0,90.0,90.0,90.0,9360.0,21196.0,226.0,226.0,3.0,4.3,5.8,3.0,3.0,5.7,373.2,8.6,10.1,9.0,10.6,0.0,0.0,0.1,-0.1,0.0,16.0,-0.1,-0.1,-0.1,-0.1,109.5,37.5,44.6,14.77,14.79,13.49,14.79,1289.0,36.3,5.71,5.73,5.27,0,D
148,19305.0,13.5,13.5,13.5,90.0,90.0,90.0,90.0,11177.0,11177.0,226.0,226.0,1.6,3.1,5.1,1.6,1.6,5.8,375.2,9.0,11.0,9.4,11.4,0.0,0.0,0.1,0.0,0.0,16.0,-0.1,-0.1,-0.1,-0.1,112.0,38.8,45.6,14.46,14.46,14.01,14.58,1211.0,38.1,5.74,5.74,5.52,0,D
149,19087.0,14.4,14.6,14.6,89.9,89.9,90.0,89.9,19087.0,19087.0,226.0,226.0,2.6,4.1,5.5,2.6,2.7,5.6,373.1,9.1,10.9,9.6,11.5,-0.1,-0.1,0.0,-0.1,-0.1,15.9,0.0,0.0,0.0,0.0,112.2,40.5,48.2,14.61,14.61,13.36,14.62,1324.0,37.9,5.72,5.72,5.26,0,D
150,18780.0,13.5,13.5,13.4,90.0,90.0,90.1,90.0,10652.0,10652.0,226.0,226.0,2.1,3.3,5.3,1.9,2.1,6.1,375.3,9.4,11.3,9.7,11.8,0.0,0.0,0.1,0.0,0.0,15.9,-0.1,-0.1,-0.1,-0.1,110.7,38.7,46.2,14.46,14.46,13.4,14.58,1363.0,37.8,5.78,5.78,5.44,0,D
151,21381.0,14.1,14.1,14.1,89.9,90.0,90.1,89.9,9545.0,21381.0,226.0,226.0,3.2,4.5,6.2,3.1,3.3,6.2,373.2,8.9,10.6,9.2,10.9,0.0,0.0,0.1,-0.1,0.0,16.0,-0.1,-0.1,-0.1,-0.1,109.5,37.5,44.6,14.77,14.78,13.43,14.79,1280.0,36.3,5.65,5.67,5.19,0,D
152,13366.0,14.1,14.0,14.0,90.0,90.0,90.2,90.0,4740.0,4740.0,226.0,226.0,3.0,4.5,6.8,3.0,3.2,5.6,370.2,9.2,10.6,9.4,10.8,0.1,0.1,0.2,0.0,0.1,15.9,0.1,0.1,0.1,0.0,113.2,40.4,49.5,14.74,14.78,13.67,14.74,1651.0,34.8,5.72,5.73,5.27,0,D
153,18989.0,14.5,14.6,14.4,90.0,89.9,90.0,90.0,18989.0,18989.0,227.0,226.0,2.3,4.1,6.2,2.3,2.4,6.3,373.1,9.0,10.8,9.4,11.2,-0.1,-0.1,0.0,-0.1,-0.1,15.9,0.0,0.0,0.0,0.0,112.2,40.2,47.5,14.61,14.61,13.51,14.62,1314.0,38.4,5.72,5.72,5.3,0,D
154,21342.0,14.2,14.2,14.1,90.0,89.9,90.0,90.0,9506.0,21342.0,226.0,226.0,2.2,3.6,6.2,2.1,2.4,6.2,373.1,8.3,9.7,8.6,10.4,0.0,0.0,0.1,-0.1,0.0,16.0,-0.1,-0.1,-0.1,-0.1,114.0,37.5,44.6,14.78,14.78,13.52,14.79,1328.0,36.8,5.7,5.7,5.21,0,D
155,13297.0,14.0,14.1,14.1,90.0,89.9,90.0,90.0,4671.0,4671.0,226.0,226.0,2.0,4.0,7.4,1.8,1.8,7.0,370.2,8.3,9.8,8.7,10.0,0.1,0.1,0.2,0.0,0.1,15.9,0.1,0.1,0.1,0.1,117.8,40.6,47.5,14.74,14.74,13.72,14.74,1309.0,38.1,5.69,5.7,5.34,0,D
156,19627.0,14.6,14.6,14.6,89.9,90.0,90.2,89.9,19627.0,19627.0,227.0,226.0,2.9,4.2,5.5,2.8,2.9,5.7,373.1,9.1,10.9,9.7,11.7,-0.1,-0.1,0.0,-0.1,-0.1,16.0,0.0,0.0,0.0,0.0,112.2,40.3,47.4,14.61,14.61,13.68,14.62,1226.0,40.0,5.73,5.74,5.37,0,C
157,19309.0,13.5,13.6,13.6,90.0,90.0,90.1,90.0,11181.0,11181.0,226.0,226.0,2.4,3.9,5.3,2.3,2.2,6.1,375.3,9.2,11.4,9.6,11.5,0.0,0.0,0.1,-0.1,0.0,15.9,-0.1,-0.1,-0.1,-0.1,115.2,39.3,46.2,14.46,14.46,13.99,14.58,1211.0,37.7,5.75,5.75,5.52,0,C
158,19061.0,14.5,14.6,14.7,90.0,90.0,90.0,90.0,19061.0,19061.0,226.0,226.0,3.3,4.6,6.0,3.0,3.3,6.2,373.1,9.1,11.0,9.7,11.5,-0.1,-0.1,0.0,-0.1,-0.1,15.9,0.0,0.0,0.0,0.0,112.2,40.5,48.0,14.55,14.61,13.36,14.62,1333.0,38.2,5.71,5.72,5.26,0,D
159,13174.0,14.0,13.9,14.0,90.0,89.9,90.1,90.0,1043.0,1043.0,226.0,226.0,3.1,4.3,6.1,2.7,3.2,6.1,373.1,8.3,9.6,8.9,10.2,0.0,0.0,0.0,-0.1,0.0,16.1,-0.1,-0.1,-0.1,-0.1,111.4,40.0,47.8,14.61,14.61,14.11,14.66,1460.0,36.3,5.72,5.74,5.4,0,C
160,14040.0,13.8,14.0,14.0,90.0,90.0,90.1,90.0,5414.0,5414.0,226.0,226.0,2.8,4.3,6.9,2.7,2.7,6.8,370.2,8.9,10.4,9.2,10.6,0.1,0.1,0.2,0.0,0.1,15.9,0.1,0.0,0.1,0.1,114.5,40.7,48.5,14.74,14.78,13.98,14.74,1592.0,35.9,5.71,5.73,5.37,0,C
161,18754.0,13.4,13.5,13.5,90.0,90.0,90.1,90.0,10626.0,10626.0,226.0,226.0,2.6,3.5,5.0,2.2,2.5,5.8,375.3,9.4,11.3,9.8,11.7,0.0,0.0,0.1,-0.1,0.1,16.0,-0.1,-0.1,-0.1,-0.1,110.7,38.7,46.3,14.46,14.51,13.51,14.58,1309.0,37.7,5.78,5.78,5.46,0,D
162,14043.0,14.0,14.0,14.0,90.1,90.0,90.1,90.1,5417.0,5417.0,226.0,226.0,3.0,4.4,6.9,2.8,3.0,6.8,370.1,8.9,10.3,9.2,10.7,0.1,0.1,0.2,0.1,0.1,15.9,0.1,0.0,0.1,0.1,113.2,40.6,48.5,14.74,14.78,13.95,14.74,1568.0,35.8,5.71,5.71,5.34,0,C
163,19783.0,14.7,14.6,14.5,90.0,90.0,90.2,90.0,19783.0,19783.0,227.0,226.0,2.7,4.2,5.6,2.7,2.6,5.8,373.1,9.0,10.9,9.6,11.6,-0.1,-0.1,0.0,-0.1,-0.1,15.9,-0.1,0.0,0.0,0.0,112.2,40.2,47.3,14.61,14.61,13.7,14.62,1236.0,40.1,5.71,5.72,5.33,0,D
164,19633.0,14.5,14.5,14.6,90.0,90.0,90.0,90.0,19633.0,19633.0,227.0,226.0,2.5,3.9,5.5,2.5,2.4,5.7,373.1,9.0,10.7,9.6,11.4,-0.1,-0.1,0.0,-0.1,-0.1,15.9,0.0,0.0,0.0,0.0,108.5,39.8,48.0,14.61,14.61,13.87,14.62,1558.0,38.2,5.73,5.73,5.36,0,C
165,19465.0,13.7,13.6,13.5,90.0,89.9,90.1,90.0,11337.0,11337.0,226.0,226.0,2.5,3.8,5.4,2.2,2.4,6.2,375.3,9.2,11.2,9.6,11.5,0.0,0.0,0.1,0.0,0.0,15.9,-0.1,-0.1,-0.1,-0.1,115.2,39.3,47.0,14.46,14.51,13.26,14.58,1324.0,38.0,5.74,5.75,5.35,0,D
166,19143.0,14.6,14.5,14.5,90.0,89.9,90.0,90.0,19143.0,19143.0,227.0,226.0,3.1,4.6,6.0,3.1,3.2,6.1,373.1,9.2,11.2,9.7,11.3,-0.1,-0.1,0.0,-0.1,-0.1,15.9,0.0,0.0,0.0,0.0,112.2,40.7,48.1,14.6,14.61,13.56,14.62,1319.0,38.4,5.7,5.72,5.31,0,D
167,21468.0,14.0,14.0,14.0,90.0,90.0,90.1,90.0,9632.0,21468.0,226.0,225.0,3.8,4.8,6.5,3.3,3.8,6.6,373.2,8.8,10.3,9.2,10.6,0.0,0.0,0.0,-0.1,0.0,16.0,-0.1,-0.1,-0.1,-0.1,114.0,38.0,44.0,14.77,14.78,13.42,14.79,1031.0,38.9,5.63,5.65,5.19,0,D
168,14180.0,14.0,14.0,13.9,90.0,90.0,90.1,90.0,5554.0,5554.0,226.0,226.0,2.8,4.3,7.3,2.8,2.8,7.0,370.2,9.0,10.4,9.2,11.0,0.1,0.1,0.2,0.1,0.1,15.9,0.1,0.0,0.1,0.0,114.5,40.7,48.6,14.73,14.74,13.93,14.74,1602.0,35.8,5.71,5.73,5.34,0,D
169,19786.0,14.4,14.5,14.5,90.0,90.0,90.1,90.0,19786.0,19786.0,227.0,226.0,2.6,4.0,5.5,2.5,2.6,5.8,373.1,9.2,11.0,9.7,11.6,-0.1,-0.1,0.0,-0.1,-0.1,15.9,0.0,0.0,0.0,0.0,108.5,39.9,48.4,14.61,14.61,13.32,14.62,1582.0,36.8,5.71,5.72,5.19,0,D
170,19355.0,14.5,14.5,14.4,90.0,90.0,90.1,90.0,19355.0,19355.0,226.0,226.0,2.7,4.1,5.6,2.6,2.7,5.8,373.1,9.4,11.2,9.8,11.9,-0.1,-0.1,0.0,-0.1,-0.1,15.9,0.0,0.0,0.0,0.0,108.5,39.9,47.5,14.61,14.61,14.06,14.62,1421.0,38.7,5.73,5.73,5.43,0,C
171,19468.0,13.6,13.5,13.7,89.9,90.0,90.2,89.9,11340.0,11340.0,226.0,226.0,2.2,3.4,5.2,2.1,2.1,6.0,375.3,9.1,11.1,9.4,11.6,0.0,0.0,0.1,-0.1,0.0,16.0,-0.1,-0.1,-0.1,-0.1,111.4,39.0,45.7,14.46,14.46,14.01,14.58,1216.0,38.0,5.74,5.75,5.52,0,D
172,19042.0,13.5,13.5,13.5,90.0,90.0,90.0,90.0,10914.0,10914.0,226.0,226.0,2.3,3.6,5.4,2.1,2.4,6.4,375.3,9.2,11.1,9.6,11.4,0.0,0.0,0.1,0.0,0.0,16.0,-0.1,-0.1,-0.1,-0.1,111.4,38.9,47.4,14.46,14.52,13.44,14.58,1573.0,36.7,5.74,5.75,5.35,0,C
173,13777.0,14.1,14.0,14.1,90.1,90.0,90.2,90.1,5151.0,5151.0,226.0,226.0,2.9,4.3,7.2,2.5,2.7,7.1,370.2,8.8,10.1,9.1,10.4,0.1,0.1,0.2,0.0,0.1,15.9,0.1,0.0,0.1,0.1,113.9,40.4,49.2,14.74,14.77,13.68,14.74,1646.0,35.1,5.71,5.73,5.28,0,C
174,19359.0,14.6,14.6,14.7,89.9,89.9,90.0,89.9,19359.0,19359.0,226.0,226.0,2.2,4.0,6.0,2.2,2.3,6.1,373.1,9.0,10.8,9.5,11.3,-0.1,-0.1,0.0,-0.1,-0.1,16.0,-0.1,0.0,0.0,0.0,112.2,40.0,46.9,14.61,14.61,13.65,14.62,1177.0,40.1,5.73,5.73,5.39,0,C
175,19046.0,13.7,13.6,13.7,90.0,89.9,90.0,90.0,10918.0,10918.0,226.0,226.0,2.0,3.2,5.4,1.8,1.9,6.4,375.2,8.9,10.9,9.2,11.5,0.0,0.0,0.1,0.0,0.0,15.9,-0.1,-0.1,-0.1,-0.1,115.2,39.0,46.9,14.46,14.51,13.16,14.58,1407.0,35.9,5.75,5.75,5.3,0,C
176,13781.0,14.1,14.1,14.0,90.1,90.0,90.1,90.1,5155.0,5155.0,226.0,226.0,2.2,4.1,7.4,2.1,1.9,7.4,370.1,8.4,9.6,8.7,10.0,0.2,0.1,0.2,0.1,0.1,15.9,0.1,0.1,0.1,0.1,117.8,40.4,47.6,14.74,14.74,13.64,14.74,1358.0,37.7,5.72,5.73,5.34,0,C
177,13784.0,14.0,14.0,14.0,90.1,90.0,90.1,90.1,5158.0,5158.0,226.0,226.0,2.4,4.2,7.2,2.4,2.6,6.9,370.2,8.7,10.3,9.0,10.5,0.1,0.1,0.2,0.1,0.1,15.9,0.1,0.0,0.1,0.1,113.9,40.4,49.3,14.74,14.78,13.71,14.74,1651.0,35.0,5.71,5.72,5.27,0,C
178,19363.0,14.4,14.5,14.4,89.6,90.0,90.1,89.6,19363.0,19363.0,227.0,226.0,2.4,3.9,5.5,2.3,2.4,5.6,373.1,9.2,11.0,9.7,11.5,0.0,-0.1,0.0,-0.1,-0.1,15.9,0.0,0.0,0.0,0.0,108.2,39.7,47.7,14.61,14.61,13.9,14.62,1470.0,38.4,5.73,5.73,5.39,0,C
179,19050.0,13.5,13.5,13.4,90.0,90.0,90.0,90.0,10922.0,10922.0,226.0,226.0,1.9,3.2,5.0,1.7,1.8,5.7,375.2,9.1,10.7,9.4,11.2,0.0,0.0,0.1,0.0,0.0,16.0,-0.1,-0.1,-0.1,-0.1,111.1,38.8,46.9,14.46,14.47,13.59,14.58,1455.0,36.9,5.74,5.75,5.42,0,C
180,14183.0,14.0,14.0,14.0,90.1,90.0,90.1,90.1,5557.0,5557.0,226.0,226.0,2.9,4.4,6.8,2.9,2.9,5.6,370.2,9.0,10.5,9.3,10.9,0.1,0.1,0.2,0.1,0.1,15.9,0.1,0.0,0.1,0.1,113.2,40.6,47.6,14.74,14.74,13.59,14.74,1353.0,37.4,5.71,5.73,5.32,0,D
181,19789.0,14.4,14.5,14.6,90.1,90.0,90.1,90.1,19789.0,19789.0,227.0,226.0,2.8,4.2,5.6,2.6,2.6,5.7,373.1,9.3,11.2,9.8,11.6,-0.1,-0.1,0.0,-0.1,-0.1,16.0,0.0,0.0,0.0,0.0,107.8,39.8,47.9,14.61,14.61,13.86,14.62,1582.0,38.3,5.72,5.73,5.38,0,D
182,19471.0,13.5,13.6,13.5,90.0,90.1,90.3,90.0,11343.0,11343.0,226.0,226.0,2.2,3.6,5.1,2.2,2.2,6.0,375.3,9.3,11.2,9.6,11.5,0.0,0.0,0.1,0.0,0.0,16.0,-0.1,-0.1,-0.1,-0.1,110.7,38.8,45.9,14.46,14.46,14.0,14.58,1260.0,37.8,5.74,5.75,5.51,0,D
183,13170.0,13.8,13.9,13.8,90.0,90.0,90.1,90.0,1039.0,1039.0,226.0,226.0,3.7,4.7,7.1,3.1,3.7,7.0,373.2,8.4,10.1,9.1,10.6,0.0,0.0,0.0,-0.1,-0.1,16.1,-0.1,-0.1,-0.1,-0.1,115.5,40.5,48.7,14.61,14.61,13.21,14.66,1411.0,36.1,5.72,5.74,5.17,0,C
184,19313.0,13.5,13.5,13.4,90.0,90.0,90.0,90.0,11185.0,11185.0,226.0,226.0,2.1,3.4,5.0,1.8,2.0,5.9,375.3,9.1,11.2,9.5,11.7,0.0,0.0,0.1,0.0,0.0,16.0,-0.1,-0.1,-0.1,-0.1,111.1,39.0,46.0,14.46,14.51,13.96,14.58,1216.0,37.9,5.74,5.75,5.52,0,C
185,19314.0,13.6,13.6,13.5,90.0,89.9,90.1,90.0,11186.0,11186.0,226.0,226.0,2.2,3.5,4.9,2.2,2.2,5.7,375.3,9.1,11.1,9.6,11.7,0.0,0.0,0.1,0.0,0.0,16.0,-0.1,-0.1,-0.1,-0.1,115.2,39.2,46.7,14.46,14.47,13.45,14.58,1265.0,38.1,5.74,5.75,5.4,0,C
186,18722.0,13.5,13.5,13.5,90.0,90.0,90.1,90.0,10594.0,10594.0,226.0,226.0,1.7,3.0,5.1,1.5,1.7,5.8,375.2,9.1,11.1,9.5,11.6,0.0,0.0,0.1,0.0,0.0,16.0,-0.1,-0.1,-0.1,-0.1,111.1,38.6,45.5,14.46,14.51,13.6,14.58,1153.0,38.4,5.78,5.78,5.51,0,D
187,13538.0,13.8,14.0,13.9,90.0,90.0,90.1,90.0,4912.0,4912.0,226.0,226.0,2.1,4.0,6.6,1.8,2.0,5.6,370.2,8.6,9.8,8.9,10.1,0.1,0.1,0.2,0.0,0.1,15.9,0.1,0.0,0.1,0.1,114.5,40.4,48.4,14.74,14.77,13.92,14.74,1548.0,35.9,5.71,5.71,5.34,0,D
188,18696.0,13.3,13.5,13.7,90.0,89.9,90.1,90.0,10568.0,10568.0,226.0,226.0,1.7,3.2,5.1,1.7,1.9,5.8,375.2,9.2,11.0,9.5,11.5,0.0,0.0,0.1,0.0,0.1,16.0,-0.1,-0.1,-0.1,-0.1,110.7,38.6,46.0,14.46,14.47,13.52,14.58,1314.0,37.9,5.78,5.78,5.46,0,D
189,13500.0,14.1,14.1,14.1,90.0,89.9,90.1,90.0,4874.0,4874.0,226.0,226.0,2.7,4.2,7.1,2.5,2.7,6.0,370.2,8.8,10.1,9.1,10.4,0.1,0.1,0.2,0.1,0.2,15.9,0.1,0.0,0.1,0.1,113.2,40.4,48.2,14.73,14.75,14.07,14.74,1558.0,36.0,5.71,5.71,5.38,0,D
190,18708.0,13.4,13.5,13.5,90.0,90.0,90.0,90.0,10580.0,10580.0,226.0,226.0,1.7,3.2,5.1,1.6,1.7,5.7,375.2,9.1,11.1,9.5,11.5,0.0,0.0,0.1,0.0,0.0,16.0,-0.1,-0.1,-0.1,-0.1,111.1,38.6,45.9,14.46,14.46,13.52,14.58,1260.0,38.1,5.78,5.78,5.47,0,D
191,13512.0,13.9,14.0,13.9,90.1,90.0,90.2,90.0,4886.0,4886.0,226.0,226.0,2.8,4.1,6.6,2.2,2.2,5.6,370.2,8.7,10.1,9.0,10.6,0.1,0.1,0.2,0.0,0.2,15.9,0.1,0.0,0.1,0.1,113.6,40.4,48.4,14.73,14.78,13.84,14.74,1602.0,35.7,5.7,5.71,5.32,0,D
192,21521.0,14.0,14.0,14.0,90.0,89.9,90.0,90.0,9685.0,21521.0,226.0,225.0,3.0,4.4,6.1,2.9,3.0,6.1,373.2,8.7,10.5,9.0,10.9,-0.1,0.0,0.1,-0.1,-0.1,16.0,-0.1,-0.1,-0.1,-0.1,109.5,37.5,44.5,14.58,14.61,13.63,14.63,1289.0,36.2,5.69,5.7,5.31,0,D
193,14228.0,14.0,14.0,14.1,90.0,90.0,90.1,90.0,5602.0,5602.0,226.0,226.0,2.8,4.3,6.9,2.6,3.1,5.6,370.2,8.9,10.0,9.2,10.4,0.1,0.1,0.2,0.1,0.1,15.9,0.1,0.0,0.1,0.1,113.2,40.7,49.4,14.63,14.69,13.58,14.67,1700.0,35.1,5.71,5.71,5.24,0,D
194,19847.0,14.4,14.5,14.4,90.0,90.2,90.5,90.0,19847.0,19847.0,227.0,226.0,2.8,4.2,5.7,2.8,2.8,5.8,373.1,9.5,11.4,10.0,11.9,-0.1,-0.1,-0.1,-0.1,-0.1,15.9,0.0,0.0,0.0,0.0,107.8,39.8,48.6,14.56,14.56,13.66,14.59,1631.0,37.9,5.75,5.75,5.32,0,D
195,21474.0,14.1,14.0,14.0,90.0,90.0,90.0,90.0,9638.0,21474.0,226.0,226.0,3.4,4.5,6.0,3.1,3.5,5.9,373.2,8.8,10.1,9.1,10.6,0.0,0.0,0.1,-0.1,0.0,16.0,-0.1,-0.1,-0.1,-0.1,109.5,37.5,44.6,14.77,14.78,13.58,14.79,1289.0,36.0,5.65,5.65,5.19,0,D
196,14184.0,14.0,14.0,14.2,90.0,90.0,90.1,90.0,5558.0,5558.0,226.0,226.0,3.0,4.3,6.9,2.7,2.9,6.5,370.2,9.0,10.2,9.3,10.6,0.1,0.1,0.2,0.1,0.2,15.9,0.1,0.0,0.1,0.1,113.2,40.6,47.8,14.74,14.74,13.48,14.74,1353.0,37.0,5.7,5.71,5.29,0,D
197,21401.0,14.1,14.2,14.1,90.0,89.9,90.1,90.0,9565.0,21401.0,226.0,226.0,2.9,4.2,6.5,2.5,2.8,6.4,373.2,8.5,10.1,8.8,10.3,0.0,0.0,0.0,-0.1,0.0,16.0,-0.1,-0.1,-0.1,-0.1,114.0,37.6,43.2,14.77,14.78,13.63,14.79,923.0,39.4,5.64,5.66,5.3,0,D
198,19790.0,14.7,14.6,14.5,90.0,89.9,90.0,90.0,19790.0,19790.0,227.0,226.0,2.5,4.0,5.9,2.4,2.5,6.1,373.1,9.0,10.9,9.5,11.6,-0.1,-0.1,0.0,-0.1,-0.1,16.0,0.0,0.0,0.0,0.0,112.2,40.0,46.6,14.61,14.61,13.76,14.62,1128.0,40.2,5.74,5.75,5.42,0,D
199,19474.0,13.4,13.5,13.5,90.0,90.0,90.1,90.0,11346.0,11346.0,226.0,226.0,1.9,3.3,5.2,1.7,1.9,6.0,375.2,9.0,11.0,9.4,11.4,0.0,0.0,0.1,-0.1,0.0,16.0,-0.1,-0.1,-0.1,-0.1,112.0,38.9,45.7,14.46,14.51,13.96,14.58,1211.0,38.1,5.74,5.75,5.52,0,D
200,13392.0,14.0,14.0,14.1,90.0,89.9,90.0,90.0,4766.0,4766.0,226.0,226.0,2.9,4.3,6.9,2.6,2.8,6.7,370.2,8.9,10.3,9.2,10.6,0.1,0.1,0.2,0.1,0.1,15.9,0.1,0.0,0.1,0.1,113.2,40.4,49.0,14.74,14.78,13.79,14.74,1651.0,35.1,5.7,5.71,5.31,0,D
201,21477.0,14.0,14.0,14.0,90.0,90.0,90.0,90.0,9641.0,21477.0,226.0,226.0,2.9,4.2,5.9,2.8,2.7,5.9,373.2,8.6,10.1,8.9,10.5,0.0,0.0,0.1,-0.1,0.0,16.0,-0.1,-0.1,-0.1,-0.1,110.8,37.4,45.0,14.78,14.78,13.19,14.79,1328.0,35.6,5.65,5.66,5.07,0,D
202,14187.0,14.1,14.0,14.0,90.0,90.0,90.1,90.0,5561.0,5561.0,226.0,226.0,2.5,4.2,7.1,2.5,2.4,6.9,370.2,8.8,10.1,9.1,10.5,0.1,0.1,0.2,0.1,0.1,15.9,0.1,0.0,0.1,0.1,114.5,40.6,48.1,14.73,14.74,14.14,14.74,1499.0,36.4,5.7,5.71,5.42,0,D
203,19477.0,13.5,13.5,13.5,90.0,90.0,90.1,90.0,11349.0,11349.0,226.0,226.0,2.0,3.4,4.9,1.9,2.0,5.6,375.3,9.1,11.0,9.5,11.5,0.0,0.0,0.1,-0.1,0.0,15.9,-0.1,-0.1,-0.1,-0.1,110.7,38.8,45.6,14.46,14.46,14.01,14.58,1162.0,38.0,5.74,5.74,5.53,0,D
204,21480.0,14.0,14.0,13.9,90.0,90.0,90.1,90.0,9644.0,21480.0,226.0,226.0,3.4,4.3,5.9,3.1,3.3,5.8,373.2,8.6,10.2,9.0,10.6,0.0,0.0,0.0,-0.1,0.0,16.0,-0.1,-0.1,-0.1,-0.1,109.5,37.3,44.1,14.77,14.78,13.68,14.79,1280.0,36.6,5.65,5.65,5.26,0,D
205,14190.0,14.0,14.0,13.8,90.1,90.0,90.1,90.1,5564.0,5564.0,226.0,226.0,2.6,4.2,7.1,2.4,2.7,7.0,370.2,8.8,10.3,9.1,10.6,0.1,0.1,0.2,0.0,0.1,15.9,0.1,0.0,0.1,0.1,113.2,40.6,48.1,14.73,14.77,14.04,14.74,1553.0,36.3,5.7,5.71,5.38,0,D
206,13593.0,14.0,14.0,14.0,90.0,90.1,90.5,90.0,4967.0,4967.0,226.0,226.0,2.3,4.0,6.8,1.8,1.9,6.2,370.2,8.5,9.7,8.9,10.1,0.1,0.1,0.2,0.1,0.1,15.9,0.1,0.0,0.1,0.1,114.8,40.5,48.5,14.74,14.77,13.78,14.74,1602.0,35.8,5.71,5.71,5.32,0,D
207,18564.0,14.4,14.5,14.4,90.0,90.0,90.2,90.0,18564.0,18564.0,227.0,226.0,2.9,4.2,5.5,2.8,2.9,5.6,373.1,9.3,11.2,9.9,11.8,-0.1,-0.1,0.0,-0.1,-0.1,16.0,0.0,0.0,0.0,0.0,107.8,39.9,47.9,14.58,14.61,14.26,14.62,1480.0,37.9,5.71,5.72,5.43,0,D
208,18510.0,13.4,13.4,13.4,90.0,90.0,90.1,90.0,10382.0,10382.0,226.0,226.0,1.9,3.2,5.1,1.7,1.8,6.0,375.3,9.3,11.2,9.6,11.7,0.0,0.0,0.1,-0.1,0.0,16.0,-0.1,-0.1,-0.1,-0.1,110.2,38.6,45.5,14.46,14.46,13.66,14.58,1162.0,38.3,5.78,5.78,5.52,0,D
209,19109.0,14.4,14.5,14.5,89.9,89.9,90.1,89.9,19109.0,19109.0,226.0,226.0,2.7,3.9,5.2,2.5,2.7,5.3,373.1,9.4,11.2,9.9,11.9,-0.1,-0.1,0.0,-0.1,-0.1,16.0,0.0,0.0,0.0,-0.1,109.4,40.2,47.9,14.61,14.61,14.16,14.62,1480.0,38.1,5.71,5.73,5.41,0,D
210,20996.0,13.8,14.1,14.1,90.0,90.0,90.0,90.0,9160.0,20996.0,226.0,226.0,2.5,3.8,5.6,2.4,2.3,5.6,373.2,8.4,9.8,8.8,10.3,0.0,0.0,0.1,-0.1,0.0,16.0,-0.1,-0.1,-0.1,-0.1,110.8,37.3,43.8,14.73,14.78,13.78,14.79,1231.0,37.3,5.69,5.69,5.33,0,D
211,14231.0,14.1,14.0,14.0,90.0,90.0,90.1,90.0,5605.0,5605.0,226.0,226.0,2.3,4.1,7.0,2.2,2.3,5.9,370.2,8.7,10.0,9.0,10.3,0.1,0.1,0.2,0.1,0.1,15.9,0.1,0.1,0.1,0.1,114.8,40.6,48.4,14.63,14.69,13.84,14.67,1602.0,36.2,5.7,5.71,5.35,0,D
