,220X2,220X3,220X4,220X6,220X9,220X13,220X19,220X21,220X26,220X31,220X55,220X107,220X108,220X112,220X118,220X122,220X143,220X163,220X165,220X167,220X184,220X185,220X193,220X218,220X224,220X277,220X293,220X294,220X305,220X315,220X316,220X333,220X336,220X339,220X343,220X344,220X347,220X348,220X350,220X354,220X356,220X365,220X368,220X375,220X377,220X379,220X382,220X383,220X386,220X387,220X388,220X390,220X407,220X412,220X422,220X424,220X441,220X446,220X457,220X462,220X463,220X471,220X485,220X486,220X523,220X524,220X528,220X533,220X535,220X539,null_count,TOOL
304,1.77755,23,-16.748665,2.487488,0.201122,1.229054,-0.3181,-0.6723,14.514,13.541,24.110514,23.61,0.0,13.612953,-1.39035,2.821565,-51.225623,0.389105,0.543037,-0.608222,0.049059,0.038145,0.045162,0.071687,14.0,135.0,1790.0,1762.0,500.0,201.0,128.0,130.3,130.2,130.0,130.0,130.0,129.9,91.0,74.0,68.8,110.4,110.5,110.3,110.2,110.1,110.2,110.1,110.0,110.0,110.1,110.0,19.0,60.0,62.3,45.2,40.0,28.4,23.7,20.4,11.6,10.39,12.0,1.0,2.0,1751.878,0.0,894.0,5.9,0.0,0.0,0,B
305,1.795091,24,-17.131318,2.585695,0.181854,1.32726,-0.3181,-0.6723,14.456,13.951,24.105632,23.61,0.0,13.476886,-1.38463,2.84721,-207.337988,0.401933,-0.538761,-0.616788,0.049059,0.038145,0.045162,0.096406,14.0,135.0,1787.0,1762.0,501.0,200.9,128.0,130.2,129.9,130.0,129.9,130.0,129.9,110.0,76.9,66.5,110.5,110.5,110.2,110.1,110.2,110.1,110.1,110.1,110.0,110.1,110.1,19.0,60.0,62.5,45.2,40.1,25.6,23.7,20.4,11.5,10.39,11.0,1.0,1.0,1248.844,0.0,911.0,5.9,0.0,0.0,0,B
306,1.790828,25,-19.314565,2.372366,0.264747,1.143846,-0.3181,-0.6723,14.656,13.262,24.105632,23.61,0.0,15.501708,-1.68378,3.074639,-59.640329,0.397657,-0.547313,-0.616788,0.049059,0.038145,0.048636,0.061799,14.0,135.0,1802.0,1762.0,501.0,201.1,128.0,130.1,130.0,130.0,130.0,130.0,129.9,91.0,74.1,66.2,110.6,110.5,110.3,110.2,110.0,110.1,110.2,110.1,110.1,110.1,110.0,19.0,60.0,62.3,45.5,40.4,28.7,23.7,20.4,11.5,10.39,10.0,1.0,2.0,1384.391,0.0,910.0,6.0,0.0,0.0,0,B
307,1.72494,15,-18.016269,2.073432,0.209435,0.700596,-0.3181,-0.6723,14.591,12.85,23.81429,23.61,0.0,15.011484,-1.584683,2.912128,-241.444476,0.393381,-0.6029,0.51399,0.049059,0.038145,0.045162,0.09517,205.0,206.0,1790.0,1748.0,503.0,201.0,197.0,130.1,130.0,130.0,130.0,129.9,130.0,151.0,73.8,65.6,110.4,110.6,110.4,110.3,110.2,110.2,110.2,110.1,110.0,110.2,110.1,132.0,61.0,75.1,44.9,39.6,25.6,23.4,20.3,12.1,7.2,9.0,0.0,1.0,1358.515,1303.0,910.0,6.0,1.0,1.0,0,B
308,1.771757,26,-11.866669,2.537576,0.232734,1.279142,-0.3181,-0.6723,14.511,14.267,24.047445,23.61,0.0,8.69343,-0.704358,2.178151,-212.323402,0.401933,0.555865,-0.612505,0.052563,0.038145,0.041688,0.099496,14.0,135.0,1787.0,1762.0,500.0,201.0,128.0,130.3,130.1,130.0,130.0,130.1,130.0,111.0,74.0,67.8,110.4,110.5,110.2,110.3,110.1,110.1,110.2,110.0,110.1,110.1,110.0,19.0,61.0,86.7,45.2,40.3,28.7,23.7,20.3,11.6,10.39,9.0,1.0,1.0,1688.315,0.0,910.0,5.9,0.0,0.0,0,B
309,1.790466,25,-12.40054,2.512668,0.222764,1.14939,-0.3181,-0.6723,14.481,14.018,23.647461,23.61,0.0,9.187974,-0.720256,2.333034,-221.719001,0.393381,-0.58152,0.509707,0.049059,0.038145,0.045162,0.100732,278.0,171.0,1787.0,1751.0,504.0,201.0,162.0,130.2,130.0,130.0,129.9,129.9,130.0,112.0,57.1,74.4,110.4,110.6,110.4,110.2,110.2,110.2,110.1,110.1,110.1,110.1,110.1,77.0,60.0,74.1,44.9,39.3,25.3,23.4,20.2,11.4,10.45,3.0,1.0,2.0,1635.581,0.0,900.0,6.0,0.0,0.0,0,B
310,1.57026,2,-17.521257,2.871858,0.180802,1.554434,-0.3181,-0.6723,14.411,12.993,24.025472,23.61,0.0,14.064004,-1.303493,2.960385,15.576187,-0.474623,-0.572968,-0.766702,0.049059,0.041613,0.045162,0.093316,43.0,110.0,1797.0,1762.0,501.0,201.0,104.0,130.1,129.9,130.0,129.9,129.9,130.0,90.0,75.3,66.1,110.5,110.6,110.3,110.2,110.1,110.1,110.1,110.0,110.1,110.2,110.0,182.0,60.0,74.0,45.2,40.3,25.6,23.4,20.2,11.5,7.22,4.0,0.0,1.0,1719.264,2464.0,904.0,6.0,1.0,0.0,0,B
311,1.678974,1,-0.696526,1.636785,0.019411,0.826855,-0.012,-0.177,14.524,12.403,23.953857,23.61,0.0,-0.727906,0.125604,0.414596,-198.92913,-0.324967,-0.590072,-0.53969,0.045555,0.038145,0.041688,0.108766,83.0,106.0,1805.0,1761.0,497.0,201.0,94.0,130.0,130.0,129.9,130.0,129.9,129.9,0.0,125.2,65.2,110.4,110.5,110.3,110.2,110.1,110.1,110.1,110.1,110.1,110.1,110.1,176.0,59.0,253.6,43.9,41.0,25.3,24.9,20.3,9.4,2.82,4.0,0.0,2.0,750.386,1925.0,882.0,5.3,1.0,0.0,0,B
312,1.704381,3,-22.129343,2.423204,0.150968,1.10578,-0.3181,-0.6723,14.406,13.894,24.017334,23.61,0.0,18.531209,-2.033692,3.28146,-184.143145,-0.483175,-0.577244,-0.770985,0.049059,0.038145,0.03474,0.089609,43.0,110.0,1789.0,1775.0,501.0,201.0,104.0,130.4,130.0,130.1,129.9,129.9,130.0,112.0,72.8,67.8,110.4,110.5,110.2,110.25,110.2,110.2,110.1,110.1,110.1,110.1,110.0,182.0,60.0,76.1,44.8,40.2,25.3,23.7,20.2,11.5,7.23,2.0,0.0,2.0,1331.274,2463.0,904.0,6.0,1.0,0.0,0,B
313,1.55359,2,2.587948,1.813658,0.093119,1.126035,-0.012,-0.177,14.563,12.583,23.981934,23.61,0.0,1.272906,0.589434,0.046302,44.768418,-0.320691,-0.585796,-0.535407,0.045555,0.038145,0.045162,0.110002,112.0,107.0,1814.0,1753.0,493.0,201.1,95.0,130.2,130.0,130.0,130.0,130.0,130.0,0.0,81.2,74.7,110.5,110.5,110.3,110.3,110.3,110.2,110.3,110.1,110.1,110.1,110.0,176.0,59.0,72.9,43.7,40.7,25.0,24.6,20.3,9.7,2.82,7.0,0.0,2.0,1291.646,1950.0,877.0,5.3,1.0,0.0,0,B
314,1.615643,4,-17.343034,2.844209,0.146343,1.526785,-0.3181,-0.6723,14.429,13.338,24.00472,23.61,0.0,13.767224,-1.271541,2.814842,-40.660686,-0.457519,-0.577244,-0.766702,0.049059,0.041613,0.045162,0.076013,43.0,110.0,1787.0,1762.0,501.0,201.0,104.0,130.2,130.0,129.9,130.0,129.9,130.0,90.0,75.9,67.7,110.4,110.5,110.3,110.2,110.3,110.3,110.2,110.0,110.1,110.1,110.1,182.0,60.0,73.3,45.9,40.2,25.3,23.7,20.2,11.5,7.22,1.0,0.0,1.0,1360.146,2462.0,894.0,5.9,1.0,0.0,0,B
315,1.367337,25,5.810241,2.053827,0.086355,1.185402,-0.012,-0.177,14.506,13.587,23.80778,23.61,0.0,3.423232,1.116767,0.081129,-173.727728,-0.316415,-0.560141,-0.509707,0.049059,0.038145,0.045162,0.075395,156.0,261.0,1788.0,1762.0,501.0,200.9,251.0,130.2,130.0,130.0,129.9,129.9,129.9,89.0,77.0,66.2,110.5,110.5,110.3,110.2,110.2,110.2,110.2,110.1,110.0,110.2,110.1,30.0,60.0,58.1,45.0,39.7,25.6,23.2,20.2,11.5,10.1,6.0,1.0,1.0,1159.113,0.0,912.0,7.0,0.0,0.0,0,B
316,1.562709,5,-22.20787,2.322769,0.125316,1.017213,-0.3181,-0.6723,14.614,12.696,24.020182,23.61,0.0,18.534207,-2.099617,3.210456,-217.249897,-0.444692,-0.568692,-0.728153,0.056067,0.041613,0.045162,0.115564,43.0,110.0,1788.0,1763.0,498.0,200.9,104.0,130.2,130.0,129.9,130.0,130.0,130.0,110.0,76.4,66.1,110.4,110.5,110.5,110.2,110.1,110.3,110.1,109.9,110.1,110.1,109.9,182.0,60.0,75.1,45.4,39.8,25.3,23.7,20.5,11.5,7.23,16.0,0.0,2.0,1741.831,2461.0,904.0,6.0,1.0,0.0,0,B
317,1.350883,26,5.17032,2.073816,0.132542,1.205391,-0.012,-0.177,14.513,13.034,23.820801,23.61,0.0,2.933877,1.079515,0.197357,96.538855,-0.316415,-0.543037,-0.522557,0.045555,0.038145,0.041688,0.09826,273.0,261.0,1788.0,1762.0,503.0,201.0,250.0,130.2,130.0,130.0,129.9,130.0,130.0,91.0,74.1,66.3,110.5,110.7,110.3,110.2,110.2,110.1,110.2,110.1,110.1,110.1,110.0,29.0,60.0,62.4,45.4,39.2,25.6,23.2,20.4,11.6,10.1,11.0,1.0,1.0,1551.47,0.0,910.0,7.0,0.0,0.0,0,B
318,1.490208,6,-14.911521,2.933825,0.137838,1.628269,-0.3181,-0.6723,14.632,12.853,24.023031,23.61,0.0,11.543777,-0.899068,2.693866,-55.903399,-0.448968,-0.560141,-0.719586,0.049059,0.038145,0.038214,0.096406,43.0,110.0,1800.0,1758.0,498.0,201.0,104.0,130.3,130.1,130.1,129.9,130.0,130.0,92.0,72.9,67.5,110.5,110.6,110.4,110.1,110.3,110.2,110.1,110.1,110.1,110.1,110.1,182.0,60.0,74.9,44.9,39.9,26.5,23.7,20.4,11.5,7.23,15.0,0.0,1.0,1029.983,2460.0,884.0,5.9,1.0,0.0,0,B
319,1.663389,1,-21.229582,2.533715,0.150121,1.307778,-0.3181,-0.6723,14.494,14.173,24.018555,23.61,0.0,17.460236,-1.793272,3.326637,-68.906485,0.440416,-0.543037,-0.569673,0.049059,0.038145,0.048636,0.105676,43.0,107.0,1802.0,1762.0,497.0,201.0,101.0,130.3,130.2,130.1,130.0,130.0,130.0,90.0,141.8,66.2,110.4,110.5,110.4,110.2,110.1,110.2,110.2,110.0,110.1,110.1,109.9,179.0,60.0,64.8,45.0,40.4,25.6,23.7,20.5,8.4,7.17,16.0,0.0,2.0,1687.069,2339.0,900.0,5.9,1.0,0.0,0,B
320,1.501495,7,-19.039408,2.456093,0.097773,1.120448,-0.3181,-0.6723,14.625,13.029,24.018148,23.61,0.0,15.622336,-1.655055,2.876221,-196.139116,-0.444692,-0.564417,-0.706737,0.052563,0.038145,0.038214,0.105058,39.0,110.0,1802.0,1762.0,498.0,201.0,103.0,130.2,129.9,130.1,130.0,129.9,130.0,115.0,76.1,73.6,110.6,110.6,110.3,110.1,110.3,110.3,110.2,110.0,110.1,110.1,110.1,182.0,60.0,75.0,45.3,39.5,27.1,23.7,20.5,11.5,7.23,14.0,0.0,2.0,1228.812,2459.0,900.0,6.0,1.0,0.0,0,B
321,1.521144,8,-14.578264,2.888052,0.113711,1.552406,-0.3181,-0.6723,14.509,13.455,24.046631,23.61,0.0,11.305238,-0.896137,2.646635,-46.129821,-0.444692,-0.564417,-0.71102,0.052563,0.041613,0.045162,0.094552,9.0,110.0,1788.0,1762.0,500.0,201.0,103.0,130.2,129.9,130.0,130.0,130.0,130.0,91.0,75.9,55.8,110.4,110.5,110.4,110.3,110.1,110.1,110.2,110.1,110.1,110.1,110.1,182.0,60.0,74.7,45.3,40.1,25.9,23.4,20.5,11.5,7.23,13.0,0.0,1.0,1631.646,2458.0,904.0,5.9,1.0,0.0,0,B
322,1.517868,26,-17.468869,2.662321,0.293689,1.412984,-0.3181,-0.6723,14.599,13.45,23.578288,23.63,0.0,13.677019,-1.465036,2.723899,-210.44157,0.423312,-0.534485,-0.51399,0.049059,0.041613,0.045162,0.076013,117.0,107.0,1802.0,1762.0,503.0,200.9,101.0,130.2,129.9,130.0,130.0,130.0,129.9,188.0,76.9,169.5,110.4,110.5,110.4,110.2,110.1,110.1,110.2,110.1,110.0,110.1,110.0,178.0,60.0,75.9,45.2,40.2,28.7,23.7,20.5,11.5,7.22,4.0,0.0,2.0,1543.187,2314.0,904.0,6.0,1.0,0.0,0,B
323,1.417827,9,-19.303603,2.510005,0.13704,1.174359,-0.3181,-0.6723,14.535,13.821,24.007161,23.61,0.0,15.933689,-1.621055,3.02125,-146.436223,-0.43614,-0.564417,-0.715303,0.052563,0.041613,0.041688,0.078485,43.0,110.0,1800.0,1762.0,500.0,201.0,103.0,130.4,130.1,130.0,130.0,130.1,130.1,112.0,73.1,66.3,110.5,110.6,110.3,110.2,110.1,110.2,110.1,109.9,110.1,110.1,110.0,181.0,60.0,75.3,45.5,39.6,25.3,23.4,20.4,11.5,7.24,12.0,0.0,2.0,1161.723,2457.0,908.0,6.0,1.0,0.0,0,B
324,1.484382,10,-16.455335,2.975201,0.158256,1.639555,-0.3181,-0.6723,14.392,13.352,24.01652,23.61,0.0,13.088429,-1.074423,2.931009,-36.884431,-0.431864,-0.568692,-0.71102,0.049059,0.038145,0.045162,0.088991,34.0,110.0,1790.0,1762.0,504.0,201.1,103.0,130.2,130.0,130.0,130.0,130.0,130.0,91.0,75.8,66.3,110.4,110.7,110.4,110.2,110.2,110.1,110.2,110.1,110.0,110.2,110.1,181.0,60.0,75.1,45.3,39.4,26.2,23.7,20.4,11.5,7.24,11.0,0.0,1.0,1397.37,2456.0,904.0,5.9,1.0,0.0,0,B
325,1.699153,1,-14.995263,2.333371,0.143599,1.055103,-0.3181,-0.6723,14.582,12.989,24.013672,23.61,0.0,12.00399,-1.190183,2.522468,-38.700782,0.367726,-0.624279,-0.616788,0.052563,0.038145,0.045162,0.086519,-2.0,3713.0,1802.0,1762.0,501.0,201.0,349.0,130.3,130.0,130.0,130.0,130.1,130.0,125.0,62.6,67.2,110.4,110.5,110.3,110.2,110.2,110.2,110.1,110.1,110.1,110.2,110.0,137.0,61.0,231.4,45.4,39.7,27.8,23.7,20.3,11.5,7.01,14.0,0.0,2.0,1724.488,1729.0,904.0,6.0,1.0,0.0,0,B
326,1.55779,11,-22.260858,2.542368,0.131174,1.206722,-0.3181,-0.6723,14.421,12.748,24.012451,23.62,0.0,18.595446,-2.006849,3.302478,-190.304533,-0.427588,-0.560141,-0.706737,0.052563,0.038145,0.045162,0.10444,14.0,110.0,1788.0,1764.0,502.0,201.0,103.0,130.1,129.9,130.0,129.9,129.9,129.9,112.0,75.9,66.0,110.4,110.5,110.3,110.2,110.3,110.3,110.2,110.1,110.0,110.1,110.0,181.0,60.0,74.5,46.1,40.3,25.6,23.4,20.1,11.6,7.24,10.0,0.0,2.0,1403.085,2455.0,904.0,6.0,1.0,0.0,0,B
327,1.762331,26,-16.941676,2.681126,0.070613,1.42805,-0.3181,-0.6723,14.492,13.59,23.956299,23.61,0.0,13.597823,-1.110723,3.051509,-160.477757,0.367726,-0.628555,-0.573956,0.052563,0.038145,0.05211,0.105058,0.0,3712.0,1788.0,1762.0,498.0,201.0,349.0,130.1,130.0,129.9,130.0,130.0,129.9,112.0,159.1,66.8,110.5,110.6,110.3,110.3,110.1,110.2,110.1,110.0,110.0,110.1,110.0,137.0,60.0,131.2,46.1,39.9,27.1,23.7,20.4,8.0,7.07,3.0,0.0,1.0,1608.898,1704.0,874.0,5.9,1.0,0.0,0,B
328,1.54549,12,-16.605002,2.876119,0.182522,1.540473,-0.3181,-0.6723,14.493,12.959,24.014893,23.61,0.0,13.256828,-1.136461,2.90453,-6.697729,-0.431864,-0.564417,-0.69817,0.049059,0.041613,0.038214,0.084047,14.0,110.0,1802.0,1763.0,506.0,201.0,103.0,130.3,130.1,130.1,129.9,130.0,130.0,90.0,73.3,65.7,110.4,110.5,110.4,110.3,110.1,110.1,110.3,110.1,110.0,110.1,110.1,181.0,60.0,75.3,45.5,40.0,25.6,23.7,20.1,11.6,7.24,9.0,0.0,1.0,1493.802,2454.0,895.0,6.0,1.0,0.0,0,B
329,1.457323,13,-20.817031,2.45118,0.118213,1.115535,-0.3181,-0.6723,14.56,13.792,24.016927,23.61,0.0,17.356758,-1.86041,3.153135,-171.996818,-0.427588,-0.555865,-0.689604,0.049059,0.041613,0.045162,0.077867,43.0,110.0,1787.0,1763.0,500.0,201.1,103.0,130.2,130.0,130.0,130.0,130.0,129.9,113.0,75.9,65.5,110.5,110.6,110.3,110.3,110.1,110.3,110.1,110.1,110.1,110.2,110.0,181.0,60.0,74.9,45.9,39.9,28.7,23.7,20.1,11.6,7.24,8.0,0.0,2.0,1657.556,2453.0,898.0,6.0,1.0,0.0,0,B
330,1.560843,14,-15.701081,2.874308,0.14188,1.538662,-0.3181,-0.6723,14.44,13.778,24.015299,23.61,0.0,12.359325,-1.027284,2.742382,-49.787712,-0.444692,-0.564417,-0.693887,0.049059,0.041613,0.045162,0.071069,39.0,110.0,1800.0,1762.0,502.0,200.9,103.0,130.2,130.0,130.0,130.0,130.0,129.9,91.0,76.0,66.2,110.5,110.6,110.4,110.2,110.2,110.1,110.2,110.2,110.1,110.2,110.0,181.0,60.0,74.2,45.8,39.7,25.3,23.7,20.5,11.6,7.24,7.0,0.0,1.0,1218.301,2452.0,906.0,5.9,1.0,0.0,0,B
331,1.796465,4,-16.324505,2.021292,0.215499,0.668879,-0.3181,-0.6723,14.598,13.258,23.967692,23.61,0.0,13.261715,-1.362283,2.782653,-145.77672,-0.376278,-0.525934,0.484008,0.049059,0.038145,0.045162,0.085901,273.0,136.0,1787.0,1747.0,504.0,200.9,129.0,130.1,130.0,130.0,129.9,130.0,129.9,114.0,50.0,66.5,110.5,110.5,110.3,110.1,110.3,110.3,110.3,110.1,110.1,110.2,110.1,20.0,60.0,55.4,45.2,39.9,28.4,23.7,20.2,11.5,10.39,7.0,1.0,2.0,1643.534,0.0,901.0,6.0,0.0,0.0,0,B
332,1.879223,1,-13.451499,1.93907,0.122014,0.590112,-0.3181,-0.6723,14.452,12.784,23.940023,23.62,0.0,10.978401,-0.966526,2.432722,-140.588004,0.376278,-0.615727,-0.561106,0.049059,0.038145,0.045162,0.056855,185.0,136.0,1787.0,1762.0,504.0,200.8,128.0,130.1,130.0,130.0,129.9,130.0,129.9,183.0,77.2,69.1,110.4,110.5,110.3,110.1,110.2,110.1,110.2,110.2,110.1,110.1,110.1,20.0,60.0,77.0,45.5,40.0,25.6,23.7,20.4,11.9,10.39,11.0,1.0,2.0,1147.726,0.0,904.0,6.0,0.0,0.0,0,B
333,1.871835,26,-15.988882,2.136299,0.138771,0.764048,-0.3181,-0.6723,14.37,14.248,23.584798,23.61,0.0,12.683476,-1.343034,2.453284,-46.763164,0.393381,-0.590072,-0.52684,0.049059,0.041613,0.048636,0.125452,185.0,164.0,1787.0,1762.0,504.0,201.1,155.0,130.2,130.0,130.0,130.0,130.0,130.0,89.0,73.3,65.2,110.5,110.6,110.3,110.2,110.1,110.1,110.2,110.2,110.1,110.1,110.1,68.0,60.0,75.5,45.6,40.0,28.4,23.7,20.4,11.6,10.46,5.0,1.0,1.0,1487.059,0.0,912.0,6.0,0.0,1.0,0,B
334,1.631358,1,-1.036005,1.532681,0.036207,0.783502,-0.012,-0.177,14.499,12.937,24.023438,23.61,0.0,-0.546387,0.394565,0.749712,-45.456773,0.380554,0.594348,0.681037,0.045555,0.038145,0.041688,0.063035,43.0,196.0,1780.0,1759.0,500.0,201.0,187.0,130.1,130.0,130.1,130.0,130.0,130.0,91.0,77.1,66.7,110.4,110.5,110.3,110.2,110.1,110.2,110.2,110.1,110.1,110.2,110.0,120.0,60.0,62.7,45.3,40.4,27.8,23.7,20.4,7.8,7.22,10.0,0.0,1.0,1601.271,779.0,893.0,6.0,1.0,0.0,0,B
335,1.718706,26,-12.01812,2.030133,0.292329,0.742349,-0.3181,-0.6723,14.511,13.749,23.710124,23.61,0.0,9.236766,-0.97631,2.135638,-103.411567,-0.376278,-0.491727,-0.475441,0.049059,0.038145,0.048636,0.087755,434.0,141.0,1798.0,1762.0,501.0,201.1,133.0,130.2,130.0,130.0,130.0,130.0,129.9,91.0,74.2,66.5,110.5,110.5,110.4,110.3,110.2,110.2,110.3,110.1,110.1,110.2,110.0,26.0,60.0,76.0,45.2,39.7,28.7,23.7,20.4,11.5,10.39,8.0,1.0,2.0,1390.392,0.0,912.0,6.0,0.0,2.0,0,B
336,1.858272,1,-18.075921,1.815416,0.17653,1.004446,-0.012,-0.177,14.654,13.665,24.009196,23.61,0.0,15.241539,-1.319643,3.193261,-211.519754,0.329243,-0.568692,-0.522557,0.049059,0.038145,0.045162,0.074159,136.0,219.0,1817.0,1766.0,499.0,201.0,199.0,130.1,130.0,129.9,130.0,130.0,129.9,0.0,73.0,57.7,110.4,110.5,110.3,110.3,110.3,110.1,110.2,110.0,110.0,110.2,110.1,147.0,59.0,74.7,44.9,41.0,25.0,24.6,20.5,14.9,2.36,6.0,0.0,1.0,1466.594,1115.0,882.0,5.4,1.0,0.0,0,B
337,1.587265,26,-19.387342,2.722036,0.103435,1.860517,-0.012,-0.177,14.523,13.271,23.917236,23.61,0.0,15.777047,-1.778359,2.939274,-49.01643,0.324967,-0.538761,-0.492574,0.052563,0.041613,0.038214,0.071069,112.0,219.0,1809.0,1768.0,500.0,201.1,199.0,130.0,130.1,130.0,130.0,129.9,130.0,0.0,74.4,78.4,110.4,110.5,110.3,110.3,110.2,110.2,110.2,110.2,110.1,110.2,110.0,147.0,59.0,74.3,44.5,41.1,25.6,24.4,20.4,18.7,2.36,7.0,0.0,1.0,1170.473,1116.0,884.0,5.4,1.0,1.0,0,B
338,1.758441,26,4.607983,1.761651,0.074255,1.130801,-0.012,-0.177,14.629,14.049,23.708089,23.61,0.0,3.20497,0.780225,-0.262739,-102.064536,0.414761,0.543037,0.501141,0.049059,0.038145,0.041688,0.060563,273.0,196.0,1787.0,1758.0,500.0,201.1,187.0,130.2,129.9,130.0,130.0,130.0,130.0,90.0,74.0,103.9,110.5,110.6,110.4,110.2,110.2,110.1,110.1,110.1,110.1,110.1,110.1,120.0,60.0,86.3,45.7,40.3,28.7,23.7,20.2,11.6,7.21,12.0,0.0,2.0,1147.934,781.0,903.0,5.9,1.0,0.0,0,B
339,1.689674,1,-15.686688,2.523507,0.109093,1.301647,-0.3181,-0.6723,14.448,13.397,23.815918,23.61,0.0,12.242907,-1.236284,2.486917,-210.820582,-0.350622,-0.543037,-0.501141,0.049059,0.038145,0.048636,0.059327,83.0,25.0,1789.0,1762.0,496.0,201.0,25.0,130.1,129.8,129.9,129.9,129.9,129.8,112.0,62.0,105.1,110.3,110.5,110.4,110.2,110.1,110.2,110.2,110.1,110.1,110.1,110.1,71.0,60.0,66.0,45.6,39.9,28.7,23.7,20.4,11.4,10.46,13.0,1.0,2.0,946.966,0.0,900.0,6.0,0.0,0.0,0,B
340,1.618576,26,3.302108,1.919252,0.086695,1.283713,-0.012,-0.177,14.626,12.93,24.007975,23.61,0.0,1.544056,0.788797,0.236514,-46.488336,0.397657,0.538761,0.548256,0.045555,0.038145,0.041688,0.088373,68.0,171.0,1788.0,1762.0,503.0,200.9,162.0,130.1,129.9,130.0,130.0,130.0,129.9,111.0,76.0,66.0,110.4,110.5,110.3,110.3,110.1,110.2,110.2,110.1,110.1,110.2,110.0,76.0,60.0,61.6,45.2,39.6,25.6,23.5,20.4,11.6,10.46,2.0,1.0,1.0,1725.319,0.0,910.0,6.0,0.0,0.0,0,B
341,1.984969,26,-17.805066,2.180576,0.181148,1.056608,-0.3181,-0.6723,14.545,13.732,23.580322,23.61,0.0,13.946986,-1.575699,2.722612,-84.436752,-0.359174,-0.538761,-0.475441,0.052563,0.038145,0.041688,0.096406,229.0,25.0,1788.0,1762.0,503.0,201.1,24.0,130.3,130.0,130.1,129.8,129.9,129.9,90.0,440.3,997.4,110.5,110.5,110.4,110.3,110.2,110.2,110.2,110.1,110.1,110.2,110.0,70.0,60.0,324.4,45.7,39.8,25.3,23.5,20.2,7.9,10.46,2.0,1.0,1.0,1202.079,0.0,900.0,5.9,0.0,0.0,0,B
342,1.60733,1,-19.746786,2.197991,0.286435,0.846492,-0.3181,-0.6723,14.5,13.563,23.986816,23.61,0.0,16.192335,-1.893731,3.040491,-198.131992,0.380554,-0.517382,-0.496857,0.052563,0.038145,0.038214,0.080957,332.0,192.0,1787.0,1753.0,500.0,201.0,184.0,130.2,130.0,129.9,130.0,130.0,130.0,151.0,61.9,65.0,110.5,110.5,110.3,110.2,110.2,110.1,110.2,110.1,110.0,110.1,110.1,117.0,60.0,74.5,45.2,40.3,27.5,23.7,20.4,11.8,7.43,5.0,0.0,2.0,1334.402,624.0,908.0,5.9,1.0,0.0,0,B
343,1.654083,26,-13.792715,2.278865,0.125712,0.951739,-0.3181,-0.6723,14.578,13.977,23.61735,23.71,0.0,10.782496,-1.150933,2.22516,-120.450563,0.397657,-0.496002,-0.475441,0.052563,0.041613,0.041688,0.118036,532.0,193.0,1787.0,1750.0,500.0,200.9,184.0,130.1,129.9,130.1,130.0,129.9,130.0,188.0,49.3,65.5,110.5,110.5,110.3,110.2,110.2,110.2,110.2,110.1,110.1,110.2,110.1,117.0,61.0,74.6,45.0,40.5,28.4,23.9,20.2,18.0,7.43,6.0,0.0,1.0,1300.362,625.0,904.0,6.0,1.0,0.0,0,B
344,1.77414,1,-13.558315,2.408177,0.172618,1.060171,-0.3181,-0.6723,14.585,13.607,24.013672,23.61,0.0,10.578472,-1.005494,2.293672,-140.863298,-0.342071,-0.577244,-0.625355,0.049059,0.038145,0.038214,0.093316,43.0,181.0,1795.0,1762.0,500.0,200.9,171.0,130.2,130.0,130.0,129.9,130.0,129.9,90.0,65.2,66.4,110.4,110.5,110.3,110.1,110.2,110.1,110.2,110.1,110.0,110.1,110.1,87.0,60.0,119.7,45.2,39.1,26.2,23.5,20.4,12.0,9.81,13.0,0.0,1.0,1383.014,27.0,900.0,6.0,1.0,0.0,0,B
345,1.587599,23,-9.925181,2.341897,0.192059,0.951841,-0.3181,-0.6723,14.5,14.397,23.987223,23.61,0.0,6.821734,-0.710639,1.591859,-121.869374,-0.350622,-0.572968,-0.518274,0.045555,0.038145,0.041688,0.088373,43.0,180.0,1787.0,1760.0,501.0,201.0,171.0,130.3,130.0,130.1,130.0,130.0,129.9,115.0,74.1,68.2,110.5,110.5,110.3,110.2,110.1,110.2,110.2,110.1,110.1,110.1,110.0,87.0,60.0,75.2,45.1,39.6,26.2,23.4,20.4,11.5,9.94,1.0,0.0,2.0,1425.009,16.0,910.0,6.0,1.0,0.0,0,B
346,1.60596,26,-14.868273,2.652765,0.111207,1.262709,-0.3181,-0.6723,14.483,13.826,24.010417,23.61,0.0,11.224073,-1.153568,2.358927,-255.589152,-0.320691,-0.564417,0.561106,0.049059,0.041613,0.041688,0.090227,39.0,180.0,1788.0,1758.0,502.0,201.0,171.0,130.2,130.0,130.0,129.9,129.9,130.0,112.0,74.0,66.5,110.4,110.5,110.2,110.2,110.1,110.2,110.2,110.0,110.1,110.2,110.1,87.0,60.0,77.9,46.0,39.5,28.1,23.4,20.2,8.2,10.43,2.0,0.0,2.0,1327.217,2.0,890.0,6.0,1.0,0.0,0,B
