,311X1,311X7,311X8,311X9,311X10,311X12,311X20,311X21,311X50,311X55,311X63,311X66,311X69,311X76,311X95,311X96,311X97,311X115,311X183,311X184,311X185,311X195,311X199,311X217,311X218,311X219,311X222,311X224,311X225,null_count,TOOL
293,69,15,605.0,45,81.0,11.0,27.0,8,20,68079,4063,409,2,65,119,120,119,0.32,120,120.0,119,1.3e-07,1e-10,104.6,109.6,98.4,51.0,489,519,0,E0
294,38,760,0.0,79,45.0,10.0,28.0,8,20,70274,4757,601,2,58,119,120,119,0.33,120,120.0,119,4.7e-07,5.6e-07,106.5,110.8,99.6,51.0,480,513,0,E0
295,44,0,763.0,45,79.0,12.0,25.0,8,20,27035,3681,0,334,71,119,119,119,0.26,119,119.0,119,1e-10,1e-10,110.4,114.7,103.4,50.9,460,491,0,E0
296,46,3,1674.0,45,79.0,12.0,25.0,8,20,25743,3172,0,192,70,119,119,119,0.25,119,119.0,119,1e-10,1e-10,109.1,113.8,101.6,50.9,466,500,0,E0
297,41,1687,,79,,,,8,20,67332,3725,321,2,56,119,120,119,0.32,120,120.0,120,3.4e-06,2.1e-07,104.3,109.4,97.3,51.0,490,526,4,E0
298,45,0,467.0,45,79.0,12.0,27.0,8,20,70041,4650,574,2,57,120,120,119,0.31,120,120.0,120,2.1e-06,1e-10,106.4,111.1,100.2,51.0,481,510,0,E0
299,47,0,469.0,45,79.0,12.0,25.0,8,20,26802,3575,0,306,71,119,119,119,0.27,119,119.0,119,1e-10,1e-10,110.2,114.7,104.3,50.9,461,487,0,E0
300,40,467,0.0,79,45.0,10.0,28.0,8,20,70042,4650,574,2,57,120,120,119,0.32,120,120.0,120,2.2e-06,1e-10,106.5,110.6,100.8,51.0,480,507,0,E0
301,42,1666,3.0,79,45.0,10.0,26.0,8,20,25737,3169,0,192,70,119,120,119,0.28,119,119.0,119,2.7e-07,1e-10,109.3,113.9,102.9,50.9,465,494,0,E0
302,42,1667,3.0,79,45.0,10.0,28.0,8,20,67316,3717,319,2,56,120,120,119,0.3,120,120.0,120,1.6e-06,1e-10,104.4,109.4,97.9,51.0,490,522,0,E0
303,42,1667,3.0,79,45.0,10.0,28.0,8,20,67316,3717,319,2,56,120,120,119,0.3,120,120.0,120,1.6e-06,1e-10,104.4,109.4,97.9,51.0,490,522,0,E0
304,42,1671,,79,,,,8,20,25741,3171,0,192,70,119,119,119,0.25,119,119.0,119,1.2e-07,1e-10,109.3,113.8,102.8,50.9,465,494,4,E0
305,45,3,1672.0,45,79.0,12.0,28.0,8,20,67318,3718,320,2,56,120,120,120,0.3,120,120.0,120,1e-10,1e-10,104.3,109.5,96.6,51.0,490,528,0,E0
306,42,1672,,79,,,,8,20,25742,3172,0,192,70,119,119,119,0.26,119,119.0,119,1e-10,1e-10,109.2,113.9,102.8,50.9,465,494,4,E0
307,72,1894,,80,,,,8,20,25940,3261,0,216,76,119,119,118,0.28,119,119.0,119,9.5e-07,1e-10,106.0,110.8,100.3,50.9,479,506,4,E0
308,45,3,,45,,,,8,20,67319,3719,320,2,56,119,120,119,0.33,120,120.0,120,4.6e-06,3.1e-07,104.5,109.3,97.7,51.0,490,523,4,E0
309,72,5,,45,,,,8,20,25950,3266,0,217,77,119,120,119,0.26,119,119.0,119,5e-08,1e-10,106.5,110.8,100.4,50.9,477,506,4,E0
310,46,2,826.0,45,77.0,12.0,27.0,8,20,66662,3453,248,2,51,119,120,119,0.41,120,120.0,120,1.8e-06,1.9e-07,104.0,109.3,96.8,51.0,492,528,0,E0
311,47,0,451.0,45,79.0,12.0,28.0,8,20,70028,4644,573,2,57,119,120,119,0.32,120,120.0,120,2e-06,1.3e-06,106.3,110.6,100.6,51.0,481,508,0,E0
312,46,2,828.0,45,78.0,12.0,24.0,8,20,25086,2909,0,119,58,119,119,119,0.26,119,119.0,119,2.9e-07,1e-10,109.1,114.0,101.9,50.9,466,498,0,E0
313,42,451,0.0,79,45.0,10.0,26.0,8,20,26789,3569,0,305,71,119,119,119,0.27,119,119.0,119,6.1e-07,1e-10,110.5,114.7,104.3,50.9,460,486,0,E0
314,41,827,,77,,,,8,20,66663,3454,248,2,51,120,120,119,0.29,120,120.0,119,2e-06,6.9e-07,104.1,109.4,97.2,51.0,491,526,4,E0
315,47,0,,45,,,,8,20,70040,4649,574,2,57,120,121,119,0.41,120,120.0,120,2.3e-06,1e-10,106.0,110.6,100.3,50.9,482,510,4,E0
316,48,2,828.0,45,78.0,12.0,24.0,8,20,25087,2909,0,119,58,119,119,119,0.26,119,119.0,119,2.4e-07,1e-10,109.4,113.9,102.7,50.9,465,494,0,E0
317,41,467,0.0,79,45.0,10.0,26.0,8,20,26801,3574,0,306,71,119,119,119,0.27,119,119.0,119,4.8e-08,1e-10,110.3,114.2,104.5,50.9,461,486,0,E0
318,42,827,2.0,78,45.0,10.0,27.0,8,20,66664,3454,248,2,51,120,120,119,0.29,120,120.0,119,1.8e-06,1.2e-06,104.0,109.3,97.1,51.0,492,526,0,E0
319,42,920,2.0,77,45.0,10.0,23.0,8,20,25158,2941,0,128,65,119,119,119,0.25,119,119.0,119,1e-10,1e-10,110.0,115.2,102.6,50.9,462,495,0,E0
320,40,829,2.0,78,45.0,10.0,25.0,8,20,25088,2909,0,119,58,119,120,119,0.26,119,119.0,119,1e-10,1e-10,108.9,113.9,102.4,50.9,467,496,0,E0
321,46,2,830.0,45,78.0,12.0,27.0,8,20,66665,3454,249,2,51,120,120,119,0.3,120,120.0,120,2e-06,8.4e-07,103.7,109.2,93.9,51.0,493,544,0,E0
322,46,2,,45,,,,8,20,66747,3492,258,2,54,119,120,119,0.31,120,120.0,120,2.1e-06,1e-10,103.9,108.9,95.4,51.0,492,535,4,E0
323,42,830,,78,,,,8,20,25089,2910,0,119,59,119,119,119,0.27,119,119.0,119,1.7e-06,1e-10,109.0,113.8,101.6,50.9,466,499,4,E0
324,45,2,830.0,45,78.0,12.0,27.0,8,20,66666,3455,249,2,51,119,120,119,0.3,120,120.0,119,1.8e-06,1.6e-06,104.0,109.3,96.8,51.0,492,528,0,E0
325,47,0,0.0,241,233.0,205.0,24.0,8,20,23597,2415,1687,0,68,119,119,119,0.26,119,119.0,119,1e-10,1e-10,108.9,114.1,100.8,50.9,467,504,0,E0
326,45,2,833.0,45,78.0,12.0,24.0,8,20,25090,2910,0,120,59,119,119,119,0.28,119,119.0,119,2.6e-08,1e-10,109.0,114.2,101.6,50.9,466,500,0,E0
327,46,0,0.0,189,181.0,146.0,24.0,8,20,63623,2685,14,2,52,120,120,119,0.29,120,120.0,120,2.6e-06,1e-10,102.9,108.6,94.6,51.0,497,540,0,E0
328,40,831,2.0,78,45.0,10.0,28.0,8,20,66667,3455,249,2,51,120,120,119,0.29,119,120.0,119,2.2e-06,5.7e-07,104.2,109.6,97.1,51.0,491,526,0,E0
329,47,2,,45,,,,8,20,25091,2911,0,120,59,119,119,119,0.27,119,119.0,119,1e-10,1e-10,109.2,113.9,102.3,50.9,465,496,4,E0
330,43,833,2.0,78,45.0,10.0,28.0,8,20,66668,3456,249,2,51,119,120,119,0.31,120,120.0,119,2e-07,1e-10,103.7,109.3,96.8,51.0,493,528,0,E0
331,43,1673,3.0,79,45.0,10.0,28.0,8,20,67321,3720,320,2,56,120,120,119,0.3,120,120.0,119,2.6e-06,6.6e-07,104.3,109.8,96.5,51.0,490,530,0,E0
332,47,3,3.0,45,45.0,10.0,22.0,8,20,25273,2978,0,141,22,119,119,119,0.26,119,119.0,119,1e-10,1e-10,110.3,114.6,104.3,50.9,461,487,0,E0
333,46,3,1088.0,45,78.0,12.0,27.0,8,20,66862,3530,271,2,23,120,120,119,0.3,120,120.0,120,3e-06,7.4e-07,104.5,109.5,97.5,51.0,489,524,0,E0
334,77,15,15.0,45,45.0,10.0,26.0,8,20,68053,4052,406,2,63,120,120,119,0.31,120,120.0,120,2.3e-06,2.6e-06,105.0,110.1,98.8,51.0,487,517,0,E0
335,47,409,411.0,79,79.0,12.0,27.0,8,20,67842,3955,381,2,39,120,120,119,0.41,119,120.0,119,2.6e-06,1.5e-06,104.9,110.0,98.1,51.0,488,521,0,E0
336,63,1715,39.0,79,45.0,10.0,23.0,8,20,69469,4437,518,2,39,120,120,119,0.3,120,120.0,119,7.9e-07,1.2e-07,106.8,111.6,101.4,51.0,479,503,0,E0
337,89,39,1733.0,45,81.0,11.0,27.0,8,20,69492,4448,521,2,40,120,120,119,0.3,120,120.0,120,9.1e-07,1e-10,106.1,110.8,100.2,51.0,482,510,0,E0
338,47,515,15.0,81,45.0,10.0,27.0,8,20,67972,4014,397,2,66,120,120,119,0.32,120,120.0,120,1.9e-06,1.4e-07,104.9,109.6,98.3,51.0,488,520,0,E0
339,73,15,15.0,45,45.0,10.0,27.0,8,20,68311,4170,437,2,61,120,120,119,0.41,120,120.0,120,2.2e-06,1.4e-06,104.7,109.8,98.6,51.0,488,518,0,E0
340,43,15,15.0,45,45.0,10.0,27.0,8,20,68154,4098,418,2,73,119,120,119,0.3,120,120.0,119,2.1e-06,8.7e-07,104.4,109.5,97.8,51.0,490,523,0,E0
341,109,807,15.0,82,45.0,10.0,27.0,8,20,68334,4180,440,2,65,120,120,119,0.31,120,120.0,120,2.4e-06,2.2e-07,104.8,109.6,98.5,51.0,488,519,0,E0
342,70,15,,45,,,,8,20,67488,3793,339,2,32,120,120,119,0.31,120,120.0,120,1.4e-06,1e-10,105.3,110.3,98.7,51.0,486,518,4,E0
343,42,15,,45,,,,8,20,67511,3804,342,2,36,119,120,119,0.32,120,120.0,120,2.4e-06,1.1e-06,104.7,109.8,98.4,51.0,488,519,4,E0
344,47,3,1443.0,45,79.0,12.0,24.0,8,20,25561,3090,0,171,44,119,119,119,0.26,119,119.0,118,1e-10,1e-10,109.6,114.1,103.3,50.9,464,491,0,E0
345,39,1456,3.0,79,45.0,10.0,25.0,8,20,25572,3094,0,172,49,119,119,119,0.28,119,119.0,119,1e-10,1e-10,108.9,113.9,101.2,50.9,466,501,0,E0
346,42,1457,3.0,79,45.0,10.0,28.0,8,20,67150,3641,300,2,41,120,120,119,0.3,120,120.0,120,1.1e-06,9.2e-07,104.3,109.3,97.5,51.0,490,524,0,E0
347,42,791,2.0,79,45.0,10.0,24.0,8,20,25059,2896,0,116,65,119,119,119,0.27,119,119.0,119,1e-10,1e-10,109.9,114.5,103.1,50.9,463,492,0,E0
348,47,3,1223.0,45,79.0,12.0,25.0,8,20,25392,3032,0,155,64,119,119,119,0.27,119,119.0,119,1e-10,1e-10,108.8,114.0,102.4,50.9,467,497,0,E0
349,39,805,2.0,79,45.0,10.0,25.0,8,20,66648,3447,246,2,55,119,120,119,0.29,120,120.0,120,2.5e-06,1.3e-06,103.9,108.9,96.7,51.0,492,528,0,E0
350,41,1237,3.0,79,45.0,10.0,28.0,8,20,66981,3584,285,2,51,120,120,119,0.3,120,120.0,119,2.3e-06,6.2e-07,104.1,109.2,97.4,51.0,491,525,0,E0
351,73,22,24.0,50,50.0,11.0,28.0,8,20,26082,3325,0,233,85,119,119,119,0.26,119,119.0,119,1e-10,1e-10,107.8,112.2,101.4,50.9,471,501,0,E0
352,40,2000,2000.0,283,285.0,265.0,27.0,8,20,26105,3336,0,235,85,119,120,119,0.28,119,119.0,119,9.3e-07,1e-10,108.1,112.6,101.4,50.9,470,501,0,E0
353,48,3,,45,,,,8,20,25327,3003,0,147,47,119,120,119,0.25,119,119.0,119,1e-10,1e-10,108.6,113.4,99.8,50.9,468,509,4,E0
354,40,1155,3.0,79,45.0,10.0,28.0,8,20,66916,3554,277,2,40,119,120,119,0.3,120,120.0,120,9.9e-07,8.1e-07,103.9,109.1,96.7,51.0,492,528,0,E0
355,45,2,879.0,45,79.0,12.0,25.0,8,20,25127,2927,0,124,64,119,119,119,0.27,119,119.0,119,5e-07,1e-10,108.9,113.5,101.9,50.9,467,498,0,E0
356,42,880,2.0,79,45.0,10.0,25.0,8,20,25128,2928,0,124,64,119,119,119,0.25,119,119.0,119,1e-10,1e-10,108.7,113.8,102.1,50.9,467,498,0,E0
357,44,0,949.0,45,80.0,12.0,25.0,8,20,27182,3748,0,351,71,119,120,119,0.29,119,119.0,119,1.8e-07,1e-10,110.4,115.0,104.8,50.9,460,485,0,E0
358,46,0,952.0,45,80.0,12.0,28.0,8,20,70424,4826,618,2,58,119,120,119,0.31,120,120.0,120,2.1e-06,3.9e-07,106.8,110.8,100.9,51.0,479,506,0,E0
359,42,301,0.0,58,116.0,91.0,28.0,8,20,69911,4590,559,2,57,120,120,119,0.32,120,120.0,119,1.1e-06,1.7e-06,106.1,110.6,100.2,51.0,482,510,0,E0
360,42,15,15.0,45,45.0,10.0,27.0,8,20,68300,4164,436,2,59,119,120,119,0.32,120,120.0,120,2.3e-06,1.6e-06,104.7,109.7,98.0,51.0,489,521,0,E0
361,47,0,303.0,115,59.0,12.0,25.0,8,20,26672,3516,0,290,70,119,119,119,0.26,119,119.0,119,1e-10,1e-10,110.3,114.8,104.2,50.9,461,487,0,E0
362,43,302,0.0,59,111.0,87.0,28.0,8,20,69912,4590,559,2,57,120,120,119,0.3,120,120.0,120,2.4e-06,2e-07,106.2,110.5,100.4,51.0,481,509,0,E0
363,46,0,303.0,120,59.0,11.0,25.0,8,20,26671,3515,0,290,70,119,119,119,0.27,119,119.0,119,1e-10,1e-10,110.3,114.5,104.3,50.9,460,487,0,E0
364,45,0,,246,,,,8,20,69885,4578,556,2,56,120,120,119,0.31,120,120.0,120,1.5e-06,8.9e-07,106.1,110.9,100.4,51.0,482,508,4,E0
365,46,0,286.0,188,55.0,12.0,25.0,8,20,26658,3509,0,289,70,119,120,119,0.27,119,119.0,119,1e-10,1e-10,109.7,114.6,103.9,50.9,464,488,0,E0
366,48,1557,,82,,,,8,20,69412,4411,511,2,74,120,120,119,0.32,120,120.0,119,2.6e-06,1.6e-06,104.8,109.6,98.1,51.0,488,521,4,E0
367,47,620,622.0,81,82.0,11.0,26.0,8,20,68100,4073,412,2,67,119,120,119,0.31,120,120.0,119,2.4e-06,9e-07,104.7,109.6,98.3,51.0,489,520,0,E0
368,48,1577,1579.0,82,83.0,11.0,27.0,8,20,69436,4422,514,2,76,119,120,119,0.31,120,120.0,120,4e-06,1.6e-06,105.0,109.7,98.9,51.0,487,516,0,E0
369,46,1155,,82,,,,8,20,68853,4259,467,2,60,120,120,119,0.31,119,120.0,119,2.9e-06,9.5e-07,103.9,108.7,96.4,51.0,492,530,4,E0
370,67,626,15.0,82,45.0,10.0,26.0,8,20,68105,4075,412,2,68,120,120,119,0.31,119,120.0,119,2.1e-06,4.5e-07,104.7,109.8,98.4,51.0,488,519,0,E0
371,46,643,645.0,82,82.0,11.0,27.0,8,20,68128,4086,415,2,70,120,120,119,0.3,120,120.0,119,2.4e-06,1e-10,104.3,109.5,97.8,51.0,491,522,0,E0
372,44,0,770.0,45,79.0,12.0,28.0,8,20,70280,4759,602,2,58,120,121,119,0.31,120,120.0,120,1.3e-06,5.1e-07,106.7,110.7,101.0,50.9,479,506,0,E0
373,43,171,,51,,,,8,20,26568,3468,0,278,64,119,119,119,0.27,119,119.0,119,1e-10,1e-10,110.1,114.7,104.2,50.9,461,488,4,E0
374,47,0,187.0,314,51.0,11.0,28.0,8,20,69820,4548,548,2,54,119,120,119,0.31,120,120.0,120,4.7e-06,8.3e-07,106.0,110.1,100.1,51.0,482,511,0,E0
375,46,0,335.0,45,74.0,12.0,28.0,8,20,69937,4602,562,2,57,120,120,119,0.31,120,120.0,119,2.3e-06,1e-10,106.3,110.9,100.5,51.0,481,508,0,E0
376,47,0,,45,,,,8,20,26710,3533,0,295,70,119,119,119,0.27,119,119.0,119,1.4e-06,1e-10,109.7,114.7,104.1,50.9,463,488,4,E0
377,45,0,795.0,45,80.0,12.0,28.0,8,20,70301,4769,604,2,58,120,120,119,0.32,120,120.0,119,1e-10,1e-10,106.6,111.2,101.0,51.0,479,506,0,E0
378,47,0,797.0,45,80.0,12.0,25.0,8,20,27062,3693,0,337,71,119,119,119,0.27,119,119.0,119,1e-10,1e-10,110.3,114.7,104.7,50.9,461,485,0,E0
379,46,0,551.0,45,79.0,12.0,25.0,8,20,26866,3604,0,314,71,119,119,119,0.25,119,119.0,119,1e-10,1e-10,110.3,115.0,104.4,50.9,461,486,0,E0
380,40,796,0.0,80,45.0,10.0,29.0,8,20,70302,4769,604,2,58,119,120,119,0.33,119,120.0,119,4.7e-06,3e-07,106.7,110.9,101.1,51.0,479,506,0,E0
381,72,15,15.0,45,45.0,10.0,25.0,8,20,67909,3986,389,2,60,120,120,119,0.32,120,120.0,120,1.9e-06,5.9e-07,105.4,110.3,99.0,50.9,485,516,0,E0
382,39,1043,0.0,80,45.0,10.0,26.0,8,20,27257,3782,0,360,71,119,119,119,0.27,119,119.0,119,1e-10,1e-10,110.7,114.6,104.9,50.9,459,484,0,E0
383,47,422,424.0,79,81.0,12.0,27.0,8,20,67858,3962,383,2,44,120,120,119,0.31,120,120.0,119,4e-06,2.4e-06,104.4,109.6,98.0,51.0,490,520,0,E0
384,42,501,0.0,79,45.0,10.0,26.0,8,20,26828,3587,0,309,71,119,120,119,0.26,119,119.0,119,1e-10,1e-10,109.9,115.0,104.3,50.9,462,487,0,E0
385,44,0,698.0,45,79.0,12.0,25.0,8,20,26983,3657,0,328,71,119,119,119,0.28,119,119.0,118,1e-10,1e-10,110.3,114.8,102.4,50.9,461,496,0,E0
386,46,1962,42.0,82,45.0,10.0,24.0,8,20,26438,3419,0,265,43,119,119,119,0.29,119,119.0,119,1e-10,1e-10,109.6,114.3,104.1,50.9,464,488,0,E0
387,42,42,1976.0,45,82.0,11.0,28.0,8,20,69690,4498,535,2,46,119,120,119,0.31,119,119.0,119,2.2e-06,3e-07,106.2,110.4,98.9,50.9,482,517,0,E0
388,74,15,15.0,45,45.0,11.0,26.0,8,20,67514,3805,342,2,37,119,120,119,0.3,120,120.0,119,1.4e-06,1e-10,104.5,109.3,97.7,51.0,489,523,0,E0
389,64,1419,,84,,,,8,20,69237,4331,490,2,46,119,120,119,0.3,120,120.0,119,5.8e-07,1.6e-06,106.1,110.9,100.3,51.0,482,509,4,E0
390,94,2509,2514.0,77,77.0,12.0,27.0,15,20,20660,4141,1277,0,57,118,119,117,0.24,118,119.0,118,1e-10,1e-10,108.5,113.2,101.0,50.9,467,502,0,N0
391,46,166,168.0,77,77.0,12.0,27.0,8,20,67537,3815,345,2,43,119,120,119,0.3,120,120.0,119,2.3e-06,1.4e-07,103.8,108.4,97.5,51.0,493,524,0,E0
392,96,2528,2534.0,77,77.0,12.0,27.0,15,20,20670,4146,1278,0,59,118,119,117,0.25,119,119.0,119,1e-10,1e-10,108.2,112.8,101.0,50.9,469,502,0,N0
393,45,1436,1438.0,83,83.0,12.0,26.0,8,20,69260,4341,493,2,47,120,120,119,0.31,120,120.0,119,2.4e-07,3.8e-07,104.8,108.9,99.1,51.0,488,515,0,E0
394,42,499,0.0,79,45.0,10.0,28.0,8,20,70067,4662,577,2,58,120,120,119,0.32,120,120.0,119,1.9e-06,1e-10,106.5,111.0,100.8,50.9,480,507,0,E0
395,95,2547,2552.0,78,78.0,12.0,28.0,15,20,20680,4150,1279,0,61,119,119,118,0.24,119,119.0,119,1e-10,1e-10,107.9,112.6,100.7,50.9,470,503,0,N0
396,45,0,976.0,45,80.0,12.0,28.0,8,20,70444,4835,621,2,58,119,120,119,0.32,120,120.0,120,1.5e-06,2.7e-07,106.8,111.0,101.0,51.0,479,506,0,E0
397,42,977,0.0,80,45.0,10.0,26.0,8,20,27205,3758,0,354,71,119,119,119,0.27,119,119.0,119,7.7e-07,1e-10,110.5,114.4,104.6,50.9,460,485,0,E0
398,45,0,977.0,45,80.0,12.0,27.0,8,20,70445,4835,621,2,58,119,120,119,0.33,120,120.0,120,2e-06,2e-06,106.7,111.3,101.2,51.0,479,505,0,E0
399,40,646,2.0,78,45.0,10.0,25.0,8,20,24948,2851,0,104,52,119,119,119,0.26,119,119.0,119,1e-10,1e-10,108.6,113.7,102.1,50.9,468,498,0,E0
400,69,1439,1442.0,83,83.0,11.0,27.0,8,20,69263,4343,493,2,48,119,120,119,0.31,120,120.0,119,1.3e-06,4.6e-08,104.6,109.0,98.7,51.0,489,518,0,E0
401,42,15,15.0,45,45.0,10.0,27.0,8,20,69286,4353,496,2,52,119,120,119,0.32,120,120.0,120,1.5e-06,1e-06,104.1,108.4,98.2,51.0,491,520,0,E0
402,46,147,149.0,76,77.0,12.0,26.0,8,20,67513,3805,342,2,37,119,120,119,0.32,120,120.0,120,2.1e-06,7.1e-07,104.7,109.6,98.3,51.0,489,520,0,E0
403,68,150,151.0,77,77.0,11.0,27.0,8,20,67516,3806,342,2,37,120,120,119,0.3,119,120.0,119,2.2e-06,1.7e-07,104.4,109.4,97.8,51.0,490,523,0,E0
404,43,15,15.0,45,45.0,11.0,26.0,8,20,67515,3805,342,2,37,120,120,119,0.32,120,120.0,120,1.3e-06,6.7e-07,104.3,109.6,98.0,51.0,491,521,0,E0
405,73,15,,45,,,,8,20,67518,3807,343,2,38,120,120,119,0.32,119,120.0,119,2.7e-06,5.8e-07,104.2,109.4,96.1,51.0,491,531,4,E0
406,46,150,,77,,,,8,20,67517,3806,342,2,38,119,120,119,0.31,119,120.0,119,2.1e-06,9e-07,104.5,109.3,98.1,51.0,489,521,4,E0
407,68,153,155.0,77,77.0,11.0,27.0,8,20,67520,3808,343,2,38,119,120,119,0.32,120,120.0,120,1.9e-06,1.4e-07,104.3,109.3,97.9,51.0,490,522,0,E0
408,42,15,,45,,,,8,20,67519,3807,343,2,38,120,120,119,0.32,119,120.0,119,2.2e-06,1.8e-06,104.3,109.0,97.8,51.0,490,523,4,E0
409,42,893,0.0,80,45.0,10.0,28.0,8,20,70379,4805,613,2,58,120,120,119,0.32,120,120.0,120,1.1e-06,1e-10,106.4,111.3,101.1,51.0,481,505,0,E0
410,71,15,15.0,45,45.0,10.0,26.0,8,20,67522,3809,343,2,39,119,120,119,0.3,120,120.0,120,2.9e-06,1.4e-06,104.1,109.2,97.1,51.0,491,526,0,E0
411,42,895,0.0,80,45.0,10.0,26.0,8,20,27140,3729,0,346,71,119,119,119,0.27,119,119.0,119,1e-10,1e-10,110.0,115.0,104.5,50.9,462,485,0,E0
412,46,154,,77,,,,8,20,67521,3808,343,2,39,119,120,119,0.31,120,120.0,119,8.3e-07,1e-10,104.3,109.2,98.0,51.0,490,521,4,E0
413,47,0,897.0,45,80.0,12.0,28.0,8,20,70381,4806,613,2,58,120,120,119,0.34,120,120.0,120,1.9e-06,2.4e-07,106.7,111.3,101.0,51.0,479,506,0,E0
414,46,0,899.0,45,80.0,12.0,25.0,8,20,27142,3729,0,347,71,119,119,119,0.28,119,119.0,119,1e-06,1e-10,110.4,114.8,104.7,50.9,460,485,0,E0
415,67,155,158.0,77,77.0,11.0,27.0,8,20,67524,3810,343,2,39,120,120,119,0.3,120,120.0,119,2.4e-06,2.3e-06,104.2,109.1,97.9,51.0,491,523,0,E0
416,41,15,,45,,,,8,20,67523,3809,343,2,39,120,120,119,0.32,120,120.0,119,9.3e-07,8e-07,103.9,108.7,96.2,51.0,492,531,4,E0
417,72,15,15.0,45,45.0,11.0,26.0,8,20,67526,3810,344,2,40,120,120,119,0.32,119,120.0,119,2.5e-06,1e-10,103.7,109.0,97.5,51.0,493,524,0,E0
418,45,156,158.0,77,77.0,12.0,27.0,8,20,67525,3810,343,2,40,119,120,119,0.31,119,120.0,119,2.6e-06,1e-10,104.2,108.9,97.8,51.0,491,522,0,E0
419,68,158,161.0,77,77.0,11.0,27.0,8,20,67528,3811,344,2,41,119,120,119,0.3,120,120.0,120,2.3e-07,1.4e-07,104.1,108.8,97.7,51.0,491,523,0,E0
420,42,15,15.0,45,45.0,10.0,26.0,8,20,67527,3811,344,2,40,120,120,119,0.34,120,120.0,120,1.2e-06,2.9e-07,103.9,108.9,95.9,51.0,492,533,0,E0
421,76,15,,45,,,,8,20,67530,3812,344,2,41,119,120,119,0.31,120,120.0,119,1e-06,5.3e-07,103.8,108.9,97.0,51.0,493,527,4,E0
422,45,159,,77,,,,8,20,67529,3812,344,2,41,119,120,119,0.3,120,120.0,120,1.8e-06,1e-10,103.9,108.8,97.7,51.0,492,523,4,E0
423,69,162,164.0,77,77.0,11.0,27.0,8,20,67532,3813,344,2,42,119,120,119,0.3,120,120.0,119,2.7e-06,2.3e-06,104.0,108.8,97.6,51.0,492,524,0,E0
424,41,15,15.0,45,45.0,10.0,27.0,8,20,67531,3813,344,2,41,120,120,119,0.3,120,120.0,119,2.2e-06,1e-10,103.9,108.9,96.9,51.0,492,527,0,E0
425,96,1746,1751.0,77,77.0,12.0,26.0,15,20,20160,4025,1243,0,42,118,119,117,0.24,119,119.0,119,1e-10,1e-10,109.1,113.7,102.0,50.9,465,497,0,N0
426,52,1460,1463.0,83,83.0,12.0,23.0,8,10,27567,3888,0,389,47,119,119,119,0.27,119,119.0,119,1e-10,1e-10,110.9,114.9,105.4,50.9,458,482,0,E0
427,44,4,4.0,45,45.0,10.0,25.0,8,10,70810,4971,656,2,45,120,120,120,0.42,119,120.0,119,1.2e-07,1e-10,105.0,110.2,97.4,51.0,487,525,0,E0
428,46,4,1463.0,45,83.0,12.0,24.0,8,10,27568,3888,0,389,47,119,119,119,0.27,119,119.0,119,3.7e-08,1e-10,110.6,115.1,104.1,50.9,459,488,0,E0
429,43,15,15.0,45,45.0,10.0,26.0,8,20,67910,3986,389,2,60,120,120,119,0.31,120,120.0,120,2.9e-06,1.6e-06,105.1,110.4,98.7,51.0,487,517,0,E0
430,45,4,1340.0,45,84.0,12.0,26.0,8,10,70718,4948,650,2,61,120,120,119,0.31,120,120.0,119,2.5e-06,1.3e-07,104.5,109.6,96.8,51.0,489,528,0,E0
431,48,1340,4.0,84,45.0,10.0,25.0,8,10,27477,3867,0,383,65,119,119,119,0.26,119,119.0,119,1e-10,1e-10,110.3,114.1,104.6,50.9,461,485,0,E0
432,52,4,1342.0,45,84.0,12.0,26.0,8,10,70719,4948,650,2,61,120,120,119,0.3,120,120.0,119,7.7e-07,1.5e-07,104.4,109.9,97.3,51.0,490,526,0,E0
433,50,1354,4.0,84,45.0,10.0,26.0,8,10,27488,3872,0,385,70,119,119,119,0.26,119,119.0,118,1e-10,1e-10,110.0,114.6,104.7,51.0,462,485,0,E0
434,43,4,1354.0,45,84.0,12.0,26.0,8,10,70730,4953,651,2,66,120,120,119,0.33,120,120.0,119,3.2e-06,1.2e-07,104.1,109.3,94.8,51.0,491,539,0,E0
435,52,4,1354.0,45,83.0,12.0,27.0,8,10,70731,4954,651,2,66,120,120,119,0.32,119,120.0,119,1.9e-06,4.1e-07,104.4,109.5,97.0,51.0,490,526,0,E0
436,98,53,,45,,,,13,20,20758,4181,1288,0,68,118,120,118,0.25,119,119.0,119,1e-10,1e-10,107.7,112.4,100.3,50.9,471,505,4,N0
437,85,2953,2956.0,76,76.0,12.0,27.0,15,10,20908,4250,1305,0,65,119,120,118,0.24,119,119.0,119,1e-10,1e-10,109.8,114.6,102.4,50.9,462,495,0,N0
438,97,53,53.0,45,45.0,10.0,28.0,13,20,20752,4178,1287,0,67,118,119,118,0.26,119,119.0,119,1e-10,1e-10,107.9,112.6,100.7,50.9,470,504,0,N0
439,40,1684,4.0,83,45.0,10.0,24.0,8,10,27736,3945,0,402,70,119,119,119,0.28,119,119.0,119,1.2e-06,1e-10,111.0,114.9,105.3,50.7,457,483,0,E0
440,43,4,1686.0,45,83.0,12.0,24.0,8,10,70979,5030,669,2,67,120,120,119,0.32,119,120.0,119,6.3e-07,4.3e-08,104.8,110.1,97.5,51.0,488,524,0,E0
