,330X2,330X21,330X25,330X31,330X41,330X42,330X48,330X49,330X51,330X52,330X81,330X94,330X100,330X101,330X102,330X104,330X106,330X107,330X108,330X119,330X120,330X121,330X135,330X140,330X141,330X142,330X167,330X179,330X185,330X188,330X190,330X191,330X195,330X197,330X207,330X208,330X214,330X218,330X224,330X236,330X244,330X248,330X258,330X266,330X267,330X274,330X277,330X288,330X296,330X297,330X298,330X302,330X303,330X315,330X321,330X364,330X384,330X385,330X393,330X394,330X395,330X421,330X422,330X441,330X452,330X458,330X460,330X461,330X462,330X468,330X471,330X472,330X481,330X482,330X488,330X498,330X511,330X512,330X516,330X527,330X538,330X539,330X547,330X548,330X552,330X553,330X554,330X555,330X559,330X561,330X562,330X566,330X568,330X569,330X573,330X574,330X575,330X576,330X580,330X582,330X595,330X603,330X604,330X608,330X610,330X611,330X615,330X643,330X670,330X673,330X689,330X690,330X700,330X713,330X798,330X878,330X899,330X909,330X912,330X932,330X952,330X972,330X1053,330X1077,330X1129,330X1174,330X1202,330X1207,330X1214,330X1226,TOOL
387,86.9,4.11,200.1,97.14,39.3,0.46,39.8,0.46,38.975,0.45,97.874,136.0,3.48,0.27,92.94,91.45,100.23,99.36,98.19,4.49,100.83,99.838,99.688,94.9,99.6,98.618,4.24,94.487,93.21,92.152,94.64,93.808,93.04,95.25,95.21,94.138,92.92,92.457,91.3,3.88,92.83,94.56,93.897,87.38,94.26,92.13,94.9,94.078,82.07,96.19,95.338,94.48,4.69,94.028,92.86,96.31,97.1,96.088,81.4,97.99,97.065,98.23,97.273,97.87,95.383,94.36,8.9,95.82,94.84,93.82,96.29,95.303,97.93,96.938,95.89,98.35,99.66,98.745,97.78,2.291,100.57,99.828,100.53,99.877,99.14,5.06,99.97,99.358,98.72,98.39,97.805,97.29,95.81,95.343,94.92,91.45,92.52,92.03,91.65,86.67,3.91,101.85,100.885,99.87,100.79,99.808,98.75,156,96.47,4.97,0.00012,89.42,94.96,4.57,7.9e-05,70512,1.7,158.1,18.4,19.63,50.5,48.74,2,7.99,5.13,12.89,22.42,22.42,138.1,0.14,A
388,86.3,4.41,198.3,98.66,43.7,0.41,39.9,0.39,43.133,0.68,99.598,121.7,4.3,0.34,88.67,83.18,100.37,98.587,95.02,4.41,101.54,99.697,99.88,94.78,101.44,99.527,4.38,98.117,94.59,86.84,91.89,89.907,86.1,99.48,98.67,96.873,93.47,95.617,92.29,4.27,92.78,96.657,96.973,91.61,98.86,93.44,99.02,97.357,92.26,92.29,90.383,86.69,4.71,97.723,94.14,99.1,99.07,97.083,40.0,99.05,97.047,99.26,97.183,100.3,99.163,95.34,7.9,102.99,100.883,97.09,102.5,100.42,103.46,101.297,97.46,97.31,97.04,94.957,91.14,3.324,100.71,98.473,99.74,97.53,93.42,5.98,98.38,96.14,92.02,96.54,94.273,90.13,94.0,91.737,87.54,94.02,91.16,88.93,84.74,88.68,4.33,99.42,97.55,93.92,100.08,98.163,94.59,129,96.48,4.72,0.0001,92.22,94.26,4.36,7.4e-05,63356,1.68,162.5,18.9,20.21,50.53,48.38,1,7.967,5.58,12.72,22.21,22.22,124.3,12.6,B
389,87.1,3.9,200.0,97.36,39.4,0.5,39.8,0.49,38.825,0.42,100.412,135.3,3.5,0.26,92.03,91.39,99.5,98.862,97.8,4.57,99.78,99.175,99.227,95.96,98.67,98.052,4.18,94.118,93.35,91.65,93.6,93.125,92.65,94.42,94.17,93.645,92.98,92.002,91.24,3.75,93.07,94.263,93.493,85.63,93.17,92.06,94.17,93.56,82.2,95.27,94.715,94.05,4.7,93.13,92.44,95.0,95.81,95.353,81.9,96.74,96.145,97.18,96.663,96.66,94.545,93.99,8.9,94.61,94.025,93.43,95.15,94.615,96.98,96.347,95.69,98.66,98.86,98.155,97.36,2.238,100.72,100.257,100.84,100.395,100.15,5.03,100.34,99.983,99.76,98.75,98.517,98.43,96.18,96.017,95.94,91.4,92.78,92.585,92.48,88.12,3.78,100.86,100.175,99.4,99.78,99.145,98.39,155,97.04,5.01,0.00014,86.8,95.65,4.59,9.4e-05,70655,1.7,158.0,18.29,19.52,50.03,48.26,1,7.99,5.12,12.89,21.95,22.26,141.6,0.12,A
390,82.6,4.28,200.0,97.668,39.4,0.39,39.85,0.39,38.725,0.39,100.434,135.3,4.07,0.23,86.49,85.05,97.43,96.522,95.56,4.37,98.25,97.328,98.278,92.14,98.13,97.328,4.4,94.683,93.67,85.72,88.25,87.45,86.7,95.2,95.93,94.995,93.96,93.99,93.03,4.14,95.47,97.43,97.205,89.38,97.6,95.72,99.05,98.248,89.18,90.36,89.475,88.69,4.51,98.133,97.0,99.49,99.61,98.665,81.6,100.16,99.205,99.8,98.85,98.69,96.318,95.24,8.9,97.38,96.425,95.32,97.29,96.358,98.78,97.805,96.6,99.14,94.89,93.962,93.09,2.433,99.29,98.365,98.55,97.638,96.59,5.21,97.28,96.393,95.41,95.04,94.22,93.3,91.69,90.945,90.12,89.89,87.62,86.968,86.19,81.32,4.15,98.25,97.285,96.43,97.96,96.998,96.13,154,92.13,4.75,0.00037,89.97,92.08,4.46,0.0001,130639,1.7,158.0,18.39,19.64,50.52,48.73,1,7.995,5.22,12.89,22.42,22.42,141.7,0.14,A
391,84.2,4.42,198.3,96.375,44.3,0.4,39.9,0.4,44.167,0.66,96.848,119.7,4.31,0.34,86.21,85.41,98.33,97.717,96.91,4.4,99.51,98.85,98.957,94.63,99.25,98.597,4.37,96.853,96.05,85.843,89.37,88.97,88.51,97.56,96.88,96.233,95.51,94.92,94.19,4.26,94.75,95.74,95.917,91.47,96.41,95.09,96.44,95.863,92.11,89.7,89.313,88.81,4.7,95.863,95.11,94.98,94.53,93.907,40.4,94.43,93.773,94.7,94.003,96.0,96.457,95.62,8.0,99.06,98.383,97.55,98.79,98.133,99.95,99.253,98.39,98.48,94.46,93.96,93.31,3.354,97.83,97.123,97.07,96.37,95.43,5.98,95.67,95.07,94.24,93.97,93.237,92.33,91.44,90.787,89.94,94.04,88.58,87.95,87.3,86.22,4.31,97.18,96.61,95.98,97.86,97.25,96.54,132,96.34,4.73,0.00015,92.07,94.12,4.37,8.1e-05,74109,1.68,162.5,18.89,20.21,50.53,48.38,2,7.963,5.59,12.73,22.21,22.22,120.9,12.6,B
392,82.8,4.28,200.0,97.061,39.3,0.39,39.825,0.39,38.9,0.39,97.914,135.6,4.06,0.25,86.66,84.41,97.3,96.038,94.54,4.37,98.41,97.142,98.028,92.13,98.34,97.143,4.41,94.597,93.17,85.518,88.46,87.315,86.23,95.43,96.12,95.008,93.53,93.965,92.61,4.14,95.12,97.398,97.155,89.37,97.75,95.36,99.22,98.173,89.16,90.39,89.215,88.07,4.51,98.047,96.67,99.63,99.72,98.53,81.6,100.19,99.075,99.88,98.735,98.79,96.208,94.75,8.9,97.21,96.22,94.83,97.13,96.138,98.63,97.597,96.15,98.63,94.96,93.622,92.15,2.43,99.15,98.127,98.42,97.408,96.1,5.21,97.14,96.145,94.91,94.93,93.985,92.79,91.62,90.727,89.6,89.85,87.62,86.805,85.81,81.27,4.14,98.32,96.968,95.44,98.0,96.655,95.15,155,92.11,4.74,0.00018,89.95,92.07,4.46,0.0001,133857,1.7,158.0,18.39,19.63,50.51,48.72,2,7.995,5.22,12.89,22.41,22.41,138.1,0.14,A
393,88.3,3.91,200.0,96.98,39.2,0.51,39.8,0.51,38.925,0.43,97.614,135.8,3.5,0.29,92.12,90.89,99.91,99.2,97.93,4.58,100.34,99.632,99.593,96.08,99.37,98.45,4.19,94.468,93.2,91.585,93.73,93.103,92.29,95.01,95.01,94.093,92.82,92.46,91.26,3.75,93.05,94.752,93.89,85.72,94.06,92.1,94.94,94.1,82.3,95.64,94.963,94.08,4.7,93.588,92.46,95.9,96.55,95.693,81.7,97.58,96.685,98.02,97.11,97.39,94.857,93.82,8.9,95.25,94.325,93.23,95.68,94.763,97.58,96.638,95.44,97.98,99.2,98.48,97.45,2.255,101.29,100.378,101.28,100.473,99.67,5.0,100.77,100.012,99.28,99.3,98.6,97.91,96.66,96.072,95.55,91.39,93.38,92.675,92.21,88.59,3.79,101.31,100.503,99.43,100.23,99.458,98.36,155,97.14,5.02,0.00012,86.9,95.74,4.59,8.2e-05,82418,1.71,158.1,18.4,19.66,50.53,48.74,2,7.99,5.13,12.9,22.42,22.43,137.7,0.14,A
394,86.8,4.13,199.9,99.396,49.7,0.44,39.8,0.37,41.125,0.42,101.166,134.9,3.82,0.23,92.44,79.22,102.84,98.322,89.33,4.44,103.88,99.003,99.805,93.65,103.65,99.028,4.38,96.032,87.85,88.558,93.77,90.205,81.07,99.78,100.25,96.655,88.29,95.59,87.0,4.1,88.58,98.713,98.657,89.78,101.42,88.38,102.57,99.023,87.29,95.72,92.192,82.99,4.59,98.377,89.58,102.8,103.87,99.263,83.2,104.42,99.84,104.51,99.88,103.5,97.333,89.64,8.9,100.92,96.638,89.83,100.82,96.453,102.03,97.442,91.46,93.12,99.51,96.257,87.19,2.447,101.2,97.855,100.61,97.263,89.65,5.28,99.39,96.345,88.37,97.83,94.59,86.26,95.27,91.837,83.33,91.01,92.05,88.38,79.77,86.62,4.1,103.2,98.998,90.47,102.93,98.485,90.33,164,93.96,4.76,0.00016,90.78,93.73,4.46,5.4e-05,155229,1.69,158.3,18.15,19.34,49.34,47.63,1,7.995,5.17,12.87,21.89,22.14,142.7,0.12,A
395,83.0,4.28,200.0,97.187,39.3,0.4,39.8,0.39,38.85,0.39,97.972,135.8,4.06,0.24,86.67,84.77,97.36,96.338,95.16,4.37,98.51,97.405,98.315,92.13,98.43,97.36,4.41,94.86,93.73,85.828,88.43,87.525,86.38,95.53,96.29,95.238,94.07,94.235,93.12,4.14,95.6,97.487,97.54,89.37,97.99,95.93,99.4,98.442,89.16,90.42,89.465,88.28,4.51,98.313,97.22,99.77,99.88,98.803,81.6,100.4,99.33,100.05,98.943,98.89,96.335,95.19,8.9,97.57,96.478,95.31,97.48,96.413,98.97,97.762,96.24,98.67,94.93,93.935,92.71,2.437,99.37,98.208,98.61,97.453,96.1,5.21,97.37,96.215,94.91,94.91,94.01,92.83,91.53,90.69,89.61,89.85,87.68,86.858,85.83,81.35,4.14,98.31,97.295,95.99,98.02,97.013,95.73,155,92.11,4.74,0.00019,89.95,92.07,4.46,0.0001,141113,1.7,158.0,18.39,19.64,50.51,48.72,2,7.992,5.22,12.89,22.41,22.42,138.2,0.14,A
396,85.7,4.3,200.0,99.125,38.5,0.42,39.8,0.41,38.15,0.41,99.598,138.7,4.1,0.25,88.7,87.7,99.92,99.218,98.39,4.39,100.8,100.088,100.64,92.31,100.42,99.688,4.42,96.618,96.01,88.142,90.86,90.238,89.67,97.06,97.49,96.675,95.83,95.545,94.75,4.16,97.2,98.825,98.68,89.78,99.2,97.46,100.63,99.982,89.66,92.61,91.985,91.41,4.5,100.175,99.32,101.91,102.11,101.302,82.0,102.99,102.21,102.42,101.673,101.37,98.98,98.21,8.9,99.69,98.96,98.13,99.62,98.903,100.93,100.125,99.19,101.56,97.24,96.495,95.82,2.514,100.17,99.415,99.39,98.677,97.85,5.51,97.97,97.292,96.51,95.47,94.76,94.04,92.0,91.377,90.79,89.67,88.17,87.563,86.99,82.42,4.17,100.59,99.868,99.2,100.41,99.69,99.06,152,92.17,4.76,0.00013,90.29,92.25,4.47,8.7e-05,42036,1.7,158.0,18.38,19.62,50.5,48.71,1,7.998,5.4,12.88,22.41,22.42,140.5,0.14,A
397,85.9,4.3,200.0,99.384,38.3,0.42,39.8,0.41,38.075,0.41,100.022,139.5,4.1,0.25,88.63,87.12,99.86,98.877,97.53,4.39,100.77,99.735,100.268,92.31,100.36,99.32,4.42,96.29,95.13,87.917,90.82,90.065,89.25,96.99,97.48,96.45,95.31,95.297,94.22,4.16,96.64,98.538,98.39,89.78,99.05,96.95,100.47,99.81,89.66,92.52,91.718,90.84,4.5,100.0,98.78,102.08,102.16,101.085,82.1,103.05,101.975,102.57,101.483,101.53,98.697,97.64,9.0,99.61,98.632,97.58,99.58,98.58,100.84,99.785,98.66,100.96,97.13,96.145,94.9,2.51,100.14,99.14,99.26,98.335,97.32,5.51,97.89,96.985,96.01,95.39,94.547,93.64,91.92,91.15,90.34,89.67,88.08,87.362,86.69,82.31,4.17,100.55,99.513,98.26,100.36,99.333,98.09,152,92.18,4.76,0.00012,90.29,92.25,4.47,8.6e-05,42036,1.7,158.0,18.38,19.62,50.5,48.71,2,7.99,5.4,12.88,22.4,22.41,141.1,0.14,A
398,85.8,4.3,200.0,99.787,38.5,0.42,39.8,0.41,37.9,0.41,102.674,138.5,4.1,0.25,88.53,87.09,99.57,98.757,97.84,4.39,100.81,99.88,100.305,92.31,100.25,99.358,4.42,96.248,95.14,87.813,90.63,89.868,89.06,96.93,97.41,96.435,95.35,95.305,94.28,4.16,96.69,98.445,98.345,89.78,98.79,96.87,100.2,99.672,89.66,92.49,91.635,90.85,4.5,99.84,98.7,101.72,101.84,100.983,82.0,102.82,101.925,102.26,101.363,101.2,98.69,97.51,8.9,99.59,98.688,97.48,99.47,98.595,100.78,99.815,98.51,100.86,97.03,96.118,95.25,2.503,100.21,99.287,99.15,98.29,97.07,5.51,97.8,96.968,95.82,95.35,94.472,93.49,91.91,91.097,90.19,89.64,87.97,87.24,86.39,82.3,4.17,100.43,99.53,98.66,100.27,99.368,98.51,151,92.17,4.76,0.00039,90.29,92.25,4.47,0.0001,42658,1.7,158.0,18.38,19.62,50.5,48.72,1,7.995,5.39,12.88,22.4,22.4,144.8,0.14,A
399,86.4,4.44,198.2,99.008,43.3,0.4,39.9,0.39,43.0,0.7,99.986,122.8,4.44,0.34,89.6,86.95,100.81,99.557,97.82,4.41,101.66,100.293,100.02,94.95,100.93,99.503,4.37,97.6,95.75,88.563,92.67,91.543,89.89,98.37,97.55,96.237,94.42,94.857,93.11,4.29,93.66,95.727,95.913,91.98,97.1,94.1,97.18,96.067,92.76,93.08,92.01,90.36,4.73,96.237,94.35,96.91,96.96,95.687,39.8,96.97,95.597,97.33,95.96,98.65,98.36,96.29,7.9,101.81,100.32,98.23,101.55,100.067,102.7,101.183,99.1,99.28,97.57,96.41,94.63,3.264,101.48,99.987,100.88,99.417,97.24,5.78,99.83,98.373,96.28,98.13,96.68,94.51,95.72,94.317,92.17,94.62,93.03,91.667,89.64,90.4,4.33,100.08,98.877,97.13,100.65,99.39,97.62,129,97.08,4.74,0.00026,92.84,94.56,4.37,9e-05,193106,1.64,162.5,18.85,20.15,50.43,48.3,1,7.967,5.6,12.7,22.13,22.13,124.8,12.58,B
400,88.2,4.42,198.2,100.251,39.1,0.42,39.9,0.37,37.7,0.66,102.07,136.2,4.27,0.33,91.33,79.63,102.32,98.975,90.78,4.42,103.31,99.983,100.28,93.64,103.4,99.955,4.45,98.91,90.95,88.078,94.74,91.313,82.44,102.61,102.05,98.758,90.93,97.698,89.97,4.28,90.84,99.363,99.862,90.23,103.38,91.7,103.66,100.528,90.9,94.66,91.265,82.63,4.75,100.75,92.37,102.41,101.64,98.182,40.6,101.38,97.903,101.11,97.633,101.94,99.45,91.19,8.1,104.75,101.203,92.86,104.26,100.75,105.22,101.7,93.27,93.13,99.11,95.627,86.85,3.385,102.95,99.205,102.23,98.44,89.03,6.02,101.0,97.203,87.74,99.26,95.453,85.82,96.93,93.153,83.43,91.06,94.25,90.385,80.66,91.91,4.26,101.49,98.033,89.51,102.08,98.665,90.3,150,95.5,4.73,0.0001,91.04,93.26,4.36,7.2e-05,202303,1.68,162.3,18.86,20.19,50.52,48.38,1,7.965,5.54,12.72,22.2,22.21,144.0,12.6,B
401,85.8,4.45,198.2,98.613,38.5,0.4,39.9,0.4,38.3,0.65,99.134,138.4,4.31,0.34,84.81,83.3,98.43,97.453,96.0,4.4,100.05,99.03,99.613,93.45,100.54,99.533,4.43,98.795,97.57,84.078,88.22,87.45,86.64,100.23,99.68,98.703,97.54,97.097,95.97,4.26,96.7,98.537,99.04,90.03,100.22,97.76,100.47,99.715,90.77,88.43,87.645,86.87,4.74,99.797,98.44,99.1,98.29,97.27,40.8,97.99,96.97,97.8,96.753,98.72,98.64,97.17,8.1,101.43,100.288,98.92,101.06,99.902,102.1,100.908,99.47,99.51,93.34,92.512,91.62,3.401,99.79,98.743,99.14,97.993,96.74,6.04,97.88,96.797,95.6,96.09,95.08,93.89,93.76,92.752,91.64,91.02,91.01,90.12,89.16,88.69,4.26,96.45,95.552,94.57,97.4,96.5,95.49,153,95.42,4.77,0.00014,90.92,93.08,4.39,7.6e-05,214019,1.68,162.3,18.87,20.19,50.51,48.38,2,7.965,5.54,12.72,22.2,22.2,139.8,12.6,B
402,86.4,4.43,198.3,99.573,43.0,0.41,39.9,0.41,42.8,0.68,99.976,123.7,4.32,0.35,88.74,88.1,100.6,100.033,99.3,4.41,101.76,101.177,101.413,94.78,101.68,101.087,4.38,99.54,98.89,88.47,92.05,91.727,91.28,99.61,98.9,98.243,97.63,96.973,96.39,4.28,96.99,98.073,98.393,91.61,99.05,97.88,99.19,98.847,92.24,92.22,91.953,91.6,4.71,99.2,98.62,99.37,99.31,98.683,39.9,99.29,98.6,99.5,98.847,100.64,100.857,100.18,7.9,103.32,102.533,101.83,102.81,102.037,103.74,102.98,102.2,102.14,96.94,96.577,96.12,3.331,100.71,100.223,99.94,99.34,98.76,5.98,98.51,97.953,97.41,96.63,96.147,95.59,94.1,93.58,93.08,94.02,91.18,90.78,90.41,88.76,4.33,99.67,99.12,98.48,100.24,99.687,99.01,128,96.48,4.75,8.9e-05,92.22,94.26,4.38,7e-05,63356,1.68,162.5,18.89,20.21,50.54,48.39,2,7.963,5.58,12.72,22.21,22.22,124.8,12.6,B
403,84.5,4.42,198.3,97.837,44.2,0.4,39.9,0.4,43.6,0.66,99.996,120.3,4.31,0.34,86.19,85.43,98.29,97.717,97.01,4.4,99.43,98.817,99.003,94.65,99.26,98.633,4.37,97.257,96.53,85.79,89.25,88.817,88.41,97.34,96.57,96.02,95.36,94.783,94.17,4.26,94.82,95.843,96.103,91.47,96.66,95.5,96.75,96.463,92.11,89.7,89.33,88.92,4.7,96.823,96.24,96.83,96.7,96.137,40.0,96.63,96.013,96.91,96.247,97.97,98.237,97.56,7.9,100.7,99.993,99.3,100.21,99.5,101.12,100.4,99.74,99.6,94.41,93.95,93.42,3.361,98.21,97.44,97.28,96.527,95.75,5.99,95.8,95.11,94.39,93.88,93.18,92.49,91.25,90.62,89.98,94.12,88.38,87.78,87.16,85.85,4.31,97.19,96.653,96.05,97.86,97.297,96.66,130,96.34,4.73,0.00023,92.08,94.11,4.37,8.3e-05,63933,1.68,162.5,18.89,20.21,50.53,48.38,1,7.963,5.59,12.72,22.2,22.21,124.8,12.6,B
404,84.5,4.42,198.3,96.975,44.1,0.4,39.9,0.4,43.9,0.66,97.464,120.4,4.31,0.34,86.0,85.25,98.24,97.76,97.04,4.4,99.4,98.883,99.047,94.65,99.22,98.703,4.37,97.26,96.51,85.703,89.28,88.91,88.47,97.31,96.58,96.043,95.39,94.78,94.13,4.26,94.82,95.897,96.163,91.47,96.79,95.5,96.92,96.49,92.1,89.66,89.303,88.94,4.7,96.843,96.19,96.96,96.82,96.163,40.0,96.83,96.103,97.06,96.283,98.14,98.27,97.33,7.9,100.91,100.02,99.06,100.43,99.553,101.31,100.42,99.57,99.39,94.42,93.96,93.42,3.362,98.29,97.52,97.37,96.567,95.77,5.99,95.92,95.18,94.4,93.94,93.27,92.61,91.33,90.667,90.06,94.1,88.45,87.867,87.24,85.96,4.32,97.07,96.617,96.01,97.76,97.27,96.64,131,96.34,4.73,0.00014,92.08,94.11,4.37,7.8e-05,63933,1.68,162.5,18.89,20.21,50.53,48.38,2,7.967,5.59,12.72,22.21,22.21,121.7,12.6,B
405,84.5,4.42,198.3,97.781,44.2,0.4,39.9,0.4,43.567,0.66,99.86,120.4,4.31,0.34,86.24,85.23,98.35,97.69,96.77,4.4,99.42,98.743,98.913,94.63,99.26,98.577,4.37,97.173,96.3,85.777,89.29,88.793,88.19,97.31,96.62,95.98,95.14,94.733,93.91,4.26,94.63,95.847,96.113,91.47,96.8,95.38,96.89,96.53,92.11,89.73,89.253,88.67,4.7,96.827,96.11,96.99,96.84,96.127,40.0,96.72,96.033,96.98,96.273,98.0,98.263,97.45,7.9,100.74,100.007,99.22,100.27,99.543,101.14,100.42,99.61,99.45,94.38,93.857,93.18,3.36,98.2,97.533,97.23,96.61,95.95,5.99,95.81,95.177,94.56,93.9,93.303,92.63,91.26,90.713,90.1,94.12,88.45,87.79,87.06,85.91,4.31,97.15,96.557,95.8,97.76,97.173,96.37,130,96.34,4.73,0.00026,92.08,94.11,4.37,8.6e-05,64508,1.68,162.5,18.89,20.21,50.53,48.38,1,7.967,5.59,12.72,22.2,22.21,124.7,12.6,B
406,84.5,4.42,198.3,97.055,44.0,0.4,39.9,0.4,43.833,0.66,97.51,120.5,4.31,0.34,86.31,85.47,98.29,97.753,97.01,4.4,99.39,98.88,99.05,94.63,99.33,98.737,4.37,97.3,96.66,85.907,89.49,89.017,88.56,97.46,96.48,96.03,95.44,94.837,94.17,4.26,94.83,95.89,96.23,91.47,96.63,95.57,96.75,96.533,92.1,89.83,89.367,88.9,4.7,96.877,96.04,96.77,96.74,96.123,40.0,96.67,95.997,96.84,96.197,97.97,98.223,97.35,7.9,100.67,99.96,99.06,100.2,99.493,101.05,100.363,99.49,99.39,94.33,93.957,93.44,3.363,98.14,97.49,97.17,96.557,95.83,5.99,95.73,95.167,94.49,93.81,93.263,92.62,91.18,90.68,90.05,94.12,88.33,87.847,87.3,85.81,4.32,97.27,96.7,96.07,97.75,97.28,96.66,131,96.34,4.73,0.00015,92.08,94.11,4.37,8e-05,64508,1.68,162.5,18.89,20.21,50.53,48.38,2,7.967,5.59,12.73,22.2,22.21,121.7,12.6,B
407,84.6,4.42,198.3,97.769,44.2,0.4,39.9,0.4,43.567,0.66,99.846,120.3,4.31,0.34,86.19,85.66,98.2,97.777,97.31,4.4,99.34,98.773,98.933,94.65,99.09,98.523,4.37,97.167,96.58,85.907,89.22,88.967,88.65,97.25,96.45,95.93,95.38,94.703,94.19,4.26,94.89,95.797,96.093,91.47,96.66,95.61,96.74,96.403,92.11,89.67,89.447,89.22,4.7,96.807,96.34,96.63,96.51,96.083,40.0,96.52,96.02,96.76,96.243,97.77,98.25,97.65,7.9,100.54,99.99,99.35,100.05,99.537,100.88,100.4,99.8,99.63,94.43,94.12,93.77,3.363,98.06,97.617,97.07,96.68,96.17,5.99,95.67,95.28,94.79,93.77,93.437,92.99,91.18,90.89,90.51,94.12,88.36,88.043,87.72,85.81,4.31,97.09,96.66,96.34,97.75,97.31,96.98,130,96.34,4.73,0.00026,92.07,94.11,4.37,8.6e-05,65043,1.68,162.5,18.9,20.21,50.53,48.38,1,7.96,5.59,12.73,22.2,22.21,124.6,12.6,B
408,84.5,4.42,198.3,96.987,44.1,0.4,39.9,0.4,43.9,0.66,97.44,120.5,4.31,0.34,86.27,85.44,98.36,97.76,96.98,4.4,99.48,98.863,98.997,94.65,99.24,98.633,4.37,97.237,96.47,85.92,89.36,89.0,88.5,97.31,96.57,95.987,95.26,94.73,94.0,4.26,94.71,95.86,96.137,91.47,96.69,95.44,96.82,96.527,92.11,89.76,89.357,88.85,4.7,96.853,96.2,96.95,96.9,96.147,40.0,96.84,96.09,97.04,96.3,98.19,98.307,97.54,7.9,100.88,100.037,99.24,100.41,99.563,101.3,100.477,99.69,99.58,94.41,93.973,93.39,3.371,98.36,97.62,97.49,96.627,95.74,5.99,96.04,95.193,94.36,93.88,93.243,92.49,91.31,90.677,89.98,94.12,88.36,87.82,87.18,85.94,4.32,97.16,96.653,96.01,97.8,97.303,96.66,131,96.34,4.73,0.00015,92.08,94.11,4.37,7.9e-05,65043,1.68,162.5,18.89,20.21,50.53,48.38,2,7.963,5.59,12.72,22.2,22.21,121.6,12.6,B
409,86.6,4.31,199.7,98.185,38.9,0.42,39.8,0.41,38.575,0.45,98.996,137.3,4.12,0.24,88.47,85.26,98.49,97.188,95.09,4.39,99.56,98.237,98.965,92.05,99.31,98.013,4.43,95.23,93.17,87.315,90.38,89.118,86.96,96.14,96.57,95.305,93.3,94.16,92.12,4.19,94.26,97.105,96.885,89.7,97.76,94.24,99.16,98.095,89.67,92.04,90.728,88.45,4.56,98.075,95.96,100.06,100.02,98.765,82.3,100.67,99.295,100.07,98.737,99.03,96.14,93.64,8.9,97.7,96.347,93.9,97.9,96.545,99.64,98.192,95.68,98.42,96.45,95.008,92.62,2.434,101.68,100.143,101.09,99.47,96.69,5.31,99.97,98.398,95.65,97.84,96.245,93.54,94.56,93.032,90.35,89.62,90.33,88.895,86.4,84.18,4.18,99.51,98.192,96.08,99.36,98.023,95.91,154,92.32,4.79,0.0001,90.15,91.97,4.46,7.9e-05,70013,1.64,157.7,18.03,19.2,48.95,47.26,1,7.995,5.27,12.83,21.69,22.11,139.6,0.11,A
410,84.6,4.42,198.3,97.86,44.0,0.4,39.9,0.4,43.5,0.66,99.928,120.4,4.31,0.34,86.18,85.63,98.25,97.697,97.13,4.4,99.36,98.773,98.903,94.65,99.16,98.52,4.37,97.13,96.5,85.877,89.17,88.85,88.61,97.2,96.44,95.883,95.34,94.66,94.13,4.26,94.84,95.793,96.063,91.47,96.67,95.52,96.83,96.473,92.1,89.67,89.343,89.09,4.7,96.857,96.29,96.93,96.82,96.167,40.0,96.63,96.067,96.9,96.31,97.93,98.267,97.69,7.9,100.62,99.917,99.16,100.15,99.453,101.01,100.22,99.5,99.44,94.33,93.947,93.58,3.363,98.1,97.4,97.16,96.457,95.85,5.99,95.76,95.087,94.51,93.77,93.163,92.61,91.23,90.627,90.11,94.1,88.36,87.83,87.43,85.82,4.31,97.03,96.587,96.19,97.7,97.223,96.77,130,96.34,4.73,0.00024,92.08,94.11,4.37,8.4e-05,65619,1.68,162.5,18.89,20.21,50.52,48.38,1,7.96,5.59,12.73,22.21,22.21,124.7,12.6,B
411,87.1,4.32,199.7,98.489,38.6,0.42,39.8,0.41,38.4,0.45,99.024,138.2,4.12,0.24,88.51,86.85,98.44,97.56,96.75,4.39,99.47,98.595,99.36,92.05,99.26,98.362,4.43,95.552,94.71,87.62,90.39,89.46,88.63,96.06,96.49,95.625,94.78,94.485,93.68,4.19,95.89,97.453,97.227,89.69,97.72,95.84,99.14,98.47,89.67,91.99,91.013,90.12,4.56,98.513,97.63,100.28,100.24,99.22,82.2,100.86,99.793,100.28,99.26,99.25,96.682,95.68,9.0,97.94,96.778,95.46,98.18,96.983,99.87,98.627,97.18,99.94,96.38,95.322,94.33,2.436,101.99,100.68,101.3,100.037,98.59,5.31,100.23,98.975,97.56,98.09,96.877,95.49,94.76,93.62,92.36,89.62,90.61,89.513,88.3,84.4,4.18,99.47,98.537,97.68,99.28,98.345,97.5,153,92.32,4.8,9.5e-05,90.15,91.97,4.46,7.7e-05,70013,1.64,157.7,18.05,19.22,49.02,47.33,2,7.99,5.27,12.83,21.8,22.15,139.7,0.11,A
