,344X1,344X2,344X5,344X7,344X10,344X13,344X14,344X15,344X23,344X25,344X31,344X33,344X34,344X36,344X42,344X46,344X48,344X49,344X54,344X55,344X75,344X78,344X90,344X102,344X114,344X118,344X121,344X126,344X127,344X130,344X132,344X133,344X138,344X150,344X153,344X154,344X156,344X163,344X166,344X168,344X169,344X174,344X177,344X178,344X180,344X181,344X210,344X212,344X216,344X222,344X224,344X231,344X237,344X239,344X240,344X243,344X245,344X246,344X266,344X270,344X278,344X279,344X281,344X297,344X299,344X317,344X318,344X321,344X324,344X335,344X336,344X338,344X341,344X347,344X348,344X355,344X364,344X365,344X377,TOOL
343,159.0,156,101,118,81,100,117.0,81,81,213,177,0.72,0.35,4.23,3006,3010,3000,3000,95.0,95.0,3085,17.9,5.8,46.0,30.2,19.8,19.3,1201,1,2,1198,0,0,399,402,802,395,1199,1204,595,1197,3,7,7,0,0,1,52759,5,10.2,14.2,3999,3957,32,29,34,28,27,52,0.0,322,542,382,34,28,13,39,51,28,4426,3385,4470,4411,3007.5,3009.6,108.8,106.3,106.5,93,W
344,150.0,156,101,118,81,100,120.0,81,81,214,172,0.74,0.41,4.03,3000,3010,2990,2990,99.8,100.0,3085,15.9,12.9,35.7,35.5,19.7,19.3,1199,0,2,1198,0,-2,398,400,800,395,1198,1200,595,1193,0,2,2,-2,-2,0,52628,5,10.3,14.3,3999,3949,30,27,34,30,23,52,0.0,333,538,380,44,37,12,38,48,25,4407,3378,4461,4388,3013.7,3015.5,100.3,107.7,107.4,108,X
345,150.0,156,101,118,81,100,120.0,81,81,213,172,0.76,0.44,4.18,3000,3010,2990,2990,99.9,100.5,3085,15.9,12.9,35.7,35.5,19.7,19.3,1199,0,2,1198,0,-2,398,400,800,395,1198,1200,595,1197,0,2,2,-2,-2,0,52628,5,10.3,14.3,4000,3939,29,27,33,29,22,52,0.0,336,548,397,44,37,11,38,48,25,4405,3379,4464,4385,3014.1,3015.9,109.3,108.5,108.9,108,X
346,159.0,156,101,118,81,100,117.0,81,81,212,177,0.66,0.29,4.18,3006,3010,3000,3000,95.0,95.0,3085,17.9,5.8,46.0,30.2,19.9,19.3,1201,0,2,1198,0,0,399,402,802,397,1199,1204,595,1197,3,7,7,0,0,1,52628,5,10.2,14.2,4000,3970,32,29,35,28,27,50,0.0,323,546,387,34,28,13,39,51,28,4425,3387,4470,4408,3008.0,3008.6,111.4,106.8,107.4,93,W
347,150.0,156,101,118,81,100,120.0,81,81,212,174,0.71,0.42,4.03,2999,3010,2990,2990,110.3,109.9,3085,15.9,12.9,35.7,35.5,19.7,19.3,1200,0,2,1198,0,-2,398,400,800,395,1198,1200,595,1197,0,2,2,-2,-2,0,52594,5,10.3,14.4,4000,3965,31,27,33,31,23,52,0.0,333,555,336,44,32,12,37,48,25,4394,3378,4398,4369,3013.9,3015.4,104.0,106.8,106.5,89,X
348,159.0,156,101,118,81,100,117.0,81,81,212,177,0.67,0.31,4.08,3006,3010,3000,3000,107.8,110.6,3085,17.9,5.8,46.0,30.2,19.9,19.3,1201,1,4,1198,0,0,399,402,802,395,1199,1204,595,1197,3,5,7,0,0,0,52736,5,10.2,14.1,4000,3957,32,29,35,28,26,50,0.0,324,546,387,34,29,13,39,51,28,4421,3384,4465,4404,3007.4,3008.8,110.5,106.9,107.4,95,W
349,159.6,156,101,118,81,100,118.1,81,81,213,178,0.77,0.37,4.95,3001,3010,2990,2990,96.9,97.0,3085,17.9,5.8,46.0,30.2,19.8,19.2,1199,3,6,1198,2,-1,398,400,802,395,1197,1200,595,1193,-5,-2,-5,-7,-7,0,52602,5,10.2,14.5,3999,3928,29,26,32,29,23,52,0.0,323,549,380,40,33,11,40,52,29,4489,3424,4537,4473,3011.7,3011.3,110.6,107.2,107.6,95,V
350,159.0,156,101,118,81,100,117.0,81,81,212,177,0.68,0.31,4.13,3006,3010,3000,3000,94.9,95.1,3085,17.9,5.8,46.0,30.2,19.8,19.3,1201,1,2,1198,0,0,399,402,802,395,1199,1204,595,1197,3,7,7,0,0,0,52736,5,10.2,14.2,3999,3953,32,29,34,28,27,51,0.0,323,542,386,34,28,13,39,51,28,4422,3385,4466,4406,3007.2,3009.0,110.3,107.4,107.9,94,W
351,159.0,156,101,118,81,100,117.0,81,81,213,177,0.7,0.32,4.1,3006,3010,3000,3000,98.3,101.9,3085,17.9,5.8,46.0,30.2,19.9,19.3,1201,1,2,1198,0,0,399,402,802,397,1199,1204,595,1197,3,7,7,0,2,1,52736,5,10.2,14.2,3999,3949,32,29,34,28,27,50,0.0,323,545,385,34,28,13,39,51,28,4424,3384,4468,4408,3008.1,3008.1,100.3,108.1,107.8,94,W
352,159.0,156,101,118,81,100,117.0,81,81,214,178,0.68,0.32,4.0,3006,3010,3000,3000,108.7,101.4,3085,17.9,5.8,46.0,30.2,19.9,19.3,1201,1,2,1198,0,0,399,402,805,395,1199,1204,595,1197,3,7,7,0,0,0,52736,5,10.2,14.2,3999,3978,32,29,35,28,26,52,0.0,323,547,386,34,28,13,39,51,28,4425,3386,4469,4410,3008.8,3008.5,99.7,107.0,106.7,96,W
353,150.0,156,101,118,81,100,120.0,81,81,213,172,0.72,0.4,4.1,3000,3010,2990,2990,109.9,110.8,3085,15.9,12.9,35.7,35.5,19.7,19.3,1199,0,2,1198,0,-2,398,400,800,395,1198,1200,595,1197,0,2,2,-2,-2,0,52628,5,10.2,14.3,3999,3956,29,27,34,29,22,52,0.0,337,544,401,44,37,11,38,48,25,4404,3374,4463,4386,3014.1,3015.2,101.7,107.3,106.9,110,X
354,159.0,156,101,118,81,100,117.0,81,81,212,177,0.66,0.28,4.23,3006,3010,3000,3000,95.0,95.0,3085,17.9,5.8,46.0,30.2,19.9,19.3,1201,0,2,1198,0,0,399,402,802,395,1199,1204,595,1197,2,7,7,0,0,1,52628,5,10.2,14.3,3999,3972,32,29,34,28,27,51,0.0,324,544,386,34,29,13,39,51,28,4424,3383,4469,4406,3008.9,3009.6,111.2,106.2,106.7,95,W
355,150.0,156,101,118,81,100,120.0,81,81,209,172,0.74,0.43,4.15,3000,3010,2990,2990,99.9,100.0,3085,15.9,12.9,35.7,35.5,19.7,19.3,1199,0,2,1196,0,-2,398,400,800,395,1198,1200,595,1197,0,2,2,-2,-2,0,52520,5,10.4,14.2,3999,3941,30,27,33,29,22,52,0.0,336,572,394,44,38,12,37,49,26,4394,3395,4453,4370,3013.9,3015.2,99.9,107.9,107.4,98,X
356,159.0,156,101,118,81,100,117.0,81,81,212,176,0.64,0.29,4.08,3006,3010,3000,3000,110.1,111.2,3085,17.9,5.8,46.0,30.2,19.9,19.3,1201,0,2,1198,0,0,399,402,802,397,1199,1204,595,1197,2,5,5,0,0,0,52521,5,10.6,14.6,4000,3971,34,29,35,28,27,51,0.0,322,527,325,35,24,13,40,51,28,4418,3365,4422,4386,3007.9,3009.0,111.3,105.7,106.0,86,W
357,150.0,156,101,118,81,100,120.0,81,81,215,172,0.73,0.41,4.1,3000,3010,2990,2990,100.4,100.8,3085,15.9,12.9,35.7,35.5,19.4,19.1,1200,0,2,1198,0,-2,398,400,800,395,1199,1200,595,1197,0,2,2,-2,-2,1,52921,5,10.3,14.3,3999,3958,29,27,34,29,23,52,0.0,336,529,396,45,37,11,39,48,26,4413,3363,4468,4397,3014.0,3015.9,104.0,109.1,109.2,117,X
358,159.0,156,101,118,81,100,117.0,81,81,213,178,0.63,0.26,4.13,3005,3010,3000,3000,106.5,109.6,3085,17.9,5.8,46.0,30.2,19.4,19.3,1201,0,2,1198,0,0,399,402,802,397,1199,1204,595,1197,2,5,5,0,0,0,52921,5,10.2,14.0,4000,3972,32,29,34,28,27,51,0.0,324,537,385,34,28,13,39,50,27,4435,3382,4475,4421,3007.7,3008.9,109.3,107.5,107.9,93,W
359,159.0,156,101,118,81,100,117.0,81,81,209,176,0.65,0.29,4.05,3006,3010,3000,3000,111.0,111.1,3085,17.9,5.8,46.0,30.2,19.4,19.3,1201,1,2,1198,0,0,399,402,805,397,1199,1200,595,1197,2,7,7,0,0,1,52874,6,10.7,14.1,3999,3970,32,29,34,28,27,52,0.0,327,549,383,34,29,13,38,50,27,4430,3388,4476,4408,3007.7,3007.9,110.3,105.7,106.0,92,W
360,159.0,156,101,118,81,100,117.0,81,81,213,177,0.68,0.31,4.13,3005,3010,3000,3000,95.0,94.9,3085,17.9,5.8,46.0,30.2,19.9,19.3,1201,1,2,1198,0,0,399,402,802,395,1199,1200,595,1197,3,5,7,2,2,0,52776,5,10.3,14.0,4000,3960,32,29,35,28,27,52,0.0,322,539,384,34,29,13,39,51,28,4425,3384,4467,4408,3007.8,3009.2,107.1,106.2,106.2,92,W
361,150.0,156,101,118,81,100,120.0,81,81,209,171,0.73,0.41,3.98,3000,3010,2990,2990,110.3,109.8,3085,15.9,12.9,35.7,35.5,19.4,19.0,1199,0,2,1198,0,-2,397,400,800,395,1199,1200,595,1197,0,2,2,-2,-2,1,52875,5,10.3,14.4,3999,3969,30,27,34,29,23,52,0.0,340,566,394,44,38,11,38,49,26,4402,3380,4457,4377,3013.1,3015.1,110.1,107.5,107.8,106,X
362,150.0,156,101,118,81,100,120.0,81,81,210,172,0.7,0.42,4.0,3000,3010,2990,2990,100.6,99.9,3085,15.9,12.9,35.7,35.5,19.4,19.0,1199,0,2,1198,0,-2,398,400,800,395,1199,1200,595,1197,0,2,2,-2,-2,0,52876,5,10.3,14.4,4000,3963,29,27,34,29,23,52,0.0,338,564,401,44,38,11,38,49,26,4405,3382,4464,4360,3013.6,3014.8,107.7,108.3,108.5,103,X
363,150.0,156,101,118,81,100,120.0,81,81,213,174,0.7,0.37,4.15,3000,3010,2990,2990,99.8,100.0,3085,15.9,12.9,35.7,35.5,19.6,19.4,1199,0,2,1198,0,-2,397,400,800,395,1199,1200,595,1197,0,2,2,-2,-2,1,52868,5,10.3,14.5,3999,3950,31,27,33,31,23,52,0.0,334,550,337,45,32,12,39,49,26,4398,3361,4402,4378,3013.9,3015.0,111.2,106.9,107.4,94,X
364,150.0,156,101,118,81,100,120.0,81,81,213,174,0.69,0.37,4.15,3000,3010,2990,2990,100.0,100.5,3085,15.9,12.9,35.7,35.5,19.6,19.4,1200,0,2,1198,0,-2,398,400,800,395,1198,1200,595,1197,0,2,2,-2,-2,0,52868,5,10.3,14.4,3999,3945,31,27,33,31,23,52,0.0,334,545,337,45,32,12,39,49,27,4397,3355,4401,4380,3013.2,3015.1,101.8,108.9,108.6,96,X
365,159.0,156,101,118,81,100,117.0,81,81,210,176,0.65,0.28,4.1,3006,3010,3000,3000,94.7,95.0,3085,17.9,5.8,46.0,30.2,19.9,19.3,1201,1,2,1198,0,0,399,402,802,397,1199,1204,595,1197,3,7,7,0,0,1,52868,5,10.2,14.3,3999,3949,32,29,34,28,27,50,0.0,323,554,377,34,28,13,39,51,28,4428,3397,4475,4409,3007.5,3008.3,107.9,107.5,107.8,89,W
366,150.0,156,101,118,81,100,120.0,81,81,215,172,0.73,0.4,4.05,3000,3010,2990,2990,99.9,100.1,3085,15.9,12.9,35.7,35.5,19.6,19.3,1199,0,2,1198,0,-2,398,400,800,395,1199,1200,595,1197,0,2,2,-2,-2,0,52821,5,10.1,14.4,4000,3959,30,27,34,29,23,52,0.0,336,531,395,45,37,11,40,49,27,4400,3353,4457,4382,3013.3,3015.1,110.4,107.0,107.4,111,X
367,150.0,156,101,118,81,100,120.0,81,81,216,172,0.73,0.43,4.08,3000,3010,2990,2990,105.9,103.4,3085,15.9,12.9,35.7,35.5,19.6,19.3,1200,0,2,1198,0,-3,398,400,802,395,1199,1200,595,1197,0,0,2,-2,-2,0,52776,5,10.1,14.2,3999,3940,30,27,34,29,23,52,0.0,335,528,394,45,37,11,40,49,27,4399,3352,4453,4381,3014.2,3015.4,103.2,109.2,109.2,115,X
368,150.0,156,101,118,81,100,120.0,81,81,214,173,0.72,0.4,4.1,3000,3010,2990,2990,103.5,105.2,3085,15.9,12.9,35.7,35.5,19.6,19.3,1199,0,2,1198,0,-2,398,400,800,395,1199,1200,595,1197,0,2,2,-2,-2,0,52821,5,10.2,14.4,3999,3955,30,27,34,29,23,52,0.0,337,543,397,45,37,11,39,49,27,4399,3357,4456,4380,3013.8,3015.2,100.8,108.9,108.6,107,X
369,159.0,156,101,118,81,100,117.0,81,81,212,177,0.67,0.28,4.2,3005,3010,3000,3000,95.1,97.9,3085,17.9,5.8,46.0,30.2,19.8,19.3,1201,0,2,1198,0,0,399,402,802,395,1199,1204,595,1197,3,5,7,0,0,0,52789,5,10.2,14.1,3999,3954,32,29,34,28,27,51,0.0,324,546,387,34,29,13,39,51,28,4428,3386,4470,4411,3007.2,3009.3,111.5,106.4,106.9,93,W
370,159.0,156,101,118,81,100,117.0,81,81,214,177,0.67,0.3,4.15,3005,3010,3000,3000,95.0,95.0,3085,17.9,5.8,46.0,30.2,19.8,19.3,1201,1,2,1198,0,0,399,402,802,395,1199,1204,595,1197,3,5,7,0,0,1,52776,5,10.2,14.5,4000,3955,32,29,34,28,27,52,0.0,322,524,372,34,28,13,39,50,28,4430,3373,4465,4416,3007.0,3008.5,100.6,108.3,108.1,95,W
371,150.0,156,101,118,81,100,120.0,81,81,213,172,0.72,0.41,4.05,3000,3010,2990,2990,100.1,100.0,3085,15.9,12.9,35.7,35.5,19.6,19.3,1200,0,2,1198,0,-2,398,402,802,395,1199,1200,595,1197,0,2,2,-2,-2,0,52776,5,10.2,14.4,3999,3950,29,27,34,29,23,52,0.0,335,546,394,45,37,11,39,49,27,4398,3363,4452,4378,3014.2,3015.2,110.2,108.2,108.7,106,X
372,150.0,156,101,118,81,100,120.0,81,81,213,172,0.68,0.38,4.03,3000,3010,2990,2990,99.9,100.0,3085,15.9,12.9,35.7,35.5,19.6,19.3,1199,0,2,1198,0,-2,398,400,800,395,1199,1200,595,1197,0,0,2,-2,-2,1,52868,5,10.1,14.3,3999,3957,30,27,34,29,22,52,0.0,336,544,392,44,37,11,39,49,26,4404,3370,4458,4384,3014.2,3014.7,111.3,107.3,107.9,108,X
373,150.0,156,101,118,81,100,120.0,81,81,214,172,0.73,0.4,4.13,3000,3010,2990,2990,100.0,100.0,3085,15.9,12.9,35.7,35.5,19.6,19.3,1199,0,2,1198,0,-2,398,400,800,395,1199,1200,595,1197,0,0,2,-2,-2,0,52868,5,10.2,14.4,4000,3956,29,27,34,29,23,52,0.0,335,537,396,45,37,11,39,49,27,4401,3362,4459,4383,3013.8,3015.6,99.4,108.2,107.7,112,X
374,159.0,156,101,118,81,100,117.0,81,81,211,177,0.64,0.28,4.2,3005,3010,3000,3000,95.0,95.0,3085,17.9,5.8,46.0,30.2,19.9,19.3,1201,1,2,1198,0,0,399,402,802,397,1199,1204,595,1197,3,7,7,0,0,1,52868,5,10.3,14.5,3999,3963,34,29,34,28,27,52,0.0,321,533,324,35,24,13,39,51,28,4426,3373,4430,4398,3007.9,3008.6,110.3,105.7,105.9,83,W
375,150.0,156,101,118,81,100,120.0,81,81,213,172,0.7,0.38,4.1,3000,3010,2990,2990,99.8,100.4,3085,15.9,12.9,35.7,35.5,19.6,19.3,1199,0,2,1198,0,-2,398,400,800,395,1199,1200,595,1197,0,2,0,-2,-2,0,52868,5,10.3,14.3,4000,3965,30,27,34,29,23,52,0.0,337,548,396,45,38,11,39,49,27,4401,3367,4457,4381,3013.6,3015.4,102.5,107.0,106.7,109,X
376,159.0,156,101,118,81,100,117.0,81,81,211,177,0.67,0.29,4.05,3005,3010,3000,3000,94.8,95.1,3085,17.9,5.8,46.0,30.2,19.8,19.3,1201,1,2,1198,0,0,399,402,802,395,1199,1204,595,1197,3,5,7,2,0,1,52868,5,10.2,14.1,4000,3970,32,29,34,28,27,50,0.0,323,550,388,34,29,13,39,51,28,4430,3396,4474,4415,3006.8,3009.6,110.0,107.4,107.9,93,W
377,159.0,156,101,118,81,100,117.0,81,81,212,178,0.62,0.28,4.08,3006,3010,3000,3000,96.5,94.7,3085,17.9,5.8,46.0,30.2,19.5,19.3,1201,0,2,1198,0,0,399,402,802,397,1199,1204,595,1197,2,5,7,0,0,0,52921,5,10.3,14.5,4000,3994,33,29,34,28,27,52,0.0,321,523,326,34,24,13,39,50,27,4433,3365,4438,4392,3008.1,3009.0,110.3,107.1,107.5,82,W
378,150.0,156,101,118,81,100,120.0,81,81,211,174,0.71,0.4,4.03,3000,3010,2990,2990,99.9,99.9,3085,15.9,12.9,35.7,35.5,19.4,19.0,1200,1,2,1198,0,-2,397,400,800,395,1199,1200,595,1197,0,2,2,-2,-2,1,52921,5,10.3,14.4,4000,3943,31,27,33,31,22,52,0.0,335,553,339,44,33,12,38,48,26,4403,3368,4407,4373,3013.9,3015.5,110.5,107.5,107.8,93,X
379,159.6,156,101,118,81,100,107.3,81,81,204,171,0.65,0.22,4.2,3000,3010,3000,3000,100.0,100.0,3076,18.0,7.3,46.2,28.4,19.8,19.3,1199,-1,0,1196,-2,0,398,400,800,395,1199,1204,595,1197,0,5,2,-2,-2,1,55053,7,10.5,14.1,6000,5936,30,28,40,30,24,52,0.0,271,637,295,47,40,12,41,58,31,4614,4058,4648,4582,3011.1,3012.6,103.8,108.7,108.7,60,S
380,159.0,156,101,118,81,100,117.0,81,81,212,177,0.62,0.26,4.18,3005,3010,3000,3000,95.0,95.1,3085,17.9,5.8,46.0,30.2,19.4,19.3,1201,0,2,1198,0,0,399,402,802,395,1199,1204,595,1197,2,5,7,0,0,0,52921,5,10.3,13.7,3999,3950,32,29,34,28,27,52,0.0,322,538,370,34,28,13,38,50,27,4436,3384,4470,4422,3007.4,3009.1,101.2,107.8,107.6,91,W
381,159.0,156,101,118,81,100,117.0,81,81,211,176,0.67,0.31,4.08,3006,3010,3000,3000,97.4,100.2,3085,17.9,5.8,46.0,30.2,19.8,19.3,1201,2,4,1198,0,0,399,402,802,397,1199,1204,595,1197,3,7,7,2,0,0,52773,6,10.6,14.3,3999,3980,32,29,34,28,27,52,0.0,326,534,389,34,29,13,39,51,28,4423,3374,4477,4400,3007.8,3007.5,110.1,106.2,106.5,92,W
382,159.0,156,101,118,81,100,117.0,81,81,212,177,0.65,0.29,4.15,3006,3010,3000,3000,106.2,99.6,3085,17.9,5.8,46.0,30.2,19.4,19.3,1201,0,2,1198,0,0,399,402,802,397,1199,1204,595,1197,2,5,5,0,0,1,52921,5,10.2,14.0,4000,3968,32,29,34,28,27,52,0.0,323,545,387,34,28,13,38,50,27,4434,3393,4474,4416,3007.8,3007.3,110.2,106.1,106.4,93,W
383,156.0,156,101,118,81,100,108.0,81,81,213,172,0.65,0.26,4.4,3000,3010,2990,2990,100.0,100.0,3085,15.4,12.5,39.6,32.5,19.8,19.3,1199,0,0,1196,-2,0,398,400,800,395,1199,1204,595,1197,-1,0,0,-5,-5,0,54121,6,10.2,13.9,3999,3971,30,27,38,30,24,52,0.0,328,537,368,43,38,9,38,49,24,4304,3378,4354,4266,3012.6,3013.1,105.2,106.7,106.3,95,S
384,159.0,156,101,118,81,100,117.0,81,81,211,177,0.63,0.28,4.08,3005,3010,3000,3000,99.8,95.2,3085,17.9,5.8,46.0,30.2,19.9,19.3,1201,1,2,1198,0,0,399,402,802,397,1199,1204,595,1197,3,7,7,0,2,0,52868,5,10.2,14.6,4000,3996,33,29,34,28,27,52,0.0,320,528,325,34,24,13,39,50,28,4427,3374,4432,4388,3008.3,3009.5,110.3,106.0,106.3,82,W
385,159.6,156,101,118,81,100,107.3,81,81,202,174,0.66,0.22,4.3,3001,3010,2990,2990,99.9,100.0,3076,18.0,7.3,46.2,28.4,19.8,19.3,1199,0,0,1196,-2,0,398,400,800,395,1199,1204,595,1197,0,2,2,-2,-2,1,55415,6,10.5,14.1,6000,5990,30,28,40,30,24,52,0.0,271,641,293,46,40,11,41,57,30,4622,4066,4655,4592,3012.9,3012.6,111.2,107.8,108.2,60,S
386,150.0,156,101,118,81,100,120.0,81,81,213,174,0.7,0.39,4.0,2999,3010,2990,2990,110.5,111.1,3085,15.9,12.9,35.7,35.5,19.6,19.3,1199,0,2,1198,0,-2,397,400,800,395,1198,1200,595,1197,0,2,2,-2,-2,0,52868,5,10.3,14.5,4000,3956,31,27,34,31,22,52,0.0,333,548,336,45,32,12,39,49,27,4394,3363,4398,4370,3014.2,3015.0,111.2,107.2,107.8,94,X
387,159.0,156,101,118,81,100,117.0,81,81,210,176,0.65,0.29,4.15,3005,3010,2990,3000,95.0,95.0,3085,17.9,5.8,46.0,30.2,19.9,19.3,1201,1,2,1198,0,0,399,402,802,397,1199,1204,595,1197,3,7,5,0,2,1,52868,5,10.2,14.0,4000,3978,32,29,34,28,27,50,0.0,323,549,384,34,29,13,38,51,28,4428,3393,4469,4412,3007.6,3008.5,100.1,106.6,106.2,91,W
388,159.0,156,101,118,81,100,117.0,81,81,213,177,0.67,0.33,4.03,3005,3010,3000,3000,109.7,102.9,3085,17.9,5.8,46.0,30.2,19.8,19.3,1201,1,2,1198,0,0,399,402,802,395,1199,1204,595,1197,3,7,7,0,0,0,52759,5,10.2,14.2,4000,3989,32,29,34,28,27,52,0.0,323,542,385,34,28,13,39,51,28,4427,3386,4471,4413,3008.3,3008.7,99.6,107.4,106.9,95,W
389,150.0,156,101,118,81,100,120.0,81,81,209,172,0.69,0.4,4.05,3000,3010,2990,2990,109.2,111.0,3085,15.9,12.9,35.7,35.5,19.6,19.3,1199,0,2,1198,0,-2,398,400,800,395,1198,1200,595,1197,0,2,2,-2,-2,0,52821,5,10.4,14.4,3999,3963,30,27,34,30,23,52,0.0,338,570,388,44,38,11,38,49,27,4395,3377,4449,4368,3013.7,3014.5,104.6,108.2,108.1,97,X
390,156.0,156,101,118,81,100,108.0,81,81,222,186,0.8,0.45,4.18,2999,3010,2990,2990,109.9,109.8,3085,15.4,12.5,39.6,32.5,19.8,19.4,1199,1,2,1196,0,-2,397,400,800,395,1198,1200,595,1197,0,2,2,-2,-2,0,9649,6,10.2,14.6,4000,3992,25,23,61,15,20,54,0.0,318,544,325,43,41,10,36,48,24,4386,3415,4397,4312,3009.0,3010.1,110.0,104.8,104.9,85,P
391,159.0,156,101,118,81,100,117.0,81,81,213,177,0.7,0.32,4.18,3006,3010,3000,3000,94.9,95.0,3085,17.9,5.8,46.0,30.2,19.8,19.3,1201,1,2,1198,0,0,399,402,802,395,1199,1204,595,1197,3,7,7,0,0,1,52759,5,10.3,14.3,4000,3980,32,29,34,28,26,52,0.0,323,543,384,34,28,13,39,51,28,4427,3384,4470,4412,3008.3,3009.5,100.1,106.8,106.5,95,W
392,156.0,156,101,118,81,100,108.0,81,81,217,181,0.66,0.37,3.5,2996,3000,2990,2990,99.9,100.0,3085,15.4,12.5,39.6,32.5,19.7,19.3,1198,0,2,1196,-2,-2,397,400,800,395,1197,1200,595,1193,-3,-2,-2,-5,-5,1,9653,6,10.1,13.5,3998,3887,29,27,46,21,24,62,0.0,307,538,354,41,35,16,42,55,30,4373,3432,4417,4350,3012.0,3013.6,99.8,105.9,105.6,88,R
393,159.0,156,101,118,81,100,117.0,81,81,212,177,0.71,0.32,4.25,3005,3010,3000,3000,95.0,95.0,3085,17.9,5.8,46.0,30.2,19.7,19.3,1201,1,2,1198,0,0,399,402,802,395,1199,1204,595,1197,3,7,7,0,0,1,52821,5,10.5,14.0,3999,3964,32,29,34,28,27,50,0.0,323,545,385,34,29,13,39,51,28,4428,3388,4469,4410,3007.7,3008.0,102.5,108.0,107.9,91,W
394,150.0,156,101,118,81,100,120.0,81,81,211,174,0.68,0.37,4.0,3000,3010,2990,2990,102.6,108.2,3085,15.9,12.9,35.7,35.5,19.6,19.3,1199,0,2,1198,0,-2,397,400,800,395,1199,1200,595,1197,0,2,2,-2,-2,1,52868,5,10.3,14.4,4000,3943,31,27,34,31,23,52,0.0,335,559,339,44,33,12,39,49,27,4396,3366,4400,4364,3013.9,3015.6,109.4,108.2,108.4,91,X
395,156.0,156,101,118,81,100,108.0,81,81,221,186,0.77,0.41,4.15,2999,3010,2990,2990,99.9,100.0,3085,15.4,12.5,39.6,32.5,19.8,19.4,1199,1,2,1196,0,-2,397,400,800,395,1198,1200,595,1193,0,2,2,-2,-2,1,9656,7,10.2,13.9,3999,3995,25,23,61,18,21,55,0.0,320,588,377,42,36,9,35,48,24,4399,3467,4441,4338,3009.7,3010.3,100.4,107.0,106.9,93,P
396,159.0,156,101,118,81,100,117.0,81,81,210,177,0.66,0.29,4.2,3005,3010,3000,3000,107.9,102.5,3085,17.9,5.8,46.0,30.2,19.4,19.3,1201,0,2,1198,0,0,399,402,802,397,1199,1204,595,1197,2,7,5,0,0,0,52921,6,10.7,14.6,4000,3948,34,29,34,28,27,52,0.0,321,524,324,35,24,13,39,50,28,4427,3357,4433,4374,3008.0,3008.3,109.9,106.5,106.5,82,W
397,150.0,156,101,118,81,100,120.0,81,81,212,174,0.69,0.38,4.0,3000,3010,2990,2990,108.4,105.6,3085,15.9,12.9,35.7,35.5,19.4,18.9,1200,1,4,1198,0,-2,397,400,800,395,1199,1200,595,1197,0,2,2,-2,-2,1,52921,5,10.3,14.4,3999,3953,31,27,34,31,23,52,0.0,335,551,338,44,32,12,38,48,26,4406,3367,4409,4378,3013.9,3015.9,99.5,108.0,107.5,95,X
398,159.0,156,101,118,81,100,117.0,81,81,210,177,0.63,0.28,4.03,3006,3010,3000,3000,94.9,94.9,3085,17.9,5.8,46.0,30.2,19.4,19.3,1201,0,2,1198,0,0,399,402,802,397,1199,1204,595,1197,2,5,7,0,0,0,52921,5,10.6,14.3,3999,3947,32,29,34,28,27,51,0.0,325,539,382,34,28,13,38,50,28,4433,3377,4481,4413,3007.4,3008.2,110.1,106.8,107.0,89,W
399,159.0,156,101,118,81,100,117.0,81,81,212,177,0.67,0.31,4.08,3005,3010,3000,3000,111.0,110.9,3085,17.9,5.8,46.0,30.2,19.9,19.3,1201,0,2,1198,0,0,399,402,802,395,1199,1204,595,1197,2,5,5,0,0,0,52629,5,10.3,14.0,3999,3925,32,29,35,28,26,52,0.0,323,550,385,34,29,13,39,51,28,4423,3391,4466,4406,3007.3,3009.7,111.2,106.8,107.3,95,W
400,150.0,156,101,118,81,100,120.0,81,81,215,172,0.75,0.44,3.98,3000,3010,2990,2990,101.2,99.9,3085,15.9,12.9,35.7,35.5,19.6,19.3,1199,0,2,1198,0,-2,398,400,800,395,1199,1200,595,1197,0,2,2,-2,-2,1,52789,5,10.1,14.5,4000,3947,29,27,34,29,23,52,0.0,336,529,395,45,37,11,40,49,27,4399,3351,4456,4381,3013.4,3015.6,111.3,107.3,107.9,112,X
401,159.0,156,101,118,81,100,117.0,81,81,213,177,0.68,0.29,4.25,3006,3010,3000,3000,95.0,94.9,3085,17.9,5.8,46.0,30.2,19.7,19.3,1201,0,2,1198,0,0,399,402,802,395,1199,1204,595,1197,3,5,7,0,0,0,52789,5,10.2,14.1,3999,3956,32,29,34,28,27,52,0.0,324,538,385,34,28,13,39,51,28,4428,3381,4472,4410,3007.8,3008.7,106.4,106.1,106.1,93,W
402,159.0,156,101,118,81,100,117.0,81,81,213,177,0.67,0.32,3.93,3006,3010,3000,3000,94.7,94.9,3085,17.9,5.8,46.0,30.2,19.8,19.3,1201,1,2,1198,0,0,399,402,802,397,1199,1204,595,1197,3,7,7,0,0,1,52759,5,10.2,14.2,4000,3965,32,29,34,28,27,51,0.0,322,542,385,34,28,13,39,51,28,4427,3386,4471,4413,3008.2,3008.3,104.3,106.4,106.3,92,W
