,520X3,520X7,520X8,520X31,520X32,520X33,520X72,520X76,520X77,520X78,520X83,520X91,520X137,520X177,520X252,520X258,520X259,520X260,520X262,520X263,520X264,520X267,520X287,520X289,520X290,520X293,520X294,520X295,520X296,520X297,520X305,520X306,520X307,520X308,520X309,520X380,520X389,520X392,520X399,520X408,520X411,520X432,null_count,TOOL
155,530.0,145.0,71.0,491.0,492.0,489.0,490.0,495.0,497.0,493.0,487.0,495.0,2.0,5883.0,456.6,14.3,14.5,15.1,14.7,14.7,14.5,15.1,40.1,40.2,40.1,9.6,9.6,9.7,9.6,9.7,0.0,0.0,0.0,0.0,0.0,45.6,50.7,14.64,5.0,5.7,5.58,9.0,0,14
156,547.0,142.0,71.0,490.0,492.0,488.0,489.0,497.0,497.0,497.0,487.0,495.0,1.0,10205.0,462.9,15.7,15.7,16.2,15.6,16.2,16.1,16.0,40.0,40.0,39.9,9.4,9.3,9.4,9.3,9.4,0.1,0.1,0.1,0.1,0.1,45.4,51.8,14.6,0.0,5.67,5.58,19.0,0,12
157,537.0,145.0,71.0,490.0,492.0,489.0,490.0,497.0,497.0,497.0,487.0,495.0,2.0,6385.0,456.6,14.8,14.3,15.0,14.7,14.9,14.4,14.8,40.2,40.2,40.1,9.7,9.6,9.7,9.6,9.7,0.0,0.0,0.1,0.0,0.0,45.6,50.7,14.64,5.0,5.71,5.59,9.0,0,12
158,531.0,144.0,70.0,491.0,492.0,489.0,490.0,496.0,497.0,494.0,487.0,495.0,3.0,9763.0,462.9,16.0,15.9,16.3,16.0,16.4,16.2,16.3,40.0,40.0,39.9,9.4,9.3,9.4,9.3,9.4,0.1,0.0,0.1,0.0,0.1,45.2,51.9,14.55,0.0,5.65,5.54,19.0,0,14
159,530.0,144.0,72.0,490.0,492.0,488.0,489.0,497.0,497.0,497.0,487.0,495.0,1.0,10212.0,462.8,16.1,15.9,16.3,15.7,16.2,16.1,16.3,40.0,40.0,39.9,9.4,9.3,9.4,9.3,9.4,0.1,0.1,0.1,0.1,0.1,45.2,51.7,14.6,0.0,5.67,5.56,19.0,0,14
160,530.0,144.0,77.0,490.0,492.0,489.0,489.0,497.0,497.0,497.0,487.0,495.0,2.0,6392.0,456.7,15.1,14.9,15.5,15.5,15.1,15.2,15.6,40.2,40.2,40.1,9.6,9.6,9.7,9.6,9.6,0.1,0.0,0.1,0.0,0.0,45.6,50.8,14.64,5.0,5.69,5.58,9.0,0,14
161,549.0,145.0,70.0,491.0,492.0,489.0,490.0,495.0,497.0,493.0,486.0,495.0,4.0,5961.0,456.6,14.7,14.5,15.1,14.8,14.4,14.6,14.9,40.1,40.2,40.1,9.7,9.6,9.7,9.6,9.6,0.1,0.0,0.1,0.0,0.0,45.6,50.6,14.64,5.0,5.7,5.58,9.0,0,12
162,530.0,144.0,75.0,490.0,492.0,488.0,489.0,497.0,497.0,497.0,487.0,495.0,1.0,10217.0,462.8,16.1,15.9,16.3,16.1,16.4,16.0,16.4,40.0,40.0,39.9,9.4,9.3,9.4,9.3,9.4,0.1,0.1,0.1,0.1,0.1,45.2,51.9,14.6,0.0,5.67,5.56,19.0,0,14
163,532.0,145.0,72.0,490.0,492.0,489.0,490.0,495.0,497.0,494.0,487.0,495.0,1.0,433.0,464.6,14.1,13.8,14.6,13.9,14.5,14.3,14.5,40.1,40.1,40.0,9.6,9.5,9.6,9.5,9.5,-0.1,0.0,0.0,-0.1,-0.1,45.7,48.2,14.48,0.0,5.68,5.58,7.0,0,13
164,531.0,144.0,76.0,490.0,492.0,489.0,489.0,497.0,497.0,497.0,487.0,495.0,2.0,6397.0,456.7,14.7,14.9,15.4,15.3,15.2,15.0,15.3,40.1,40.2,40.1,9.7,9.6,9.7,9.6,9.7,0.0,0.0,0.1,0.0,0.0,45.6,51.0,14.64,5.0,5.7,5.58,9.0,0,14
165,530.0,145.0,72.0,490.0,492.0,489.0,490.0,496.0,497.0,494.0,487.0,495.0,2.0,6804.0,456.6,14.6,14.3,14.9,14.5,14.7,14.5,14.3,40.2,40.2,40.1,9.7,9.6,9.7,9.6,9.7,0.0,0.0,0.0,0.0,0.1,45.6,50.8,14.64,10.0,5.7,5.57,9.0,0,13
166,559.0,145.0,70.0,491.0,492.0,489.0,490.0,496.0,497.0,494.0,486.0,495.0,3.0,2089.0,457.6,14.5,14.3,14.7,14.5,14.3,14.4,14.3,40.1,40.2,40.1,9.6,9.5,9.6,9.5,9.5,0.1,0.1,0.1,0.1,0.1,45.9,52.6,14.46,5.0,5.65,5.56,10.0,0,11
167,530.0,144.0,72.0,490.0,492.0,489.0,490.0,496.0,497.0,494.0,487.0,495.0,3.0,306.0,465.9,15.8,15.8,16.2,15.9,15.7,15.7,16.3,40.0,40.0,40.0,9.5,9.5,9.5,9.5,9.5,0.0,0.0,0.1,0.0,0.0,44.6,51.8,14.57,10.0,5.65,5.51,15.0,0,14
168,540.0,144.0,66.0,489.0,491.0,488.0,490.0,495.0,497.0,494.0,486.0,495.0,4.0,309.0,465.9,16.0,15.9,16.2,15.7,16.0,16.2,16.2,40.0,40.0,40.0,9.5,9.5,9.6,9.5,9.5,0.0,0.0,0.0,0.0,0.0,45.0,51.7,14.57,5.0,5.63,5.52,15.0,0,12
169,537.0,142.0,66.0,490.0,492.0,488.0,490.0,495.0,496.0,493.0,487.0,495.0,1.0,437.0,464.6,14.1,14.0,14.4,14.2,14.4,14.2,14.5,40.0,40.1,40.0,9.5,9.5,9.6,9.5,9.5,-0.1,0.0,0.0,-0.1,-0.1,45.7,48.4,14.48,0.0,5.69,5.57,7.0,0,12
170,534.0,144.0,70.0,491.0,492.0,489.0,489.0,496.0,497.0,494.0,487.0,495.0,1.0,10037.0,462.9,16.0,15.9,16.1,15.7,15.9,15.7,16.3,40.0,40.0,39.9,9.4,9.3,9.4,9.3,9.4,0.1,0.0,0.1,0.0,0.1,46.1,51.8,14.6,5.0,5.68,5.59,19.0,0,11
171,529.0,144.0,66.0,490.0,492.0,489.0,490.0,495.0,496.0,493.0,487.0,495.0,2.0,6808.0,456.6,14.4,14.1,14.9,13.9,14.7,14.4,14.3,40.2,40.2,40.1,9.7,9.6,9.7,9.6,9.7,0.0,0.0,0.1,0.0,0.0,45.6,50.7,14.64,10.0,5.69,5.58,9.0,0,12
172,541.0,144.0,70.0,490.0,491.0,489.0,490.0,496.0,497.0,494.0,487.0,495.0,2.0,6224.0,456.5,14.3,13.9,14.4,14.3,14.0,13.9,14.1,40.2,40.2,40.1,9.7,9.6,9.7,9.6,9.6,0.0,0.0,0.1,0.0,0.0,45.6,50.7,14.63,10.0,5.7,5.59,9.0,0,11
173,550.0,144.0,71.0,490.0,491.0,489.0,491.0,496.0,497.0,494.0,487.0,495.0,3.0,2512.0,457.6,14.6,14.2,14.7,14.7,14.7,14.3,14.7,40.1,40.2,40.1,9.5,9.5,9.6,9.5,9.5,0.1,0.1,0.1,0.1,0.1,45.9,53.0,14.46,5.0,5.64,5.56,10.0,0,11
174,530.0,142.0,76.0,491.0,492.0,489.0,490.0,496.0,497.0,495.0,488.0,495.0,1.0,10041.0,462.9,16.1,16.0,16.4,16.0,16.1,16.2,15.9,40.0,40.0,40.0,9.4,9.3,9.4,9.3,9.4,0.1,0.0,0.1,0.0,0.1,45.2,51.8,14.55,0.0,5.67,5.54,19.0,0,15
175,530.0,142.0,76.0,491.0,492.0,490.0,490.0,496.0,497.0,496.0,488.0,495.0,2.0,6228.0,456.6,14.9,14.7,15.2,14.8,15.2,14.9,15.2,40.1,40.2,40.1,9.6,9.6,9.7,9.6,9.7,0.0,0.0,0.1,0.0,0.0,45.6,51.0,14.64,10.0,5.7,5.58,9.0,0,15
176,530.0,143.0,76.0,492.0,492.0,491.0,490.0,497.0,497.0,496.0,488.0,495.0,3.0,2516.0,457.7,15.1,14.7,15.4,14.9,15.0,14.8,14.8,40.2,40.2,40.1,9.6,9.5,9.6,9.5,9.6,0.1,0.1,0.1,0.1,0.1,45.9,52.6,14.46,5.0,5.63,5.54,10.0,0,15
177,530.0,144.0,76.0,490.0,492.0,489.0,490.0,496.0,497.0,494.0,486.0,495.0,4.0,2519.0,457.6,14.7,14.5,15.1,14.8,14.5,14.6,14.5,40.1,40.2,40.1,9.6,9.5,9.6,9.5,9.5,0.1,0.1,0.1,0.1,0.1,45.9,52.6,14.47,0.0,5.65,5.55,10.0,0,13
178,530.0,144.0,76.0,490.0,492.0,489.0,490.0,496.0,497.0,495.0,487.0,495.0,1.0,10045.0,462.9,16.2,15.6,16.3,15.7,16.3,16.0,16.3,40.0,40.0,39.9,9.4,9.3,9.4,9.3,9.4,0.1,0.1,0.1,0.1,0.1,45.2,51.8,14.59,0.0,5.66,5.56,19.0,0,14
179,530.0,142.0,76.0,491.0,492.0,490.0,490.0,497.0,497.0,496.0,487.0,495.0,2.0,6232.0,456.6,14.7,14.6,15.3,15.0,14.8,14.8,15.1,40.1,40.2,40.1,9.6,9.6,9.7,9.6,9.7,0.0,0.0,0.1,0.0,0.0,45.6,50.7,14.64,10.0,5.69,5.57,9.0,0,14
180,529.0,144.0,66.0,491.0,492.0,490.0,490.0,495.0,497.0,494.0,487.0,495.0,4.0,313.0,465.9,16.0,16.0,16.2,16.0,16.3,16.1,16.0,40.0,40.0,40.0,9.5,9.5,9.5,9.5,9.5,0.0,0.0,0.1,0.0,0.0,45.7,51.8,14.57,5.0,5.64,5.53,15.0,0,11
181,549.0,144.0,66.0,490.0,492.0,490.0,490.0,495.0,496.0,493.0,486.0,495.0,1.0,441.0,464.6,14.0,13.9,14.4,14.1,14.1,14.2,14.6,40.1,40.1,40.0,9.5,9.5,9.6,9.5,9.5,-0.1,-0.1,-0.1,-0.1,-0.1,46.4,48.7,14.48,0.0,5.69,5.6,7.0,0,11
182,537.0,145.0,66.0,490.0,491.0,488.0,490.0,495.0,496.0,493.0,486.0,495.0,2.0,6812.0,456.6,14.1,13.9,14.7,14.3,14.4,14.1,14.5,40.1,40.2,40.1,9.6,9.6,9.7,9.6,9.7,0.0,0.0,0.1,0.0,0.0,45.6,50.9,14.64,10.0,5.69,5.58,9.0,0,11
183,537.0,145.0,72.0,490.0,491.0,489.0,490.0,497.0,498.0,497.0,487.0,495.0,1.0,10206.0,462.9,15.8,15.9,16.3,16.0,16.0,16.2,16.5,40.0,40.0,39.9,9.4,9.3,9.4,9.3,9.4,0.1,0.0,0.1,0.0,0.1,45.2,51.8,14.6,0.0,5.67,5.56,19.0,0,13
184,537.0,144.0,72.0,490.0,491.0,488.0,489.0,497.0,497.0,497.0,487.0,495.0,2.0,6391.0,456.7,15.2,14.8,15.6,15.0,15.4,15.0,15.4,40.2,40.2,40.1,9.7,9.6,9.7,9.6,9.7,0.0,0.0,0.1,0.0,0.0,45.6,50.7,14.64,5.0,5.71,5.59,9.0,0,13
185,537.0,144.0,73.0,490.0,491.0,488.0,489.0,497.0,497.0,497.0,487.0,495.0,2.0,6396.0,456.6,15.2,14.8,15.3,14.8,15.1,14.9,15.3,40.2,40.2,40.1,9.7,9.6,9.7,9.6,9.7,0.0,0.0,0.1,0.0,0.1,45.6,50.7,14.64,5.0,5.71,5.59,9.0,0,13
186,542.0,145.0,70.0,491.0,492.0,489.0,490.0,496.0,497.0,494.0,487.0,495.0,1.0,5892.0,456.6,14.7,14.4,14.9,14.6,14.7,14.5,14.7,40.1,40.2,40.1,9.7,9.6,9.7,9.5,9.6,0.0,0.0,0.1,0.0,0.0,45.6,50.7,14.64,5.0,5.7,5.59,9.0,0,13
187,563.0,145.0,70.0,491.0,492.0,489.0,490.0,495.0,496.0,493.0,486.0,495.0,2.0,2188.0,457.6,14.6,14.3,14.9,14.3,14.9,14.4,14.7,40.1,40.2,40.1,9.5,9.5,9.6,9.5,9.5,0.1,0.1,0.1,0.1,0.1,45.9,52.6,14.46,0.0,5.64,5.55,10.0,0,11
188,530.0,142.0,71.0,492.0,494.0,491.0,490.0,495.0,496.0,493.0,488.0,495.0,1.0,7661.0,463.5,14.8,14.5,14.8,14.4,14.7,14.7,15.0,39.9,40.0,39.9,9.3,9.4,9.4,9.3,9.4,0.0,0.0,0.1,0.0,0.0,45.7,49.7,14.52,5.0,5.67,5.59,6.0,0,6
189,530.0,141.0,71.0,492.0,493.0,489.0,491.0,495.0,496.0,493.0,488.0,495.0,2.0,190.0,463.6,14.8,14.7,15.1,14.8,14.7,14.9,15.2,40.0,40.1,40.0,9.4,9.4,9.4,9.4,9.4,-0.1,-0.1,-0.1,-0.1,-0.1,46.9,49.1,14.45,15.0,5.64,5.56,1.0,0,6
190,530.0,144.0,78.0,489.0,490.0,487.0,491.0,494.0,495.0,492.0,488.0,495.0,1.0,7669.0,463.5,14.7,14.4,14.8,14.3,14.9,14.7,14.9,40.0,40.0,39.9,9.4,9.4,9.4,9.3,9.4,0.0,0.0,0.1,0.0,0.0,44.8,48.4,14.52,10.0,5.66,5.57,6.0,0,9
191,530.0,144.0,78.0,489.0,490.0,488.0,491.0,495.0,495.0,493.0,488.0,495.0,2.0,198.0,463.6,14.7,14.7,15.1,14.9,15.3,14.9,14.8,40.0,40.0,39.9,9.4,9.4,9.4,9.4,9.4,-0.1,-0.1,-0.1,-0.1,-0.1,45.4,48.6,14.45,10.0,5.65,5.53,1.0,0,9
192,530.0,143.0,79.0,487.0,488.0,484.0,491.0,497.0,497.0,497.0,488.0,496.0,1.0,7867.0,463.4,14.6,14.5,14.8,14.2,14.9,14.7,14.8,40.0,40.0,39.9,9.4,9.4,9.4,9.3,9.4,0.0,0.0,0.1,0.0,0.0,44.8,50.7,14.52,5.0,5.66,5.55,6.0,0,10
193,529.0,143.0,78.0,488.0,489.0,486.0,491.0,497.0,497.0,497.0,488.0,496.0,2.0,1305.0,458.6,15.1,14.7,15.1,14.7,14.9,14.9,14.7,40.0,40.1,40.0,9.5,9.5,9.5,9.5,9.5,-0.1,-0.1,-0.1,-0.1,-0.1,46.5,50.1,14.5,5.0,5.7,5.57,10.0,0,10
194,530.0,143.0,71.0,489.0,490.0,487.0,491.0,497.0,497.0,497.0,488.0,496.0,1.0,7868.0,463.5,14.8,14.5,14.8,14.8,15.0,14.7,15.0,40.0,40.0,39.9,9.3,9.4,9.5,9.3,9.4,0.0,0.0,0.1,0.0,0.0,45.7,50.2,14.52,5.0,5.67,5.59,6.0,0,6
195,531.0,144.0,72.0,492.0,493.0,490.0,491.0,497.0,497.0,497.0,488.0,496.0,1.0,8647.0,463.6,14.5,14.3,14.7,14.7,14.8,14.6,14.6,40.0,40.0,39.9,9.3,9.4,9.4,9.3,9.4,0.0,0.0,0.0,0.0,0.0,45.0,46.8,14.52,5.0,5.7,5.59,7.0,0,7
196,531.0,144.0,83.0,491.0,493.0,489.0,491.0,497.0,497.0,497.0,488.0,496.0,2.0,2080.0,458.7,14.8,14.6,15.0,14.9,14.7,14.7,14.9,40.0,40.0,40.0,9.5,9.5,9.5,9.4,9.5,-0.1,-0.1,-0.1,-0.1,-0.1,46.5,50.0,14.49,5.0,5.68,5.56,10.0,0,7
197,530.0,144.0,71.0,493.0,494.0,491.0,490.0,497.0,497.0,496.0,488.0,496.0,1.0,7776.0,463.7,14.5,14.5,14.8,14.3,14.7,14.5,14.3,39.9,40.0,39.9,9.4,9.4,9.4,9.3,9.4,0.0,0.0,0.1,0.0,0.0,45.7,50.3,14.52,5.0,5.67,5.59,6.0,0,6
198,531.0,144.0,85.0,491.0,492.0,489.0,491.0,497.0,497.0,497.0,488.0,496.0,1.0,8648.0,463.5,14.7,14.4,14.7,14.2,14.9,14.6,14.5,40.0,40.0,39.9,9.4,9.4,9.5,9.3,9.4,0.0,0.0,0.0,0.0,0.0,44.8,48.4,14.52,10.0,5.7,5.58,7.0,0,8
199,531.0,145.0,85.0,491.0,493.0,489.0,491.0,497.0,497.0,497.0,488.0,496.0,2.0,2085.0,458.7,14.7,14.5,14.9,14.7,15.1,14.8,14.5,40.0,40.0,40.0,9.5,9.5,9.5,9.5,9.5,-0.1,-0.1,-0.1,-0.1,-0.1,46.5,51.4,14.49,15.0,5.68,5.58,10.0,0,7
200,531.0,145.0,79.0,488.0,489.0,486.0,491.0,497.0,497.0,497.0,488.0,496.0,2.0,1226.0,458.7,15.0,14.8,15.1,15.1,15.2,15.0,15.2,40.0,40.1,40.0,9.5,9.5,9.5,9.4,9.5,-0.1,-0.1,-0.1,-0.1,-0.1,46.5,50.5,14.5,5.0,5.7,5.58,10.0,0,8
201,531.0,145.0,85.0,491.0,492.0,489.0,491.0,497.0,497.0,497.0,488.0,496.0,1.0,8653.0,463.5,14.7,14.7,14.7,14.6,14.9,14.8,15.0,40.0,40.0,39.9,9.4,9.4,9.4,9.3,9.4,0.0,0.0,0.0,0.0,0.0,44.8,48.8,14.52,5.0,5.69,5.59,7.0,0,8
202,529.0,143.0,85.0,491.0,492.0,488.0,491.0,497.0,497.0,497.0,488.0,496.0,2.0,2086.0,458.7,14.9,14.6,15.0,14.9,15.0,14.7,15.1,40.0,40.1,40.0,9.5,9.5,9.5,9.4,9.5,-0.1,-0.1,-0.1,-0.1,-0.1,46.5,51.1,14.49,15.0,5.67,5.56,10.0,0,8
203,530.0,144.0,87.0,491.0,492.0,489.0,491.0,497.0,497.0,497.0,488.0,496.0,2.0,2091.0,458.7,14.8,14.6,15.0,14.5,15.0,14.9,15.0,40.0,40.1,40.0,9.5,9.5,9.5,9.4,9.5,-0.1,-0.1,-0.1,-0.1,-0.1,46.5,50.6,14.49,10.0,5.69,5.59,10.0,0,8
204,530.0,144.0,79.0,491.0,492.0,489.0,491.0,497.0,497.0,497.0,488.0,496.0,1.0,8659.0,463.5,14.2,14.4,14.7,14.5,14.9,14.7,15.0,40.0,40.0,39.9,9.3,9.4,9.4,9.3,9.4,0.0,0.0,0.0,0.0,0.0,44.8,47.9,14.52,5.0,5.69,5.57,7.0,0,9
205,530.0,144.0,79.0,490.0,492.0,488.0,491.0,497.0,497.0,497.0,488.0,496.0,2.0,2092.0,458.6,14.4,14.7,14.9,14.9,15.0,14.8,15.1,40.0,40.1,40.0,9.5,9.5,9.5,9.5,9.5,-0.1,0.0,0.0,-0.1,-0.1,46.5,50.0,14.49,5.0,5.7,5.58,10.0,0,9
206,536.0,146.0,70.0,491.0,493.0,490.0,488.0,496.0,497.0,494.0,486.0,495.0,1.0,9975.0,462.9,15.9,15.7,16.1,15.8,16.3,16.2,16.2,40.0,40.0,39.9,9.4,9.3,9.4,9.3,9.4,0.1,0.1,0.1,0.1,0.1,46.1,51.8,14.55,5.0,5.68,5.59,19.0,0,11
207,530.0,144.0,70.0,492.0,494.0,491.0,490.0,495.0,496.0,493.0,488.0,496.0,1.0,7367.0,463.6,14.7,14.5,14.8,14.3,14.9,14.9,14.9,39.9,40.0,39.9,9.4,9.4,9.4,9.3,9.4,0.0,0.0,0.1,0.0,0.0,45.7,48.2,14.52,10.0,5.72,5.65,6.0,0,6
208,529.0,143.0,75.0,490.0,491.0,489.0,490.0,495.0,497.0,493.0,487.0,495.0,3.0,1943.0,457.6,14.7,14.5,15.2,14.7,14.5,14.5,15.0,40.1,40.2,40.1,9.5,9.5,9.6,9.5,9.6,0.1,0.1,0.1,0.1,0.1,45.9,52.5,14.46,0.0,5.63,5.53,10.0,0,14
209,530.0,144.0,70.0,491.0,492.0,489.0,490.0,495.0,497.0,493.0,487.0,495.0,2.0,6172.0,456.6,14.8,14.7,15.1,15.0,15.0,14.7,15.0,40.1,40.2,40.1,9.7,9.6,9.7,9.6,9.7,0.0,0.0,0.1,0.0,0.0,45.6,50.7,14.64,5.0,5.7,5.58,9.0,0,14
210,529.0,144.0,76.0,492.0,492.0,491.0,490.0,495.0,497.0,493.0,486.0,495.0,4.0,9468.0,462.9,16.2,16.0,16.3,16.1,16.2,16.0,16.0,40.0,40.0,39.9,9.4,9.3,9.4,9.3,9.4,0.1,0.0,0.1,0.0,0.1,45.2,51.7,14.55,5.0,5.68,5.58,19.0,0,13
211,530.0,144.0,72.0,488.0,489.0,486.0,491.0,497.0,497.0,497.0,488.0,496.0,1.0,7874.0,463.6,14.6,14.8,14.9,14.9,14.5,14.7,14.7,39.9,40.0,39.9,9.4,9.4,9.4,9.3,9.4,0.0,0.0,0.0,0.0,0.0,45.0,48.5,14.52,5.0,5.66,5.57,6.0,0,7
212,531.0,144.0,85.0,488.0,489.0,486.0,491.0,497.0,497.0,497.0,488.0,496.0,2.0,1312.0,458.7,14.7,14.7,15.1,14.7,15.2,14.8,14.6,40.0,40.1,40.0,9.5,9.5,9.5,9.4,9.5,-0.1,-0.1,-0.1,-0.1,-0.1,46.5,49.8,14.5,5.0,5.7,5.58,10.0,0,7
213,530.0,144.0,71.0,488.0,490.0,486.0,491.0,497.0,497.0,497.0,488.0,496.0,1.0,7879.0,463.6,14.9,14.4,14.9,14.7,14.9,14.6,15.0,40.0,40.0,39.9,9.3,9.4,9.4,9.3,9.4,0.0,0.0,0.0,0.0,0.0,45.0,48.3,14.52,5.0,5.66,5.57,6.0,0,7
214,530.0,143.0,81.0,488.0,489.0,486.0,491.0,497.0,497.0,497.0,488.0,496.0,2.0,1317.0,458.7,14.9,14.6,15.1,14.6,15.0,14.8,15.0,40.0,40.1,40.0,9.5,9.5,9.5,9.4,9.5,-0.1,-0.1,-0.1,-0.1,-0.1,46.5,49.5,14.5,5.0,5.7,5.58,10.0,0,7
215,545.0,144.0,66.0,490.0,492.0,490.0,490.0,495.0,496.0,493.0,486.0,495.0,1.0,314.0,464.6,14.0,13.8,14.5,14.1,14.1,14.1,14.4,40.0,40.1,40.0,9.5,9.5,9.6,9.5,9.5,-0.1,-0.1,-0.1,-0.1,-0.1,46.4,48.5,14.48,0.0,5.68,5.6,7.0,0,11
216,536.0,144.0,66.0,490.0,491.0,488.0,490.0,495.0,496.0,493.0,486.0,495.0,2.0,6685.0,456.5,13.8,14.1,14.6,14.2,13.7,13.9,14.1,40.1,40.2,40.1,9.7,9.6,9.7,9.6,9.7,0.0,0.0,0.1,0.0,0.0,45.6,51.2,14.64,10.0,5.7,5.58,9.0,0,11
217,538.0,145.0,67.0,489.0,491.0,488.0,490.0,495.0,496.0,493.0,486.0,495.0,3.0,186.0,465.9,15.8,15.8,16.2,16.0,16.3,15.8,16.1,40.0,40.0,40.0,9.5,9.5,9.5,9.5,9.5,0.0,0.0,0.1,0.0,0.0,45.0,51.5,14.57,5.0,5.67,5.53,15.0,0,12
218,534.0,144.0,69.0,490.0,492.0,488.0,490.0,495.0,497.0,494.0,487.0,495.0,1.0,81.0,465.8,16.1,15.5,16.2,15.9,16.2,15.7,16.5,40.0,40.0,40.0,9.5,9.5,9.5,9.5,9.5,0.0,0.0,0.0,0.0,0.0,44.6,51.3,14.57,5.0,5.66,5.55,15.0,0,13
219,532.0,144.0,69.0,490.0,492.0,489.0,490.0,496.0,497.0,494.0,487.0,495.0,2.0,211.0,464.6,14.1,14.3,14.5,14.1,14.0,14.4,14.7,40.0,40.1,40.0,9.5,9.5,9.6,9.5,9.5,-0.1,-0.1,-0.1,-0.1,-0.1,45.7,48.3,14.48,0.0,5.67,5.57,7.0,0,13
220,530.0,144.0,69.0,490.0,492.0,489.0,490.0,496.0,497.0,494.0,487.0,495.0,3.0,6583.0,456.6,14.7,14.2,14.8,14.5,14.7,14.3,14.7,40.1,40.2,40.1,9.7,9.6,9.7,9.6,9.7,0.0,0.0,0.1,0.0,0.0,45.6,50.7,14.64,10.0,5.69,5.57,9.0,0,13
221,530.0,145.0,69.0,491.0,492.0,489.0,490.0,496.0,497.0,494.0,487.0,495.0,3.0,2048.0,457.6,14.7,14.6,15.1,14.9,15.1,14.7,14.9,40.1,40.2,40.1,9.6,9.5,9.6,9.5,9.6,0.1,0.1,0.1,0.1,0.1,45.9,52.5,14.46,0.0,5.65,5.55,10.0,0,13
222,531.0,143.0,77.0,489.0,491.0,487.0,491.0,493.0,495.0,492.0,488.0,495.0,2.0,4987.0,458.1,12.5,12.4,12.8,12.5,13.0,12.9,13.0,40.1,40.1,40.0,9.4,9.3,9.4,9.3,9.3,0.1,0.1,0.1,0.1,0.1,46.2,53.6,14.48,5.0,5.67,5.55,3.0,0,9
223,530.0,143.0,77.0,489.0,491.0,487.0,491.0,493.0,495.0,492.0,488.0,495.0,3.0,82.0,463.5,14.5,14.7,15.1,15.0,14.6,14.9,14.9,40.0,40.0,40.0,9.4,9.4,9.5,9.4,9.4,-0.1,-0.1,-0.1,-0.1,-0.1,45.4,48.2,14.45,15.0,5.66,5.55,1.0,0,9
224,530.0,143.0,77.0,489.0,491.0,487.0,491.0,493.0,494.0,492.0,488.0,495.0,4.0,901.0,458.7,14.7,14.5,15.0,14.8,14.9,14.7,14.7,40.0,40.1,40.0,9.5,9.5,9.5,9.4,9.5,0.0,0.0,0.0,-0.1,-0.1,46.5,50.0,14.49,5.0,5.68,5.55,9.0,0,9
225,530.0,144.0,73.0,490.0,492.0,489.0,490.0,495.0,497.0,493.0,487.0,495.0,2.0,227.0,464.6,14.5,14.2,14.8,14.4,15.0,14.9,14.8,40.0,40.1,40.0,9.5,9.5,9.6,9.5,9.6,-0.1,0.0,0.0,-0.1,-0.1,45.7,48.0,14.48,0.0,5.68,5.58,7.0,0,14
226,531.0,144.0,67.0,489.0,491.0,488.0,490.0,496.0,497.0,494.0,487.0,495.0,1.0,6577.0,456.6,14.2,14.1,14.7,14.4,14.7,14.2,14.4,40.2,40.2,40.1,9.7,9.6,9.7,9.6,9.6,0.1,0.0,0.1,0.0,0.0,45.6,50.7,14.64,10.0,5.7,5.59,9.0,0,12
227,530.0,144.0,76.0,492.0,492.0,490.0,490.0,495.0,497.0,494.0,487.0,495.0,4.0,6590.0,456.6,14.6,14.5,15.0,14.5,14.6,14.5,14.8,40.1,40.2,40.1,9.7,9.6,9.7,9.6,9.7,0.0,0.0,0.1,0.0,0.1,45.6,50.7,14.64,10.0,5.7,5.58,9.0,0,15
228,530.0,144.0,68.0,490.0,491.0,489.0,490.0,496.0,497.0,494.0,487.0,495.0,2.0,76.0,465.9,16.1,15.8,16.1,16.0,16.3,15.8,15.9,40.0,40.0,40.0,9.5,9.5,9.6,9.5,9.5,0.0,0.0,0.1,0.0,0.0,44.6,51.3,14.57,10.0,5.67,5.53,15.0,0,13
229,530.0,144.0,70.0,490.0,492.0,489.0,489.0,496.0,497.0,494.0,486.0,495.0,1.0,89.0,465.9,16.0,15.7,16.2,16.0,16.3,16.0,15.9,40.0,40.0,40.0,9.5,9.5,9.5,9.5,9.5,0.0,0.0,0.1,0.0,0.1,45.7,51.8,14.57,5.0,5.68,5.56,15.0,0,11
230,530.0,144.0,75.0,490.0,492.0,489.0,490.0,495.0,497.0,493.0,487.0,495.0,4.0,78.0,465.8,15.8,16.0,16.2,15.8,15.8,16.0,16.0,40.0,40.0,40.0,9.5,9.5,9.5,9.5,9.5,0.0,0.0,0.1,0.0,0.0,44.6,51.1,14.57,5.0,5.67,5.53,15.0,0,15
231,537.0,143.0,70.0,490.0,491.0,488.0,490.0,496.0,497.0,494.0,486.0,495.0,2.0,219.0,464.6,14.4,13.7,14.5,13.7,14.4,14.1,14.2,40.1,40.1,40.0,9.5,9.5,9.6,9.5,9.5,0.0,0.0,0.0,-0.1,-0.1,46.4,48.6,14.48,0.0,5.69,5.6,7.0,0,11
232,538.0,143.0,68.0,490.0,491.0,489.0,490.0,496.0,497.0,494.0,487.0,495.0,3.0,254.0,464.6,14.1,13.8,14.5,14.0,14.5,14.0,14.4,40.1,40.1,40.0,9.5,9.5,9.6,9.5,9.6,-0.1,0.0,0.0,-0.1,0.0,46.4,48.6,14.48,0.0,5.68,5.6,7.0,0,11
