,312X51,312X52,312X53,312X54,312X55,312X57,312X59,312X60,312X61,312X64,312X65,312X66,312X67,312X69,312X70,312X75,312X81,312X91,312X95,312X96,312X111,312X115,312X130,312X131,312X132,312X133,312X141,312X217,312X246,312X253,312X254,312X255,312X256,312X260,312X261,312X263,312X266,312X267,312X277,312X279,312X280,312X281,312X283,312X284,312X285,312X286,312X287,312X289,312X290,312X291,312X292,312X293,312X303,312X310,312X311,312X315,312X332,312X333,312X337,312X338,312X340,312X349,312X351,312X352,312X355,312X356,312X357,312X358,312X359,312X361,312X362,312X363,312X373,312X379,312X380,312X381,312X382,312X383,312X385,312X386,312X387,312X388,312X389,312X421,312X423,312X424,312X425,312X426,312X429,312X438,312X439,312X441,312X456,312X462,312X465,312X468,312X471,312X475,312X476,312X477,312X480,312X482,312X483,312X489,312X516,312X517,312X519,312X524,312X525,312X528,312X529,312X530,312X531,312X552,312X553,312X555,312X566,312X570,312X574,312X576,312X580,312X582,312X586,312X588,312X589,312X591,312X594,312X597,312X630,312X631,312X633,312X639,312X640,312X645,312X670,312X672,312X690,312X691,312X692,312X693,312X694,312X695,312X696,312X697,312X698,312X699,312X700,312X711,312X712,312X713,312X714,312X717,312X728,312X729,312X730,312X732,312X752,312X754,312X762,312X776,312X778,TOOL
149,343,271,171,229,227,351,178,263,233,234,160,221,223,1.07,0.43,7.68,0.53,0,4010,4010,25.2,17.2,34.4,35.5,36,36.2,33.9,47.8,18.7,0,720,0,0,722,2,2,718,0,1125,139,1000,2001,1127,483,143,1004,2005,1123,476,136,997,1998,449,0,0,449,0,410,-1,0,0,374,1,1,376,4,2,4,2,372,0,0,1,5,5,2,2,2,0,0,0,0,0,0,33020,28591,27500,4,6,10.1,10.7,10.4,2999,3041,5003,2963,4995,30,30,24,67,33,27,11,96,55,46,46,47,24,42,42,45,1013,944,300,700,5000,3000,5038,3002,4973,2999,57,64,55,63,57,48,81,76,77,52,76,2081,2384,3011.4,3009.6,3012.6,3015.6,3,3050,3047,3045,3045,27,2957,101.6,104.8,107.4,109.4,102.8,103.9,103.8,103.8,104.1,86,57,109.9,101.5,101.7,1110
157,342,271,170,230,228,350,179,267,232,240,160,221,224,1,0.43,7.48,0.5,0,4010,4010,22.8,15.3,34.5,35.1,35.3,35.2,34.2,47.8,18.8,0,720,0,0,722,2,2,718,0,1125,140,1000,2001,1127,483,143,1004,2002,1123,476,136,997,1998,449,0,0,449,0,410,0,0,0,374,1,0,376,2,2,2,2,372,0,0,1,5,5,5,2,2,0,0,0,0,0,1,33558,28798,28009,4,6,10.3,10.8,10.4,3000,3047,5003,2966,4995,30,30,24,66,33,27,11,95,55,46,46,47,25,42,43,45,1010,932,301,699,5000,3000,5028,3002,4971,2999,57,64,55,63,57,48,81,75,77,52,75,2082,2384,3011.7,3012.5,3012.6,3012.6,2.9,3047,3045,3042,3042,25,2960,101.6,99.7,99.2,99.2,103.1,105.3,105.6,105.7,105.6,96,56,103.4,102.1,101.9,1110
158,330,268,169,232,227,334,179,267,232,235,159,220,222,1.11,0.42,7.85,0.53,0,4010,4010,23,24.3,31.8,33.1,34.2,34.9,31.6,47.7,18.8,0,720,0,0,722,2,2,718,0,1124,140,1000,2001,1127,483,143,1004,2002,1123,476,136,997,1998,449,0,0,449,0,410,-1,-1,0,374,1,1,376,4,2,4,2,372,0,0,1,5,5,5,5,5,0,0,0,0,0,0,32901,28506,27379,3,6,10.1,10.7,10.4,2999,3043,5003,2964,4995,31,30,24,68,33,28,11,96,56,46,46,48,36,42,43,45,1028,926,308,701,5000,3000,5024,3002,4973,2998,58,64,55,61,57,49,81,75,77,52,75,2078,2375,3011.7,3011.5,3011.8,3012.1,3.4,3045,3045,3047,3045,25,2965,110.9,111.1,111,110.7,111.2,103,103.2,103.6,104.4,85,57,110.1,101,101,1110
160,345,272,171,230,228,352,179,266,233,239,160,221,224,1.06,0.43,7.6,0.5,0,4020,4010,25.4,18.8,34.3,35.6,36.3,36.7,33.8,47.8,18.8,0,720,0,0,722,2,2,718,0,1125,140,1000,2001,1127,483,143,1004,2002,1123,476,136,997,1998,449,0,0,449,0,410,0,0,0,374,1,1,378,2,4,2,2,372,0,0,1,5,5,5,5,5,0,0,0,0,0,1,33565,28798,28016,4,6,10.2,10.8,10.4,2999,3035,5003,2968,4996,30,30,24,66,33,27,11,95,55,46,46,47,25,42,43,45,1007,934,300,699,4999,3000,5030,3002,4973,2999,57,64,55,63,57,48,81,75,77,52,75,2082,2390,3011.1,3012.4,3012.5,3012.9,2.3,3045,3045,3045,3047,22,2957,106.6,102.4,100.8,99.9,109,104.3,104.9,105.3,105.7,86,57,106.3,101.5,101.1,1110
163,324,267,169,237,231,327,180,260,236,234,160,226,223,1.12,0.45,7.83,0.55,1,4020,4010,25,20,33.6,34.8,35.7,36.1,33.2,47.7,18.8,0,720,0,0,722,2,2,718,0,1124,140,1000,2001,1127,483,143,1001,2002,1120,476,136,997,1998,449,0,0,449,0,411,-1,0,0,374,0,0,376,2,2,2,2,372,0,0,1,5,5,5,2,2,0,0,0,0,0,0,33627,28798,28078,3,6,10.1,10.7,10.4,2999,3032,5003,2968,4995,30,30,25,67,33,28,11,98,56,47,46,48,41,42,43,45,1048,917,320,702,5001,3000,5026,3002,4973,2999,59,65,56,61,56,49,81,75,78,51,75,2070,2366,3011.8,3011.5,3012.4,3013.9,3.2,3045,3045,3042,3045,25,2962,109.8,109.8,108.8,106.5,109.9,103.9,104,104.2,104.5,85,56,110,100.8,100.7,1110
164,345,272,171,230,228,352,179,265,233,239,160,221,224,1.07,0.43,7.6,0.53,0,4010,4010,25.4,18.7,34.3,35.6,36.3,36.6,33.8,47.8,18.7,0,720,0,0,722,2,2,718,0,1125,140,1000,2001,1127,483,143,1004,2002,1123,476,136,997,1998,449,0,0,449,0,410,0,0,0,374,1,1,376,2,2,2,2,372,0,0,1,5,5,5,5,2,0,0,0,0,0,1,33570,28798,28021,4,6,10.1,10.8,10.4,3000,3037,5003,2960,4995,30,30,24,66,33,27,10,95,55,46,46,47,25,42,43,45,1008,935,301,699,5000,3000,5030,3002,4976,2999,57,64,55,63,57,48,81,75,77,52,75,2082,2386,3012.2,3013.1,3012.6,3014.4,2.5,3047,3047,3047,3047,25,2955,99.7,99.2,99.4,99.7,100.4,104.7,104.8,104.8,104.7,86,57,102.6,102.1,102,1110
167,330,267,169,234,227,336,179,270,231,238,161,221,220,1.1,0.48,7.5,0.55,0,4010,4010,16.4,14.8,34.6,34.4,34.3,34.2,35.1,47.7,18.8,0,720,0,0,722,2,2,718,0,1125,140,1000,2001,1127,483,143,1004,2002,1123,476,136,997,1998,449,0,0,449,0,410,0,0,0,374,0,0,376,2,2,2,2,372,0,0,1,5,5,5,5,5,0,0,0,0,0,0,33628,28798,28079,4,6,10.1,10.7,10.4,2999,3039,5003,2964,4995,30,30,25,66,33,28,11,96,56,47,46,48,25,42,43,45,1031,930,313,701,4999,3000,5029,3002,4968,2999,58,64,55,61,56,48,81,75,77,52,75,2074,2376,3011.5,3012.5,3012.2,3012.3,2.8,3045,3047,3047,3042,25,2957,99.9,99.1,99.2,99.5,100.7,104.7,104.6,104.4,104,85,57,110,100.8,100.8,1110
169,339,270,170,230,227,348,178,268,233,240,160,221,221,1.09,0.47,7.58,0.55,0,4010,4010,15.5,14.8,34.4,34.3,34.2,34.1,35,47.7,18.8,0,720,0,0,722,2,2,718,0,1125,140,1000,2001,1127,483,143,1004,2002,1123,476,136,997,1998,449,0,0,449,0,410,0,0,0,374,1,0,376,2,2,2,2,372,0,0,1,5,5,5,5,2,0,0,0,0,0,0,33633,28798,28084,4,6,10.1,10.8,10.4,3000,3038,5003,2961,4995,30,30,24,66,33,27,11,95,56,46,46,47,24,42,43,45,1012,937,303,700,5000,3000,5030,3002,4970,2998,57,64,55,63,57,48,81,75,77,52,75,2081,2388,3011,3012.8,3012.4,3009.7,3.6,3050,3047,3047,3042,27,2952,104.3,108.6,110.1,110.8,106.6,103.8,103.6,103.7,104.2,86,57,110.1,101.8,101.9,1110
181,344,272,171,230,228,352,179,266,234,240,160,221,223,1.08,0.45,7.68,0.55,0,4010,4010,25.4,20.1,33.9,35.2,36.1,36.6,33.5,47.8,18.7,0,720,0,0,722,2,2,718,0,1125,140,1000,2001,1127,483,143,1004,2002,1123,476,136,997,1998,449,0,0,449,0,410,0,0,0,374,1,0,376,2,4,2,2,372,0,0,1,5,5,5,5,2,0,0,0,0,0,0,33639,28798,28090,4,6,10.1,10.8,10.3,3000,3042,5003,2964,4996,30,30,24,66,33,27,11,95,55,46,46,47,25,42,43,45,1008,935,300,699,5000,3000,5029,3001,4972,2999,57,64,55,63,56,48,81,75,77,52,75,2081,2385,3010.5,3011.8,3012.4,3013.5,4,3047,3045,3047,3045,30,2950,99.5,99.8,100,100.1,99.7,105.6,105.3,105.1,104.9,86,56,109.9,101.5,101.6,1110
184,344,272,170,231,228,351,179,267,233,239,161,221,224,1.1,0.45,7.73,0.53,0,4010,4010,14,25.3,33.1,33.1,33.4,33.7,33.8,47.8,18.8,0,720,0,0,722,2,2,718,0,1125,140,1000,2001,1127,483,143,1004,2002,1120,476,136,997,1998,449,0,0,449,0,410,0,0,0,374,1,0,376,2,2,2,2,372,0,0,1,5,5,5,2,5,0,0,0,0,0,1,33564,28798,28015,4,6,10.1,10.8,10.4,2999,3032,5002,2960,4995,30,30,24,67,33,27,11,95,55,46,46,47,23,42,43,45,1012,937,302,700,4999,3000,5029,3002,4972,2998,57,64,55,63,57,48,81,75,77,52,75,2081,2392,3011.4,3012.1,3012.7,3012.8,1.8,3045,3045,3047,3047,22,2960,100.7,103.7,106.7,108.8,101.8,103.9,103.8,103.7,103.9,86,57,103.1,102.1,102,1110
185,344,272,170,231,228,352,178,266,233,241,160,222,224,1.08,0.44,7.68,0.53,0,4010,4010,13.9,25.3,33,33,33.3,33.7,33.6,47.8,18.7,0,720,0,0,722,2,2,718,0,1125,140,1000,2001,1127,483,143,1001,2002,1123,476,136,997,1998,449,0,0,449,0,410,0,0,0,374,1,0,376,4,2,2,2,372,0,0,1,5,5,5,2,2,0,0,0,0,0,1,33569,28798,28020,4,6,10.1,10.7,10.4,3000,3036,5003,2956,4995,30,30,24,67,33,27,11,95,55,46,46,47,23,42,43,45,1012,939,302,700,5000,3000,5031,3002,4974,2999,57,64,55,63,57,48,81,75,77,52,75,2082,2389,3011.1,3012.4,3012.5,3013,3.3,3047,3047,3047,3047,25,2965,103.3,105.5,106.5,105.8,104.3,103.9,103.9,104,104.3,86,57,108.9,101.9,102.1,1110
187,343,271,170,228,227,352,178,264,232,240,160,220,223,1.1,0.46,7.65,0.55,0,4010,4010,23.5,15.6,34.5,35.2,35.5,35.4,34.2,47.8,18.8,0,720,0,0,722,2,2,718,0,1125,140,1000,2001,1127,483,143,1004,2005,1123,476,136,997,1998,449,0,0,449,0,410,0,0,0,374,1,1,376,2,4,2,2,372,0,0,1,5,5,5,2,2,0,0,0,0,0,1,32875,28479,27353,4,6,10.1,10.8,10.3,2999,3042,5003,2957,4995,30,30,24,67,33,27,11,96,56,46,46,47,24,42,42,45,1012,943,300,700,4999,3000,5032,3002,4971,2998,57,64,55,62,57,48,81,76,77,52,76,2080,2380,3011,3012.3,3012.5,3012.2,2.5,3045,3047,3045,3045,22,2952,100,100,100,100,100.1,104.5,104.2,104.2,104.1,85,56,106.3,102,102.1,1110
200,343,271,170,229,227,351,178,266,233,236,160,220,222,1.07,0.47,7.38,0.55,0,4010,4010,19.1,14.6,34.9,35,35.1,34.9,35.1,47.8,18.7,0,720,0,0,722,2,2,718,0,1125,140,1000,2001,1127,483,143,1001,2002,1123,476,136,997,1998,449,0,0,449,0,410,0,0,0,374,1,1,376,4,4,2,2,372,0,0,1,2,5,2,2,2,0,0,0,0,0,1,32818,28422,27296,4,6,10.1,10.7,10.4,2999,3035,5003,2959,4997,30,30,24,66,33,27,11,96,56,46,46,47,25,42,43,45,1012,948,301,701,5000,3000,5038,3002,4972,2999,57,64,55,63,57,48,81,76,77,52,75,2081,2383,3011.8,3012.7,3012.2,3011.8,3.6,3045,3045,3042,3045,27,2955,101.4,105.2,107.8,110.2,103,103.9,103.8,103.8,104.1,86,57,108.5,100.9,100.9,1110
218,343,271,171,228,227,351,179,259,233,242,159,220,223,1.05,0.43,7.53,0.53,0,4010,4010,22.8,15.4,34.5,35.1,35.3,35.2,34.2,47.8,18.8,0,720,0,0,722,2,2,718,0,1125,140,1000,2001,1127,483,143,1004,2002,1123,476,136,997,1998,449,0,0,449,0,410,0,0,0,374,1,1,376,4,4,2,2,372,0,0,1,2,2,5,5,2,0,0,0,0,0,1,33723,28800,28176,4,6,10.2,10.8,10.2,2999,3039,5003,2952,4995,30,30,24,67,33,27,11,95,55,46,46,47,23,42,43,45,1011,937,299,699,5000,3000,5026,3002,4972,2999,57,64,55,63,57,48,81,75,77,52,75,2082,2384,3012.3,3012.3,3012,3012.9,2.3,3047,3045,3045,3047,22,2962,109.8,106.2,103.3,101.5,110.2,104,104.4,104.9,105.5,86,57,107.2,101.2,100.9,1110
220,343,272,171,229,227,351,178,259,233,241,160,221,223,1.1,0.45,7.75,0.5,0,4010,4010,13.9,25.7,32.8,32.9,33.3,33.7,33.5,47.8,18.7,0,720,0,0,722,2,2,718,0,1125,140,1000,2001,1127,483,143,1001,2002,1123,476,136,997,1998,449,0,0,449,0,410,-1,-1,0,374,1,1,376,2,2,2,2,372,0,0,1,5,2,5,5,2,0,0,0,0,0,1,33724,28800,28177,4,6,10.1,10.8,10.4,2999,3039,5003,2957,4995,31,30,24,67,33,27,11,95,55,46,46,47,23,42,43,45,1014,940,299,699,4999,3000,5028,3002,4973,2999,57,64,55,63,57,48,81,75,77,52,75,2082,2384,3011.6,3012.1,3012.8,3013.1,2.6,3045,3045,3042,3045,25,2952,99.2,99.6,99.7,99.9,99.4,105.6,105.4,105.2,105,86,56,109,100.9,101,1110
226,344,272,170,231,228,352,179,267,233,237,160,221,225,1.09,0.44,7.68,0.53,0,4010,4010,25.4,20,33.9,35.2,36.1,36.5,33.5,47.8,18.8,0,720,0,0,722,2,2,718,0,1125,140,1000,2001,1127,483,143,1004,2002,1123,476,136,997,1998,449,0,0,449,0,410,0,0,0,374,1,1,376,4,4,4,2,372,0,0,1,5,2,2,2,5,0,0,0,0,0,0,33523,28798,27975,4,6,10.1,10.7,10.4,3000,3043,5003,2960,4995,30,30,24,67,33,27,11,96,55,46,46,47,24,42,43,45,1011,935,302,700,5000,3000,5035,3002,4966,2998,57,64,55,63,57,48,81,75,77,52,75,2082,2384,3011.4,3012.5,3010.5,3012.5,3,3047,3045,3047,3045,22,2950,107.5,110.4,110.7,109.8,109.1,103.9,103.8,104.1,104.8,86,56,109.4,101,101.2,1110
229,345,272,171,229,228,353,179,261,234,241,160,221,223,1.06,0.44,7.45,0.55,0,4010,4010,22.2,15,34.6,35.1,35.2,35.2,34.5,47.8,18.8,0,720,0,0,722,2,2,718,0,1125,140,1000,2001,1127,483,143,1004,2002,1123,476,136,997,1998,449,0,0,449,0,410,0,0,-1,374,1,1,378,4,2,2,2,372,0,0,1,5,5,2,2,5,0,0,0,0,0,1,33735,28800,28188,4,6,10.2,10.8,10.3,2999,3033,5003,2947,4996,30,30,24,67,33,27,11,95,55,46,46,47,23,42,43,45,1008,938,300,699,5000,3000,5026,3003,4965,2999,57,64,55,63,57,48,81,75,77,52,75,2081,2385,3012.5,3012.5,3012.3,3012.2,3.2,3045,3050,3045,3047,25,2957,100.7,103.7,106.7,109.4,101.8,103.9,103.8,103.8,104,86,57,107.9,101,100.9,1110
242,343,271,170,228,227,350,178,264,233,239,160,220,222,1.09,0.46,7.63,0.55,0,4010,4010,25,17.5,34.4,35.5,36.1,36.2,33.9,47.7,18.8,0,720,0,0,722,2,2,718,0,1125,140,1000,2001,1127,483,143,1004,2002,1123,476,136,997,1998,449,0,0,449,0,410,0,0,0,374,1,1,376,2,2,2,2,372,0,0,1,2,2,5,2,2,0,0,0,0,0,0,32815,28419,27293,4,6,10.1,10.8,10.3,3000,3038,5003,2956,4996,30,30,24,66,33,27,11,95,56,46,46,47,23,42,43,45,1012,945,299,700,5000,3000,5032,3002,4969,2999,57,64,55,63,57,48,81,76,77,52,76,2081,2387,3011,3012.4,3012.6,3012.5,3,3045,3050,3047,3047,27,2955,99.4,99.8,100,100.1,99.7,105.6,105.3,105.1,104.9,86,57,109.3,101.9,102,1110
247,343,272,170,230,227,351,177,269,233,243,159,221,222,1.08,0.46,7.43,0.55,0,4010,4010,14.8,17.8,34.1,33.9,34,34,34.7,47.8,18.7,0,720,0,0,722,2,2,718,0,1125,140,1000,2001,1127,483,143,1004,2002,1123,476,136,997,1998,449,0,0,449,0,410,0,0,0,374,1,0,376,2,2,2,2,372,0,0,1,5,5,2,5,2,0,0,0,0,0,1,32816,28420,27294,4,6,10.1,10.7,10.4,3000,3037,5003,2963,4995,30,30,24,66,33,27,11,96,56,46,46,47,25,42,43,45,1015,948,302,702,5000,3000,5028,3002,4973,2998,57,64,55,63,57,48,81,75,77,52,75,2081,2385,3012,3012.9,3012.8,3011,3.9,3047,3045,3047,3047,25,2955,99.9,100,100,100,100,104.7,104.5,104.3,104.3,86,57,102.8,102.2,102,1110
271,342,271,171,228,227,350,179,263,233,240,161,220,223,1.08,0.45,7.55,0.53,0,4010,4010,23.6,15.7,34.5,35.2,35.5,35.5,34.1,47.8,18.7,0,720,0,0,722,2,2,718,0,1125,139,1000,2001,1130,483,143,1004,2002,1123,476,136,997,1998,449,0,0,449,0,410,0,0,0,374,1,1,376,2,2,4,2,372,0,0,1,5,5,5,5,2,0,0,0,0,0,0,33007,28591,27487,4,6,10.1,10.8,10.3,2999,3040,5003,2962,4995,30,30,24,66,33,27,11,96,55,46,46,47,25,42,43,45,1012,946,299,700,5000,2999,5034,3002,4969,2998,57,64,55,63,57,48,81,76,77,52,76,2082,2388,3011.5,3013.9,3012.2,3012.8,2.9,3045,3045,3042,3045,25,2955,99.9,100,100,100,100,105.1,104.8,104.6,104.5,86,56,109,100.8,101,1110
279,343,271,170,230,228,351,179,270,233,244,161,221,223,1.07,0.44,7.6,0.53,0,4010,4010,25.4,19,34.2,35.5,36.3,36.6,33.7,47.8,18.8,0,720,0,0,722,2,2,718,0,1125,140,1000,2001,1127,483,143,1001,2002,1123,476,136,997,1998,449,0,0,449,0,410,0,0,0,374,1,0,376,2,2,2,2,372,0,0,1,2,2,5,5,2,0,0,0,0,0,1,32495,28055,26940,4,6,10.1,10.8,10.4,2999,3035,5003,2964,4995,30,30,24,67,33,27,11,95,56,46,46,47,23,42,43,45,1013,943,302,702,4999,3000,5039,3002,4966,2999,57,64,55,63,57,48,81,76,77,52,76,2080,2387,3011.1,3012.2,3012.6,3012.6,2.8,3045,3042,3045,3045,27,2955,100,100,100,100,100.1,104.7,104.4,104.2,104.2,86,56,110.1,101.7,101.9,1110
293,344,272,171,228,228,351,179,260,234,237,160,220,223,1.1,0.44,7.8,0.5,0,4010,4010,14,26,32.2,32.5,33.2,33.8,32.7,47.8,18.8,0,720,0,0,722,2,2,718,0,1125,140,1000,2001,1127,483,143,1004,2005,1123,476,136,997,1998,449,0,0,449,0,410,0,0,0,374,1,0,376,2,2,2,2,372,0,0,1,5,2,2,2,2,0,0,0,0,0,0,33408,28797,27860,4,6,10.1,10.8,10.2,3000,3034,5002,2957,4995,30,30,24,67,33,27,11,96,55,46,46,47,24,42,43,45,1015,935,298,698,5000,3000,5031,3002,4971,2999,57,64,55,63,57,48,81,76,77,52,76,2082,2384,3010.9,3012.5,3012.7,3012.9,2.4,3045,3047,3047,3045,22,2960,109.4,105.2,102.6,101,110.8,104.1,104.6,105.2,105.6,86,57,104.9,101.8,101.3,1110
297,341,271,170,231,227,349,178,270,233,242,160,221,222,1.09,0.45,7.68,0.53,0,4010,4010,14.1,25,33.3,33.2,33.5,33.7,34,47.8,18.7,0,720,0,0,722,2,2,718,0,1125,140,1000,2001,1127,483,143,1001,2002,1123,476,136,997,1998,449,0,0,449,0,410,0,0,0,374,1,0,376,2,2,2,2,372,0,0,1,5,5,5,2,5,0,0,0,0,0,1,32849,28453,27327,4,6,10.2,10.8,10.3,3000,3036,5003,2965,4996,30,30,24,67,33,27,11,95,56,46,46,47,23,42,43,45,1017,942,303,702,5000,3000,5028,3002,4973,2999,57,64,55,63,57,48,81,75,77,52,75,2080,2383,3010.2,3012.9,3011.5,3013.2,3.1,3045,3047,3047,3045,25,2962,100.1,101.9,104.8,107.3,100.6,104,103.8,103.8,103.8,86,57,109.8,101.3,101.4,1110
301,342,271,170,230,227,351,178,269,232,241,159,221,223,1.07,0.44,7.58,0.53,0,4010,4010,22,15,34.6,35,35.2,35.1,34.5,47.8,18.7,0,720,0,0,722,2,2,718,0,1125,140,1000,2001,1130,483,143,1004,2002,1120,476,136,997,1998,449,0,0,449,0,410,0,0,0,374,1,1,376,2,2,2,2,372,0,0,1,2,5,2,5,2,0,0,0,0,0,0,32880,28484,27358,4,6,10.2,10.8,10.4,2999,3034,5003,2952,4997,30,30,24,67,33,27,11,95,56,46,46,47,23,42,43,45,1013,946,303,702,4999,3000,5027,3002,4974,2998,57,64,55,63,57,48,81,75,77,52,75,2080,2380,3011,3011.8,3012.4,3011.9,2.2,3047,3047,3045,3045,22,2957,100,100.5,101.9,104,100,104.2,103.9,103.9,103.9,86,57,110,101.7,101.9,1110
305,343,271,170,229,227,351,178,265,232,242,160,221,223,1.07,0.44,7.58,0.53,0,4010,4010,14.1,25.1,33.4,33.3,33.5,33.8,34.1,47.8,18.7,0,720,0,0,722,2,2,718,0,1125,140,1000,2001,1127,483,143,1004,2002,1123,476,136,997,1998,449,0,0,449,0,410,0,0,0,374,1,1,376,4,2,2,2,372,0,0,1,5,5,2,2,2,0,0,0,0,0,1,32883,28487,27361,4,6,10.3,10.8,10.4,2999,3037,5003,2960,4997,30,30,24,66,33,27,11,96,56,46,46,47,25,42,43,45,1015,949,302,702,5000,3000,5031,3002,4967,2998,57,64,55,63,57,48,81,76,77,52,75,2081,2382,3010,3011.9,3012.7,3012.8,3.5,3047,3042,3045,3047,25,2962,99.9,100,100,100,100,104.5,104.3,104.2,104.2,86,57,107.8,101,100.9,1110
310,334,269,170,232,227,338,178,272,233,236,160,221,222,1.05,0.41,7.75,0.5,0,4010,4010,25.7,22.9,32.2,33.8,34.9,35.5,31.1,47.7,18.8,0,720,0,0,722,2,2,718,0,1125,140,1000,2001,1127,483,143,1004,2005,1123,476,136,997,1998,449,0,0,449,0,410,0,0,0,374,1,1,376,2,2,2,2,374,0,0,1,5,2,2,2,2,0,0,0,0,0,1,32810,28414,27288,4,6,10.2,10.8,10.4,3000,3039,5003,2963,4995,30,30,24,66,33,28,11,96,56,46,46,48,24,42,42,45,1027,942,308,703,4999,3000,5038,3002,4965,2998,58,64,56,62,57,48,81,75,77,51,75,2079,2383,3009,3011.6,3012.6,3014,1.6,3045,3045,3045,3047,22,2960,110.6,107.7,104.8,102.5,111,103.9,104.4,104.8,105.4,86,57,103.6,102.1,101.8,1110
316,340,270,170,228,227,347,178,267,232,238,160,220,221,1.1,0.48,7.53,0.53,0,4020,4010,17.6,14.8,34.8,34.7,34.8,34.6,35.2,47.8,18.8,0,720,0,0,722,2,2,718,0,1125,140,1000,2001,1127,483,143,1004,2005,1123,476,136,997,1998,449,0,0,449,0,410,0,0,0,374,1,1,376,2,4,2,4,372,0,0,1,2,5,5,5,2,0,0,0,0,0,0,32811,28415,27289,4,6,10.2,10.8,10.3,3000,3035,5003,2960,4995,30,30,24,66,33,27,11,96,56,46,46,47,24,42,43,45,1017,943,301,700,5000,2999,5029,3002,4971,2998,58,64,55,63,57,48,81,76,77,52,76,2080,2384,3011.3,3011.9,3011.9,3012.4,2.9,3045,3042,3045,3042,27,2955,99.2,99.4,99.6,99.9,99.3,105.5,105.3,105.1,104.8,86,56,107.1,101.2,100.9,1110
321,341,271,170,230,227,348,177,271,233,240,160,221,222,1.1,0.44,7.78,0.55,0,4020,4010,14,25.9,32.3,32.6,33.2,33.8,32.8,47.8,18.8,0,720,0,0,722,2,2,718,0,1125,140,1000,2001,1127,483,143,1004,2002,1123,476,136,997,1998,449,0,0,449,0,410,0,0,0,374,1,1,376,2,4,4,4,372,0,0,1,2,5,2,5,2,0,0,0,0,0,1,32812,28416,27290,4,6,10.1,10.8,10.4,3000,3045,5003,2963,4996,30,30,24,67,33,27,11,96,56,46,46,47,23,42,42,45,1020,948,303,702,5000,3000,5030,3002,4976,2999,57,64,55,63,57,48,81,75,77,52,75,2080,2380,3010.6,3010.8,3012.4,3013.4,3.2,3045,3045,3045,3042,22,2957,100,100,100,100,100.1,104.6,104.3,104.2,104.1,86,57,108.9,100.7,100.9,1110
326,342,271,170,228,227,349,178,265,233,240,160,220,222,1.08,0.46,7.6,0.53,0,4010,4010,23.7,15.6,34.5,35.2,35.5,35.5,34.1,47.8,18.8,0,720,0,0,722,2,2,718,0,1125,140,1000,2001,1127,483,143,1001,2002,1123,476,136,997,1998,449,0,0,449,0,410,0,0,0,374,1,1,376,2,4,2,2,372,0,0,1,5,2,2,2,2,0,0,0,0,0,0,32813,28417,27291,4,6,10.1,10.8,10.3,2999,3038,5003,2963,4997,30,30,24,66,33,27,11,96,56,46,46,47,25,42,43,45,1013,944,300,700,5000,3000,5027,3002,4971,2999,57,64,55,63,57,48,81,76,77,52,76,2081,2388,3011.1,3012.1,3011,3015,1.5,3047,3047,3045,3042,25,2957,100.2,102.5,105.5,107.9,101,104,103.8,103.8,103.9,86,57,109.6,101,101.2,1110
330,341,271,170,229,227,349,177,269,233,241,160,220,222,1.11,0.47,7.7,0.55,0,4010,4010,13.9,25.6,33,33.1,33.4,33.7,33.7,47.8,18.8,0,720,0,0,722,2,2,718,0,1125,140,1000,2001,1127,483,143,1004,2002,1123,476,136,997,1998,449,0,0,449,0,410,0,0,0,374,1,1,376,4,4,4,2,372,0,0,1,5,5,2,2,2,0,0,0,0,0,1,32814,28418,27292,4,6,10.3,10.8,10.4,2999,3034,5002,2958,4995,30,30,24,67,33,27,11,95,56,46,46,47,23,42,43,45,1017,950,301,701,4999,3000,5037,3002,4975,2999,57,64,55,63,57,48,81,76,77,52,75,2082,2394,3010.9,3012.5,3012.6,3012.7,3.1,3047,3045,3045,3047,25,2962,107.5,103.1,101.3,100.1,109.7,104.2,104.7,105.3,105.6,86,57,110,101.4,101.7,1110
332,341,271,170,228,227,349,178,264,233,241,160,220,222,1.11,0.46,7.73,0.53,0,4010,4010,13.8,25.9,32.5,32.6,33.2,33.7,33,47.7,18.8,0,720,0,0,722,2,2,718,0,1125,140,1000,2001,1127,483,143,1004,2005,1123,476,136,997,1998,449,0,0,449,0,410,0,0,0,374,1,0,376,2,2,2,2,372,0,0,1,5,5,5,2,2,0,0,0,0,0,0,32801,28405,27279,4,6,10.2,10.8,10.3,3000,3041,5003,2966,4995,30,30,24,67,33,27,11,96,56,46,46,47,24,42,43,45,1019,948,300,700,5000,3000,5034,3002,4963,2999,57,64,55,63,57,48,81,76,77,52,76,2081,2386,3011.3,3013,3013,3013.2,1.9,3045,3045,3045,3042,25,2955,100,99.9,100,99.9,100.1,104.4,104.2,104.1,104,86,56,108.2,100.9,100.8,1110
