,220X150,220X151,300X4,311X27,311X28,312X5,312X10,312X15,312X20,312X25,312X30,312X35,312X40,312X45,312X50,312X55,312X61,312X67,312X73,312X79,312X85,312X91,312X97,312X103,312X109,312X115,312X121,312X127,312X133,312X139,312X145,312X151,312X157,312X163,312X169,312X175,312X181,312X187,312X193,312X199,312X205,312X211,312X217,312X223,312X229,312X235,312X240,312X246,312X251,312X257,312X263,312X269,312X275,312X281,312X287,312X293,312X299,312X305,312X311,312X317,312X323,312X329,312X335,312X341,312X347,312X353,312X359,312X365,312X371,312X377,312X383,312X389,312X395,312X401,312X407,312X413,312X419,312X430,312X436,312X442,312X448,312X454,312X460,312X466,312X472,312X478,312X484,312X490,312X496,312X502,312X508,312X514,312X520,312X526,312X532,312X538,312X544,312X550,312X556,312X562,312X568,312X574,312X580,312X586,312X592,312X598,312X604,312X610,312X616,312X622,312X628,312X634,312X640,312X646,312X652,312X658,312X664,312X670,312X676,312X682,312X688,312X694,312X699,312X704,312X709,312X714,312X720,312X726,312X732,312X738,312X744,312X750,312X756,312X762,312X768,312X774,312X780,312X786,312X792,312X798,340X12,340X14,340X16,340X32,340X50,340X52,340X54,340X56,340X58,340X60,340X62,340X64,340X66,340X68,340X70,340X72,340X74,340X76,340X78,340X80,340X82,340X84,340X86,340X88,340X90,340X92,340X94,340X96,340X98,340X100,340X102,340X104,340X106,340X112,340X114,340X116,340X118,340X120,340X122,340X131,340X142,340X144,340X146,340X148,340X150,340X152,340X154,340X156,340X158,340X160,340X162,340X164,340X166,340X168,340X170,340X172,340X174,340X176,340X178,340X180
420,,,20170731214930.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,,,20170731215558.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,,,20170731215316.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,,,20170731215703.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,,,20170806021941.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,,,,8.0,8.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,224.0,231.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.1,16.7,15.7,34.5,34.6,34.4,25.0,0.0,18.4,18.6,18.4,18.4,15.0,15.1,14.9,15.0,47.3,48.0,47.2,47.2,19.2,19.4,18.3,19.4,1.0,2.0,0.0,0.0,1997.0,1998.0,1995.0,2000.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-4.0,-4.0,-4.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,10.1,9.8,10.0,0.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,2999.0,3002.0,2999.0,39.0,39.0,39.0,0.0,0.0,0.0,3000.0,55.0,55.0,55.0,0.0,0.0,0.0,2061.0,2074.0,2036.0,14.0,1.6,25.0,-20.0,0.0,110.2,110.3,110.1,106.7,106.8,106.6,110.0,25.0,109.9,110.0,109.9,100.7,100.7,100.7,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,,,20170808093349.0,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,230.0,237.0,221.0,0.2,0.23,0.18,0.0,10.0,0.0,0.0,18.5,19.1,17.8,35.4,35.4,35.2,25.0,0.0,18.4,18.4,18.4,18.4,15.0,15.0,14.9,15.0,47.3,47.5,47.2,47.2,19.4,19.5,19.0,19.4,1.0,2.0,0.0,0.0,1999.0,2002.0,1998.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,1.0,9.9,10.0,9.9,10.0,0.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,2999.0,3002.0,2999.0,44.0,44.0,44.0,0.0,0.0,0.0,3000.0,54.0,54.0,54.0,0.0,0.0,0.0,2084.0,2099.0,2058.0,14.0,2.7,27.0,-17.0,0.0,110.2,110.2,110.1,106.0,106.1,105.9,110.0,25.0,109.9,109.9,109.8,100.8,101.0,100.4,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,,,20170808093835.0,,8.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,224.0,231.0,218.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,12.9,13.1,12.8,32.1,32.1,31.9,25.0,0.0,18.4,18.6,18.4,18.4,15.0,15.1,14.9,15.0,47.3,48.0,47.2,47.2,19.2,19.4,18.3,19.4,1.0,2.0,0.0,0.0,1997.0,1998.0,1995.0,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-2.0,-4.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,10.1,9.9,10.0,0.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,3002.0,2999.0,39.0,39.0,39.0,0.0,0.0,0.0,3000.0,56.0,56.0,56.0,0.0,0.0,0.0,2063.0,2076.0,2040.0,14.0,0.6,25.0,-20.0,0.0,102.0,102.3,101.8,107.7,107.7,107.6,110.0,25.0,109.9,110.0,109.8,100.8,100.9,100.7,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,,,20170802011643.0,8.0,8.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,231.0,237.0,222.0,0.2,0.25,0.18,0.0,10.0,0.0,0.0,25.4,25.6,25.1,33.7,33.8,33.5,25.0,0.0,18.4,18.4,18.4,18.4,15.0,15.0,14.9,15.0,47.3,47.5,47.2,47.2,19.3,19.4,19.0,19.4,1.0,2.0,0.0,0.0,1999.0,2002.0,1998.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,1.0,9.9,10.0,9.9,10.0,0.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,2999.0,3002.0,2999.0,43.0,43.0,43.0,0.0,0.0,0.0,3000.0,54.0,54.0,54.0,0.0,0.0,0.0,2087.0,2103.0,2064.0,14.0,2.0,27.0,-17.0,0.0,109.0,109.3,108.7,105.9,106.0,105.9,110.0,25.0,109.9,110.0,109.8,101.8,102.0,101.5,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,,,20170808005622.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,,,20170808010001.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,,,20170808005845.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,,,20170808013118.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,,,20170808013002.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,,,20170808013224.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,,,20170807052714.0,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,231.0,238.0,222.0,0.21,0.23,0.18,0.0,10.0,0.0,0.0,14.7,14.8,14.7,34.0,34.1,33.7,25.0,0.0,18.4,18.4,18.4,18.4,14.9,15.0,14.9,15.0,47.2,47.4,47.2,47.2,19.4,19.4,19.2,19.4,1.0,2.0,0.0,0.0,1999.0,2002.0,1998.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,10.0,9.9,10.0,0.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,3002.0,2999.0,43.0,44.0,43.0,0.0,0.0,0.0,3000.0,54.0,54.0,54.0,0.0,0.0,0.0,2089.0,2105.0,2064.0,14.0,1.2,27.0,-17.0,0.0,100.8,100.9,100.7,107.6,107.8,107.6,110.0,25.0,109.8,109.8,109.8,101.9,102.2,101.7,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,,,20170807131155.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,,,20170807051628.0,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,231.0,238.0,222.0,0.2,0.23,0.18,0.0,10.0,0.0,0.0,14.7,14.8,14.7,33.9,34.1,33.7,25.0,0.0,18.4,18.4,18.4,18.4,14.9,15.0,14.9,15.0,47.3,47.4,47.2,47.2,19.4,19.4,19.1,19.4,1.0,2.0,0.0,0.0,1999.0,2002.0,1998.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,-1.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,10.0,9.9,10.0,0.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,2999.0,3002.0,2998.0,43.0,43.0,43.0,0.0,0.0,0.0,3000.0,54.0,54.0,54.0,0.0,0.0,0.0,2090.0,2105.0,2064.0,14.0,1.8,27.0,-15.0,0.0,106.0,106.6,105.5,106.1,106.1,106.0,110.0,25.0,110.0,110.1,109.9,101.8,102.1,101.6,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,,,,8.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,223.0,229.0,216.0,0.11,0.15,0.08,0.0,0.0,0.0,0.0,25.0,25.4,24.6,34.9,35.0,34.8,25.0,0.0,18.4,18.5,18.4,18.4,14.9,15.0,14.9,15.0,47.2,47.3,47.1,47.2,19.4,19.5,19.1,19.4,-1.0,0.0,-2.0,0.0,1997.0,1998.0,1995.0,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,-5.0,-2.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,10.0,9.9,10.0,0.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,3002.0,2999.0,43.0,43.0,43.0,0.0,0.0,0.0,3000.0,53.0,53.0,53.0,0.0,0.0,0.0,2046.0,2060.0,2023.0,14.0,-1.1,20.0,-15.0,0.0,100.1,100.1,100.0,104.1,104.3,103.8,110.0,25.0,102.6,102.7,102.6,100.7,100.8,100.6,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,,,20170808201634.0,,8.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,224.0,230.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.8,14.8,14.7,34.7,34.8,34.6,25.0,0.0,18.4,18.4,18.4,18.4,15.0,15.0,14.9,15.0,47.3,47.8,47.2,47.2,19.2,19.4,18.7,19.4,0.0,2.0,0.0,0.0,2001.0,2005.0,1998.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,9.9,10.0,0.0,0.0,0.0,29.0,29.0,29.0,0.0,0.0,0.0,0.0,64.0,64.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,2999.0,3001.0,2999.0,43.0,43.0,43.0,0.0,0.0,0.0,3000.0,51.0,51.0,51.0,0.0,0.0,0.0,2080.0,2094.0,2056.0,14.0,2.6,27.0,-17.0,0.0,101.7,101.9,101.4,105.7,105.8,105.6,110.0,25.0,108.1,108.2,108.0,100.7,100.7,100.6,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,,,20170808202011.0,8.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,228.0,234.0,223.0,0.2,0.23,0.15,0.0,0.0,0.0,0.0,14.8,14.9,14.7,33.5,33.7,33.5,25.0,0.0,18.4,18.5,18.4,18.4,14.9,15.0,14.9,15.0,47.3,47.9,47.3,47.2,19.2,19.4,18.6,19.4,2.0,4.0,2.0,0.0,1998.0,2002.0,1998.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-2.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,9.9,10.0,0.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,3002.0,2999.0,43.0,44.0,43.0,0.0,0.0,0.0,3000.0,52.0,52.0,52.0,0.0,0.0,0.0,2097.0,2111.0,2072.0,14.0,1.8,22.0,-15.0,0.0,101.6,102.0,101.4,104.7,104.8,104.6,110.0,25.0,109.8,109.8,109.7,101.6,101.7,101.5,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,,,,8.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,227.0,232.0,221.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.7,23.1,22.3,35.5,35.6,35.3,25.0,0.0,18.4,18.4,18.4,18.4,15.0,15.0,14.9,15.0,47.3,47.7,47.2,47.2,19.3,19.4,18.8,19.4,0.0,2.0,0.0,0.0,2001.0,2002.0,1998.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,9.9,10.0,0.0,0.0,0.0,29.0,29.0,29.0,0.0,0.0,0.0,0.0,64.0,64.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,3002.0,2999.0,43.0,44.0,43.0,0.0,0.0,0.0,3000.0,51.0,51.0,51.0,0.0,0.0,0.0,2076.0,2090.0,2051.0,14.0,2.6,25.0,-15.0,0.0,111.0,111.1,111.0,103.9,104.0,103.8,110.0,25.0,109.5,109.6,109.5,101.1,101.1,101.0,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,,,20170726011045.0,,8.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,229.0,235.0,224.0,0.2,0.23,0.18,0.0,0.0,0.0,0.0,25.3,25.4,25.3,32.8,32.9,32.7,25.0,0.0,18.4,18.5,18.4,18.4,15.0,15.0,14.9,15.0,47.4,47.9,47.3,47.2,19.2,19.3,18.5,19.4,2.0,4.0,2.0,0.0,1999.0,2002.0,1998.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.1,9.9,10.0,0.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,3002.0,2999.0,43.0,43.0,43.0,0.0,0.0,0.0,3000.0,53.0,53.0,53.0,0.0,0.0,0.0,2097.0,2111.0,2070.0,14.0,0.5,25.0,-15.0,0.0,106.9,107.3,106.4,102.9,103.0,102.8,110.0,25.0,110.0,110.1,109.9,101.6,101.7,101.6,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,,,20170808001817.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,,,20170807055936.0,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,226.0,233.0,221.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,23.8,24.1,23.6,31.2,31.3,31.1,25.0,0.0,18.4,18.5,18.4,18.4,15.0,15.1,14.9,15.0,47.3,48.0,47.2,47.2,19.2,19.4,18.4,19.4,1.0,2.0,0.0,0.0,1997.0,1998.0,1995.0,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-2.0,-4.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.1,9.8,10.0,0.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,2999.0,3002.0,2999.0,38.0,38.0,38.0,0.0,0.0,0.0,3000.0,57.0,57.0,57.0,0.0,0.0,0.0,2063.0,2077.0,2040.0,14.0,0.8,25.0,-17.0,0.0,110.1,110.2,110.0,107.1,107.2,107.0,110.0,25.0,109.9,110.0,109.9,100.4,100.4,100.3,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,,,20170807055704.0,9.0,9.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,228.0,233.0,223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.6,20.3,18.9,34.9,35.0,34.8,25.0,0.0,18.4,18.4,18.4,18.4,15.0,15.0,14.9,15.0,47.4,47.9,47.2,47.2,19.2,19.3,18.7,19.4,-2.0,-2.0,-4.0,0.0,2001.0,2005.0,1998.0,2000.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,-2.0,-2.0,-5.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,10.1,9.9,10.0,0.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,3002.0,2999.0,44.0,44.0,44.0,0.0,0.0,0.0,3000.0,58.0,58.0,58.0,0.0,0.0,0.0,2061.0,2076.0,2039.0,14.0,0.1,20.0,-17.0,0.0,110.1,110.2,110.0,107.0,107.1,106.9,110.0,25.0,110.0,110.0,109.9,100.7,100.8,100.7,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,,,20170807060310.0,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,226.0,233.0,220.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,12.4,12.5,12.4,32.2,32.4,32.1,25.0,0.0,18.4,18.5,18.4,18.4,15.0,15.1,14.9,15.0,47.3,47.9,47.2,47.2,19.2,19.4,18.4,19.4,1.0,2.0,0.0,0.0,1997.0,1998.0,1995.0,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-2.0,-4.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.1,9.9,10.0,0.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,2999.0,3002.0,2998.0,38.0,38.0,38.0,0.0,0.0,0.0,3000.0,57.0,57.0,57.0,0.0,0.0,0.0,2065.0,2078.0,2042.0,14.0,1.2,25.0,-17.0,0.0,100.0,100.0,99.8,107.3,107.4,107.1,110.0,25.0,110.0,110.1,110.0,100.5,100.6,100.4,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,,,20170808214059.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,,,20170807125319.0,9.0,9.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,231.0,238.0,222.0,0.2,0.23,0.18,0.0,10.0,0.0,0.0,14.7,14.8,14.6,34.0,34.1,33.8,25.0,0.0,18.4,18.4,18.4,18.4,14.9,15.0,14.9,15.0,47.3,47.4,47.2,47.2,19.4,19.5,19.2,19.4,1.0,2.0,0.0,0.0,1999.0,2002.0,1998.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,10.0,9.9,10.0,0.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,3002.0,2999.0,44.0,44.0,44.0,0.0,0.0,0.0,3000.0,54.0,54.0,54.0,0.0,0.0,0.0,2090.0,2105.0,2063.0,14.0,3.4,27.0,-17.0,0.0,99.6,99.6,99.5,107.0,107.1,106.9,110.0,25.0,109.7,109.8,109.6,101.9,102.1,101.7,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
